SubmitTime,UserID,Used Memory
1146412825,19,588296
1149773556,13,1590600
1140113939,8,580648
1148353536,21,82728
1150557759,13,629792
1151730435,2,55168
1153060597,12,599728
1143782984,8,556220
1151709121,12,25672
1151726316,12,25700
1153744045,12,25684
1146501416,19,72868
1149512149,8,609692
1151916502,9,581724
1154783126,12,580280
1152765027,12,599240
1151572701,12,595772
1148961682,10,581576
1153725834,2,71168
1153223733,12,599660
1153225476,12,0
1151310374,13,593440
1151500253,12,599720
1145105080,8,594172
1151644625,12,25676
1149855866,13,598992
1142825943,9,556660
1142817828,9,584432
1151303360,8,61868
1147853172,13,592264
1154029921,12,598820
1147961610,13,1191544
1152669727,12,1758976
1151608703,12,75480
1145661915,19,1241348
1153731924,9,20328
1147675030,13,597788
1141944678,8,569764
1149268804,13,85612
1152648515,12,1760136
1150810702,13,53592
1145657667,13,595680
1154511623,12,1766220
1145882105,13,573272
1148621855,19,600864
1145247871,19,600788
1152084877,12,597360
1147987656,19,619364
1149886349,13,1130688
1153733624,9,71136
1146840305,13,579228
1151791881,12,79308
1142713816,9,582536
1146413143,19,588120
1147298581,13,582896
1149507361,13,582516
1146627818,19,1416960
1151438997,12,25652
1151609609,12,592892
1146580825,8,577268
1150984142,13,74984
1153727382,12,69796
1146182122,8,62212
1140643132,8,571480
1152736895,12,597884
1144598736,2,62016
1145985593,13,577816
1150854109,13,601168
1149552694,13,598628
1151611375,12,1610436
1147399534,13,597084
1151724333,12,68892
1148009711,13,0
1151653185,12,25656
1148683624,19,598868
1146414580,19,588080
1139514979,8,568676
1150849349,13,1633748
1151652827,12,25656
1146446911,19,588124
1136276523,6,944552
1153230121,12,0
1153229094,12,0
1150646000,13,598916
1148221947,19,81704
1151649690,9,59180
1151614837,12,597940
1149878212,8,0
1152036957,12,75336
1149938658,8,591532
1151644616,12,25680
1151909326,9,64656
1147950655,13,82720
1151718094,12,64312
1145177296,13,583032
1151909266,2,568780
1151701242,12,25644
1137051550,0,630948
1145255986,19,620728
1147725747,13,608864
1149558472,13,599324
1151719343,12,35568
1154120218,12,592756
1146581915,8,576440
1152637200,12,1764440
1156249476,2,575652
1148621738,19,1102888
1150100041,19,616204
1148023353,19,633496
1136293860,6,59860
1151303949,13,75356
1147897878,13,110852
1145261011,19,614264
1152885185,12,593620
1141716891,8,572020
1147987634,19,616608
1145247375,19,601436
1152019310,12,84264
1150607140,13,1118352
1147621707,8,60328
1145372102,19,585656
1151653634,9,55964
1152042267,12,608456
1149529083,8,581656
1150970744,8,581496
1151695295,12,25656
1153741847,12,80232
1149509198,13,581576
1151910829,2,60996
1149368705,19,616056
1152984174,12,598624
1146509524,19,0
1151621414,12,25688
1149409900,19,617284
1151910522,9,64668
1147461667,13,580832
1149515234,19,610268
1151651638,12,25656
1149744375,19,616740
1139420081,8,559660
1151708394,12,68860
1143844376,8,559844
1150735604,13,43872
1148960173,19,599004
1152299710,12,1544860
1145539502,19,1401676
1151712865,12,79328
1150441269,21,80384
1151492262,12,1567772
1151303980,8,586440
1149653913,19,63844
1150529026,21,614956
1153226789,12,0
1149864963,19,616088
1150571257,13,594268
1151909273,12,587904
1136277772,6,955412
1147517101,13,584284
1147357215,8,69084
1145909541,13,74816
1145178825,13,582240
1151506203,12,25696
1147951372,13,0
1147967722,13,602388
1145178415,8,571212
1147968002,13,95484
1146448233,19,588108
1152455654,12,0
1139930963,8,568460
1150079473,13,72256
1147297572,13,583040
1151656854,2,57476
1148877688,19,613992
1136281265,6,57120
1146638425,19,1101932
1153037230,12,85208
1139576182,8,570800
1147269005,13,593728
1151722815,12,72844
1140876890,8,570304
1152533512,12,1506232
1146414583,19,588300
1152839862,12,609516
1149657913,19,63844
1150441574,21,634484
1151014250,8,581928
1154036194,12,601924
1151647248,2,64188
1152542152,12,77640
1153725341,12,80300
1144417094,9,569732
1151505848,12,592928
1145994816,13,584004
1151694889,9,62956
1146413682,19,588084
1151611790,12,25672
1149447721,13,72788
1136287453,6,56992
1151265408,13,596124
1151500614,12,594544
1150803220,13,53548
1151621721,12,596752
1151492025,12,1561764
1148646007,19,598912
1153228734,12,599768
1151624562,12,20744
1154537384,12,144632
1148129870,21,614592
1151452197,2,587832
1146444686,19,588268
1153232313,12,626740
1151941438,12,80592
1151265964,8,62008
1153741846,9,67316
1152904482,12,599100
1151625760,12,20692
1151751626,12,71752
1139348134,7,554840
1145488151,19,588584
1150479129,21,633136
1147788771,13,582856
1151303937,8,580424
1151692750,12,68888
1152927767,12,597932
1151656856,2,55996
1147726813,13,79812
1140800432,8,577176
1137430136,6,1675668
1149509224,13,0
1146417698,19,588068
1153984943,12,1554192
1147949605,13,79300
1152037866,12,614616
1148099879,21,618400
1151719843,12,20688
1151744487,12,1581960
1151719843,12,20712
1146753432,10,1391628
1146723557,13,68684
1151742513,12,74640
1145932824,13,595720
1153744704,12,80264
1145877469,19,599740
1145336891,10,586924
1148884598,19,598928
1145105555,13,570440
1151739642,12,85208
1151656500,12,68900
1146423245,19,588288
1151815727,9,16408
1149533571,13,630828
1145261009,19,585144
1153230458,2,593356
1152900609,12,598776
1147594827,13,580720
1136977602,0,653540
1146412345,10,571600
1151627181,12,79324
1145337515,19,0
1154037425,12,598740
1150529836,13,580928
1150500358,13,71632
1148683234,19,598852
1152541036,12,155728
1151620518,12,66684
1151736020,12,79280
1148884606,19,598392
1150042674,13,596144
1147129193,13,287332
1152514476,12,0
1151646542,9,20296
1149852846,13,0
1152341303,2,583616
1145247892,19,600328
1149661055,19,63864
1141955973,8,567740
1151627473,12,104492
1146193319,19,598228
1151746335,9,20276
1150489956,13,599852
1151740836,12,25688
1151707648,9,72896
1145371775,19,584208
1152667446,12,86428
1152190263,12,1618668
1145180205,13,582084
1150828993,13,588772
1153727379,12,85244
1151753477,12,25656
1145936690,13,25684
1150119250,13,490960
1150800296,13,53592
1151114196,13,597984
1149094190,19,581700
1139808902,8,569480
1153230461,2,583444
1140113937,8,568296
1151643866,12,25696
1146456460,19,588260
1151713176,9,64252
1137406892,0,649832
1145723302,8,586444
1146032318,13,581380
1152566393,12,0
1149890172,13,601116
1152612335,12,1588940
1151553292,12,595520
1152794370,12,599124
1149382507,19,642796
1152578970,12,107740
1151653189,12,25660
1144073261,8,66444
1147298568,8,586820
1140911390,8,568872
1140643790,8,572656
1151443845,12,1593000
1151216945,13,1546556
1153734773,12,72096
1149864969,19,627892
1140831422,8,570036
1151791886,2,16412
1147621709,8,583764
1149349164,13,71740
1149843090,21,611452
1150124088,8,581088
1153061563,12,598540
1149959221,13,599940
1136977615,0,0
1149121734,19,581584
1146849190,8,16432
1140008041,8,572928
1148848491,19,598788
1151910180,12,76548
1154574886,12,1590668
1147459548,8,582068
1147301802,13,581564
1151400885,2,600012
1151721303,12,67624
1152670179,12,1593268
1152833821,12,595944
1149955080,13,0
1152147278,12,107440
1148343039,19,1362048
1151910182,12,74892
1147298091,8,573112
1146417191,19,588276
1150793672,13,53592
1150443063,21,605988
1151652374,2,20284
1139412010,8,551732
1146190801,13,72804
1148338541,21,1372548
1150110966,13,592928
1149836935,13,25676
1149327917,13,1227276
1152145453,12,25688
1147558030,13,581500
1151693048,12,1588856
1147371734,13,573108
1149259569,13,600388
1151112065,13,594784
1149493445,19,611896
1139897210,8,77564
1147426146,8,574676
1151658109,12,64844
1152040286,12,627716
1151620510,12,20712
1152145141,12,90720
1147974397,13,0
1144597988,9,61932
1151622274,12,72160
1151496134,12,1570592
1150984824,13,592224
1149624835,8,609380
1142757504,9,595504
1150456027,13,598312
1150970734,8,581260
1151049486,13,600940
1154122950,12,599716
1148223056,13,1183132
1151791587,12,79256
1147381365,8,60280
1145298834,19,600636
1151618383,12,20716
1147621672,13,583400
1145229716,19,591900
1145261008,19,584376
1148083808,13,940220
1149843090,21,603812
1148848776,19,599048
1151746321,12,74996
1148554028,13,111136
1150525353,21,600048
1150854106,13,598348
1148904642,10,583692
1146208923,19,600668
1153745293,9,58976
1140282531,8,0
1150934875,13,0
1151556538,12,591744
1149257473,13,72016
1153721182,12,85148
1149768373,19,616412
1139389728,8,559508
1146580822,8,570348
1152344571,12,86616
1151086454,8,581328
1150378620,21,0
1149955080,13,598020
1151647726,12,25668
1145298556,19,599012
1150559091,13,600588
1151623000,12,25672
1151514604,12,594292
1151556815,12,594724
1149529577,13,586764
1151722436,12,63536
1150474955,21,599016
1146444673,19,588148
1150469691,8,579824
1136274841,6,951624
1153808189,12,594228
1151646179,12,25692
1137499088,6,2098376
1151658474,12,593396
1153900552,9,579916
1148954167,19,598916
1149322143,13,581164
1151660361,12,71824
1153750004,12,80152
1151711717,12,79256
1141944678,8,568748
1150823576,13,598260
1145393987,13,571472
1150970060,13,588704
1149122141,19,581632
1150936742,13,0
1149890519,13,598236
1150645518,13,611160
1148457581,19,631492
1152799682,12,628432
1147329006,8,61344
1146446252,19,1396220
1150495182,21,0
1151216409,13,1558224
1148457878,19,81716
1147448702,8,63340
1145393986,13,584612
1152174876,12,71664
1145468308,19,601228
1151428910,12,25664
1145585355,10,587676
1151712873,12,79260
1154329688,2,586624
1152888065,12,597048
1151714348,12,25684
1147987648,19,615348
1147329004,13,570312
1146444157,19,588076
1149850315,13,0
1153753847,12,630400
1145572634,13,598400
1145592673,19,593692
1152884591,12,600648
1149138618,13,101900
1146343574,19,1278904
1140300320,8,577808
1149577933,13,629112
1145883340,13,610820
1151746733,12,73924
1151939558,12,599696
1151265962,8,65808
1147300023,13,576100
1149388265,19,614988
1151077231,13,592880
1145260976,19,600796
1149519913,13,611360
1152081656,12,618140
1139595949,8,569852
1152106244,12,20752
1150493031,13,136944
1146378020,19,588276
1144757952,12,1242220
1151579829,12,66776
1146182884,8,61980
1145904499,13,76724
1151621717,12,68744
1151729521,12,78760
1151916526,2,20272
1151646841,2,20296
1152689465,12,597992
1153731379,12,80244
1140800252,8,570448
1147222872,19,82844
1151624139,12,25672
1149542679,13,595740
1139809623,8,567940
1154043394,12,1571760
1148229170,13,109644
1151631114,12,25688
1139347781,7,555516
1152344568,12,71860
1146667123,13,1475384
1149887545,8,592552
1151744982,9,20328
1151714619,9,20280
1150044555,13,72252
1151652373,2,64196
1151438465,12,76400
1150439709,21,607440
1151730787,2,64228
1149538885,13,593936
1147441073,8,16436
1147790027,13,575704
1136291926,6,57076
1153722370,12,80204
1151265944,13,75536
1151642435,12,85124
1149132105,19,598988
1149858459,19,98852
1151648073,9,20264
1151652378,9,64168
1147789723,13,1555852
1136283514,6,57164
1148113202,13,583080
1151648904,2,20280
1152793835,12,593080
1148027997,13,586328
1145592681,19,598472
1146581495,13,569688
1151814651,12,71680
1144418528,12,584008
1150969234,13,1595356
1152377067,12,620560
1151620149,12,85084
1148877691,19,598872
1145178592,13,582600
1147298567,13,567356
1147995829,19,615008
1150970751,8,579860
1142751653,9,574780
1151815425,12,71828
1148113203,13,584152
1151700054,12,25652
1151432212,12,76476
1158226353,4,64948
1143753296,8,559356
1140553844,8,567268
1148549805,13,70276
1151265950,13,72936
1147269008,8,580512
1154443543,12,1600032
1151729229,12,25656
1151649273,12,79280
1150038254,13,598164
1148859360,19,598644
1150456032,13,599524
1150806489,13,53604
1153730300,12,85216
1151725237,12,79236
1147965025,13,1095824
1150006024,8,583308
1147987658,19,624372
1151911070,12,25688
1151791594,2,62892
1151702271,12,25668
1151920203,12,25668
1151723236,12,596908
1146201728,19,596580
1147676745,13,592552
1153729154,12,85180
1147129193,13,287088
1151814657,9,63372
1149657913,19,63848
1151550319,12,606148
1144418524,2,572776
1140800256,8,569304
1154421173,12,1675452
1151709422,12,1373716
1146731859,13,68628
1148878158,19,598896
1139958989,8,569804
1151749962,12,25704
1151932370,12,0
1149912915,13,596624
1148060272,13,85168
1151049191,13,593236
1149011014,13,1175516
1151742036,12,68948
1145401542,13,600344
1161852975,15,294296
1147975122,13,0
1142817834,9,574896
1147974724,13,14632
1153900984,12,74772
1136324421,6,940856
1146417685,19,588084
1145247886,19,601952
1151615548,12,68764
1152182768,12,593600
1151757580,12,25684
1148021891,19,616064
1151648907,2,54996
1151728440,12,85648
1151304441,13,589856
1152743786,12,1693972
1147441057,13,20300
1146669076,8,68668
1151303936,8,584884
1154420218,12,1579728
1150070021,13,72204
1146668659,8,571544
1136297552,6,59904
1149732160,13,602240
1148079929,13,581348
1150378805,21,0
1147885393,8,956912
1151618381,12,67072
1145298427,19,607316
1151915592,9,60876
1149731905,19,614164
1152179515,12,25700
1151791585,2,71584
1149553547,19,615516
1152183668,12,593500
1151618083,12,20708
1150818797,13,72688
1147973643,13,0
1145396966,13,596728
1137549607,0,648980
1152899833,12,597928
1154025368,12,597916
1149856108,13,609104
1151651635,12,25688
1152611648,2,591960
1151075133,13,603848
1150084722,13,72204
1146446591,19,588012
1151644626,12,25676
1152170616,12,68624
1139401911,8,552100
1154329690,2,587252
1149513675,13,595864
1151053833,13,662352
1146446257,19,588304
1151727512,12,25672
1146666586,13,571828
1148853923,19,931144
1150797317,13,53576
1145564854,10,594476
1151262976,13,968528
1152689766,12,1550280
1136894656,0,646208
1149838867,13,1234684
1152648004,12,1753420
1151302096,13,581576
1153749524,12,85212
1153074158,12,596876
1146667905,13,80404
1151741627,12,75240
1151741231,9,57796
1151728441,12,25696
1149425660,13,90116
1150832632,13,597504
1153734776,12,80196
1154328610,9,577168
1151613508,12,74824
1150555782,13,598632
1145724127,13,597100
1152446821,12,0
1145887802,8,64188
1140681305,8,572696
1148683253,19,604224
1152184384,12,593460
1147419353,13,63320
1147973680,13,0
1151304876,13,72728
1140911094,8,568432
1149592616,13,600844
1146445583,19,588296
1144825744,2,287072
1150488335,13,1650580
1152180658,12,79256
1151815436,9,62948
1147495847,8,581324
1140268344,8,570748
1151743994,12,68968
1147680419,13,597452
1136297076,6,59660
1149772020,13,596472
1152347114,12,1686208
1148859355,19,598892
1145372099,19,608200
1151701258,12,61476
1139809862,8,567228
1146446895,19,588044
1149938829,8,576472
1152729870,12,594040
1153108877,12,634596
1149659924,13,86596
1157540869,15,25700
1154123849,12,595940
1150982988,13,1186940
1148640829,19,599024
1148064610,13,74860
1150485519,21,613972
1152455315,12,0
1154417176,12,139856
1146425025,19,587088
1144280495,8,57192
1148319116,13,1183464
1151310320,8,569932
1151648081,9,20300
1151086450,8,593948
1150810675,13,53548
1146448265,19,588044
1149507244,13,585712
1147299061,13,602760
1152573836,12,0
1147676746,13,60336
1152648509,12,1764376
1151694902,12,20712
1151740116,12,20712
1148228104,19,81700
1150645574,13,599076
1154582693,12,121000
1145591539,19,600952
1139860203,8,570984
1146449392,19,588320
1152926805,12,599260
1153225949,12,0
1153739117,12,25692
1140282528,8,571728
1142719619,9,573844
1151728451,12,65992
1148052050,21,0
1147946066,19,315260
1150098233,10,600028
1151618080,12,609396
1152547204,12,0
1148953673,19,598812
1148027999,13,581028
1151650477,9,20272
1151630028,12,1599768
1147986835,19,614796
1149121731,19,582168
1151707370,12,1564500
1148554908,15,0
1151699394,12,79224
1150983118,13,1566432
1151939555,12,595064
1145908767,13,40168
1139958988,8,581656
1149649998,19,63844
1153724746,2,67344
1150974546,8,581536
1150810658,13,53612
1149881120,8,0
1150066212,13,72216
1151571167,12,599408
1150038251,13,612952
1151553653,12,596024
1142802885,9,552292
1151648871,12,25676
1151658110,2,579532
1151303935,13,581528
1152446224,12,0
1151645753,12,79252
1158350985,4,1712484
1153721779,12,80220
1144597950,12,597060
1152545745,12,42024
1151910833,12,71780
1152184080,12,598044
1154025994,12,603840
1145912340,13,569300
1152180291,12,100040
1151654923,9,20316
1145592688,19,624384
1149509269,13,608796
1153730307,12,68928
1150606773,8,597868
1151740118,12,25652
1151618773,12,68272
1150063912,13,58940
1151730428,12,68952
1145371790,19,601560
1136294878,6,59592
1148057286,13,581808
1149856768,13,120272
1152009005,12,594888
1141098801,8,0
1151736014,12,25664
1148338549,21,82820
1150803219,13,53580
1149662836,19,56348
1149654613,19,63884
1147441682,13,53616
1151792492,2,71548
1153722379,12,25704
1150128221,13,596808
1148073933,21,625104
1151926379,12,0
1148061939,13,71448
1153737320,12,85192
1151659600,12,25668
1151435605,12,68960
1150606728,13,601976
1152910421,12,634360
1150968279,13,0
1148221951,19,81716
1136284896,6,57196
1151738917,12,68908
1151723999,12,75600
1153115477,12,4956
1151521851,9,586516
1144418485,9,571680
1151642793,12,25684
1139964270,8,571528
1153724735,9,62928
1149545617,13,625516
1145247879,19,600308
1151436467,12,25656
1150819934,13,72712
1147594848,13,580080
1149625130,13,581068
1148087605,13,100532
1152647465,12,1776196
1139848435,8,570356
1151658469,12,596736
1137051545,0,630956
1140051246,8,572476
1152345615,12,76560
1152040291,12,71628
1148621790,19,598684
1145527610,19,600884
1151309474,13,597060
1146418562,19,588264
1147888889,13,80508
1139941579,8,576512
1151699401,12,25664
1150529010,21,599708
1151654419,2,64180
1152983331,12,600552
1139347414,7,556060
1153899968,12,72708
1153726905,2,67268
1151075522,13,71608
1150937673,13,0
1151621710,12,601424
1151401787,2,1558344
1150607142,13,598004
1149397412,19,618632
1151557109,12,594908
1136289823,6,57180
1151726318,12,25680
1152547211,12,149676
1142811528,9,553224
1153038159,12,67288
1150819036,13,598488
1148882688,19,598852
1150810895,13,53580
1149505743,13,63124
1152340938,12,116124
1150874338,13,1559388
1151649267,2,20304
1149518750,13,621472
1140874944,8,567028
1153022650,12,86924
1153746534,12,25656
1149955439,13,607340
1149760941,13,597728
1151697522,12,1565556
1153724062,2,67248
1151713979,12,79252
1149570956,19,620604
1146413141,19,588168
1152039535,12,82828
1152768359,12,591264
1150098524,13,72212
1153737326,12,74824
1151697201,2,53348
1151696757,12,82492
1148858364,19,930896
1145303536,19,591852
1147463168,13,586068
1147676059,13,60412
1147399545,13,581972
1151312740,13,597448
1150794450,13,53576
1146010828,13,583128
1154123249,12,634676
1147300450,13,583820
1149744733,19,932348
1151652049,12,25672
1153224571,12,595608
1145393978,13,581984
1151718872,12,79288
1149491670,19,613364
1151302049,8,580976
1148343031,19,82748
1140759561,8,567600
1148946365,19,604088
1139955601,8,568812
1149125502,13,585328
1152340336,12,76708
1148117255,21,0
1151732083,12,25640
1151652373,9,20292
1152340934,12,81612
1154030468,12,601040
1153224571,12,614992
1151741235,9,57504
1148158601,21,0
1148457873,19,616708
1153735872,9,67260
1145261316,19,584168
1149663197,13,595584
1140282959,8,567632
1145516372,19,584592
1152609902,12,1590972
1150455467,13,1636660
1148858914,19,598932
1145541969,13,595408
1152184390,12,593476
1145394400,13,580888
1149554864,19,611380
1151754975,12,25680
1148946086,19,598680
1152793324,12,598588
1152345975,12,76552
1146414538,19,1091836
1151646230,2,50120
1146267090,7,68700
1145477778,13,584900
1151791588,2,71552
1146667893,13,85248
1152636569,12,1771248
1140131544,8,570468
1145752886,19,1397148
1145179666,13,581264
1151631117,12,79260
1151627463,12,68352
1136287994,6,59876
1147318289,13,571076
1137413177,6,1670224
1153225956,12,0
1149856765,13,71764
1151650128,12,25652
1145374615,10,583600
1147769031,8,64836
1151643876,12,25684
1146276280,19,1069864
1152543340,12,0
1149914841,13,594452
1152340631,12,591452
1151651632,12,25672
1149375066,19,615516
1150088687,13,72212
1151651194,12,25664
1141113951,8,575452
1147340577,13,71812
1152736941,2,585172
1151424768,12,594912
1139547278,8,0
1149858461,19,98864
1146419828,19,588044
1145566775,19,618076
1152298193,12,1598448
1151628613,12,25716
1152780691,12,1551520
1151649264,9,20288
1148065162,13,79688
1144505461,12,72812
1153742322,12,74276
1149731549,19,614060
1147673824,13,598816
1149121427,19,582292
1151710658,12,25700
1146580825,8,569128
1146731861,13,72816
1136392554,6,952272
1151265948,13,72820
1147466305,13,581952
1154420208,12,1591748
1144597963,2,60984
1152575123,12,0
1146425065,19,588056
1151618381,12,79300
1139830186,8,573504
1152031368,12,94048
1154103719,12,595732
1148904794,10,582108
1156230893,12,1442296
1139335730,8,551640
1151304500,13,580148
1148062654,13,98484
1148683327,19,598288
1147965788,13,0
1146413139,19,588056
1150093784,13,72196
1151440408,12,25668
1151707671,12,25688
1149662794,19,63836
1150497839,13,620172
1151618376,12,20752
1150606033,8,591496
1149998208,8,584388
1145511993,19,584068
1151713995,12,65132
1151457872,9,578016
1141946952,8,572572
1147358311,8,571300
1146326750,19,1070964
1140647474,8,567972
1147673171,13,597800
1151649283,12,25660
1151653664,12,75136
1145541971,13,596824
1145875844,13,579852
1146840277,8,64684
1147399540,13,601264
1155106368,2,581916
1152168759,12,74892
1149538882,13,594784
1153735874,9,67248
1149860907,19,616788
1148351196,21,82740
1136977818,0,645804
1151791894,2,63008
1151569251,12,597636
1145336898,19,584424
1153232616,12,0
1151725234,12,25660
1145180507,8,573620
1140073193,8,573640
1152168147,12,25684
1136876772,0,646588
1148658018,21,598960
1154420451,12,1769012
1139401739,8,551980
1150551163,13,601132
1148950116,19,598780
1136280731,6,932792
1153984945,12,86436
1136280136,6,57128
1149577723,13,593688
1151650826,9,20316
1153229818,12,0
1153925426,12,602032
1153229460,12,0
1148087765,21,616024
1140759861,8,569816
1146446243,19,588280
1136977578,0,645204
1139429983,8,551860
1152146672,12,35532
1150942316,13,0
1151701975,12,25704
1151425755,12,76600
1151715534,12,25708
1153733020,9,64248
1151740842,12,25668
1149569024,19,612816
1147441694,13,64880
1144417935,9,569788
1151651643,9,20300
1153107857,12,601880
1142819037,9,588676
1150806371,13,53592
1148653873,19,598200
1148072845,13,97868
1147453234,8,52940
1151910824,12,76672
1151651632,12,79248
1150068431,13,72232
1144416982,12,592036
1153233871,12,0
1153743444,12,68920
1149892589,13,0
1145721816,13,594488
1145592668,19,583644
1150585701,8,586776
1152848585,12,1572324
1151648078,12,69600
1146419836,19,588088
1140681302,8,570292
1149861569,13,155512
1152883963,12,591752
1150817587,13,61832
1140073197,8,595244
1150494648,21,599840
1151303335,13,72716
1151702266,12,68868
1150379112,21,0
1147129193,13,287164
1152786990,12,613984
1145634836,13,575164
1151492021,12,1586680
1151717317,12,79292
1146180678,13,61860
1146443062,19,1404892
1148960173,19,598856
1152575126,12,0
1150529832,13,588616
1151107898,13,76744
1151659223,12,594636
1151647254,12,79268
1151791896,9,16392
1141816684,9,0
1149515640,13,600744
1139406638,7,555776
1151714619,9,64196
1146419830,19,588272
1145178347,13,571656
1151708753,12,74820
1141951439,8,567424
1151458202,9,583836
1144598379,2,573048
1154027127,12,596948
1146006873,8,595672
1146182842,13,76676
1151727508,12,25696
1151441961,12,596224
1145695218,19,1401460
1139856088,8,570308
1146449920,19,588232
1145105075,13,599480
1136280135,6,59924
1153749519,9,59052
1140759857,8,77020
1151791881,2,60304
1152553705,12,111360
1139412907,8,552008
1152184754,12,597920
1144522719,12,580184
1153754753,12,598160
1152898241,12,594476
1136436595,6,647344
1151714634,12,71624
1150849340,13,1539976
1153729699,12,80192
1149277418,13,64644
1153724749,12,80292
1146193743,19,598604
1151856497,12,71600
1151646539,9,56008
1147674415,13,595956
1148026481,19,617476
