SubmitTime,UserID,Used Memory,RunTime
1147354115,13,566880,17503
1151651231,2,20300,53
1152169953,12,82636,158
1147715983,8,63496,1855
1150125814,13,597392,44683
1146006913,13,583892,24005
1151915602,2,64760,1852
1139395181,8,551480,3769
1151624914,12,69176,83
1148408236,13,594024,23621
1147725438,13,586876,22335
1153141912,12,0,13
1137053508,0,630740,1883
1153726363,2,67256,242
1144598747,9,581100,28800
1151909753,12,71856,1852
1149504965,13,68580,193
1148262142,13,81704,1899
1152344258,12,91552,2687
1151056759,13,71648,1849
1152042273,12,593480,46027
1149574105,8,581364,37447
1146448658,19,588100,1783
1150794090,13,53536,3607
1147693133,13,593604,38221
1149959209,13,655968,50861
1140969661,8,0,1
1151740115,12,25656,78
1151654923,9,20268,55
1151651223,2,20304,58
1153735885,12,80292,432
1152038632,12,609236,39445
1154357446,12,596792,35224
1136292705,6,59884,1851
1147984868,19,0,2
1152546492,12,0,1
1146195813,13,600144,23234
1145592271,10,584252,57448
1154329691,9,581572,38570
1144283579,8,57156,1495
1151746792,12,25676,65
1150927141,13,0,2
1146010820,13,581256,23683
1148050742,13,74780,71
1151737210,12,25708,58
1151712152,12,75312,74
1152691911,12,1768028,47719
1148351190,21,80588,435
1152744209,12,1776728,33839
1150446730,8,65572,1854
1153061568,12,609992,42725
1147726822,13,916848,5722
1151741652,9,16404,80
1149446935,13,1748460,34072
1148946374,19,598156,6566
1146181393,13,63900,3680
1146413304,19,590328,1445
1139423345,8,551952,2647
1137048163,0,630900,1738
1149485249,19,610968,13835
1151608706,12,597748,40929
1151714348,12,25684,67
1151629336,12,25688,59
1152839860,12,594372,39051
1145261418,19,602976,51628
1143842881,8,556272,14707
1151605472,9,59880,1851
1146448666,19,588104,1922
1139179179,8,2034348,3800
1151932034,12,0,2776
1148112298,13,580260,19481
1144418961,9,570344,30064
1145945246,13,25676,66
1153816763,12,72596,1852
1144650784,9,570784,28270
1147442476,13,64660,1852
1151302042,13,583824,45246
1151614494,12,25724,56
1153230125,12,0,2
1150797393,13,53552,3606
1145372099,19,608200,52236
1151722797,12,25692,58
1149469200,19,611000,19153
1153723406,12,80208,434
1136299839,6,57152,1850
1154592527,12,76728,3108
1149094461,21,581528,6881
1145532740,13,582292,24505
1151651225,2,20304,55
1139546799,8,616504,36004
1150735176,13,43916,3606
1147269010,13,588024,31698
1149661788,13,1222716,29941
1141718161,8,572560,48714
1149399453,19,614508,19828
1147987644,19,616588,36682
1153734770,12,72060,60
1139390376,8,551520,1156
1152142694,12,30636,92
1136292111,6,59872,1849
1141932878,8,573132,49216
1148087354,21,620588,36028
1151086449,8,579876,41357
1151621414,12,25688,72
1152182764,12,594568,38783
1150122333,19,620572,24774
1149353402,13,598596,41717
1151944222,12,90576,1036
1146449859,19,588256,1547
1151652019,9,20304,59
1151048754,8,585104,42091
1150608610,13,615044,37489
1136277780,6,918888,398
1151492024,12,1564248,35206
1151708400,12,79276,66
1140795796,8,568508,35687
1152551623,12,105608,108
1146445589,19,590136,1723
1150378812,21,0,5
1150854111,13,623376,42988
1149847663,21,99408,42772
1152038637,12,598032,41588
1146444957,19,588056,1529
1151517383,9,583168,43354
1149446946,13,596328,42610
1150810898,13,53572,3606
1153741853,12,80200,433
1148848795,19,598164,6016
1148457250,19,619396,39746
1151492681,12,1561780,34653
1152342589,12,72620,1856
1145255981,19,619340,53424
1149910542,13,608300,53435
1147967999,13,1547828,38410
1147300902,13,582828,21931
1145592693,19,601164,55808
1154026589,12,597272,40268
1151656127,2,61804,953
1151309429,13,577192,18361
1152171307,12,25664,57
1152689108,12,602124,37112
1147702998,13,60288,168
1147726813,13,20708,48
1152794372,12,618804,44074
1151707644,9,20300,67
1148877691,19,598276,6322
1139080402,8,595564,123871
1152571724,12,74680,74
1149586486,13,591940,31688
1153723393,2,71644,4512
1151435130,12,25696,50
1147381365,8,60280,147
1147280783,19,193208,377
1148877859,19,598640,5684
1151715128,12,25676,60
1151710622,9,20292,68
1151652793,2,20280,53
1143740366,8,556220,6612
1151910826,2,60820,1852
1145374921,10,587372,56346
1149749930,19,98856,36089
1151649263,2,20296,55
1139401732,8,551520,2155
1150472554,21,591644,4532
1136977812,0,649152,51958
1152184395,12,594216,34800
1150815652,13,75340,1855
1150823940,13,597848,43621
1146581502,8,572096,27418
1148904801,10,582728,7245
1152883961,12,595028,173371
1151660367,12,71620,1849
1147953119,13,0,2
1150525345,21,601744,31827
1152033920,12,89680,475
1148033352,13,584256,17162
1145105015,13,565832,25184
1146182121,13,72804,3682
1151666661,12,85232,78
1150084718,13,72204,169
1151726017,12,25648,56
1145237279,19,585852,57684
1147297536,13,586552,21832
1151655702,2,20276,59
1151648391,12,1612196,34657
1150472555,21,594600,4500
1151659224,12,596352,34581
1151699392,12,74776,73
1153926324,12,595584,173321
1148032090,13,595608,24135
1148904641,10,584732,6604
1150825528,13,72824,1852
1149625339,13,603756,46318
1148319405,13,107928,4105
1145394398,13,585204,26600
1148893428,10,582696,6882
1152376342,12,593572,32121
1152340931,12,96372,9747
1150810620,13,53544,3607
1148941008,19,598124,6307
1140073192,8,576204,29164
1149405461,19,617312,23053
1146326751,19,1268552,27126
1146415258,19,588144,2155
1152183668,12,598872,35462
1145903058,13,75552,1855
1150082017,13,72216,169
1147301800,13,588404,23256
1146751482,13,1187728,43696
1151735356,12,79660,65
1148905169,10,581200,7436
1145650085,7,65364,1322
1154518757,12,596996,173312
1139839276,8,568352,39988
1152181316,12,68932,62
1146576429,13,578652,29942
1153185232,12,82656,581
1145695218,19,1401460,30105
1146667155,8,65892,1204
1147129193,13,287332,1912
1150817858,13,77604,1851
1141499515,8,0,2
1148158601,21,0,4
1153748998,12,74864,245
1148223686,19,81584,5602
1151440403,12,25636,44
1150030220,13,599248,44144
1151651231,2,64168,53
1150440018,21,634120,26585
1151745019,12,25712,71
1145887807,13,571008,27013
1146416352,19,588248,2120
1152530185,12,99080,213
1148959383,19,598836,5936
1147299042,8,573164,22173
1151568947,12,594468,34882
1148893527,19,598804,6120
1153032288,12,74816,86
1151729536,12,1579728,28708
1145875470,13,574496,29320
1149998208,8,584388,56497
1136977628,0,0,2
1161852975,11,295008,20177
1149584474,13,61844,1853
1152082196,12,592580,34767
1145484455,13,576312,27904
1149096951,21,581596,6607
1152090181,12,593740,35260
1146191467,19,592440,80009
1152573836,12,0,2
1140887231,8,567708,27305
1153740822,9,64216,56
1147300906,13,606856,17563
1150032583,13,592460,43213
1152143052,12,135680,402
1148941008,19,598304,6028
1154421170,12,1602892,22439
1152084875,12,598460,33895
1140880764,8,571616,26520
1140759561,8,567868,29473
1154026586,12,596028,40094
1151420779,12,604032,33638
1151751205,12,85236,65
1145253847,19,603248,56408
1140553422,8,570716,45605
1153173688,12,618088,39536
1146026237,13,584224,28650
1145661918,19,1410328,30294
1148058670,13,94604,956
1151650847,12,79244,59
1148021981,19,616388,37717
1149493556,13,110792,160
1149366088,19,613624,19451
1148251825,19,617252,36389
1152733621,12,598232,49682
1151756885,12,74436,57
1147674723,13,598400,40347
1147594857,8,582332,46260
1151650470,12,65924,65
1148882697,19,598848,6205
1147405521,13,20260,57
1151647713,9,20316,49
1151629736,12,25696,74
1144825719,9,287172,1795
1151618083,12,20708,82
1147885377,13,1185256,34579
1144599154,2,1118344,27085
1151727981,12,79264,60
1149608190,8,582984,40920
1146667896,13,75300,6017
1146327078,19,1243996,25834
1145180529,8,579296,29945
1151754980,12,85380,68
1144600008,9,572752,27199
1147469455,8,589020,46620
1148232866,13,1182056,39877
1145180083,13,595444,25579
1154329688,2,586624,35605
1148198818,19,614028,33612
1152170910,12,76628,268
1152184083,12,594064,34530
1150088683,13,72216,168
1148061939,13,94576,961
1150983120,13,1551380,36283
1152692386,12,1778088,35065
1149592610,13,592788,34813
1151553656,12,601548,34255
1151499951,12,595864,33681
1151692402,12,85180,89
1151753473,12,69328,66
1153731375,12,80200,430
1136288835,6,57132,1851
1147959576,13,0,2
1147347282,13,598460,16392
1152184080,12,598044,30852
1150806496,13,53584,3607
1147517095,13,581492,47850
1148645753,19,601264,6024
1151724009,12,60848,56
1147674421,13,595264,43309
1145875459,13,575780,25598
1151650842,9,20292,52
1151304557,13,584396,43800
1150797368,13,53588,3610
1149460735,13,585536,7183
1151080621,13,599996,41731
1152103990,12,1607488,34934
1149491604,13,603808,45645
1151815728,2,64208,85
1149796328,19,617232,27662
1151709121,12,25684,57
1141716891,8,572020,47554
1156420485,15,1550828,28448
1152041541,12,598872,46142
1151664803,12,20724,78
1136277003,6,57172,1849
1151608710,12,69992,964
1148319105,13,94944,2439
1139472514,8,552220,7290
1151648426,9,71096,53
1153187602,12,613628,41046
1153722373,12,80224,240
1139412907,8,552008,2303
1149606965,13,77704,1851
1151745025,12,25676,59
1151714615,9,52072,63
1151553292,12,596780,36893
1146378017,19,588056,1350
1151649279,12,85148,54
1152142688,12,90568,123
1147727000,13,581748,17259
1146450247,19,588252,1456
1145724127,13,581984,25915
1140113937,8,566492,39311
1151130475,13,1550352,35170
1152702668,12,596672,44403
1146207153,19,600692,27183
1145925257,13,69300,72
1149493397,19,618576,26215
1151302096,13,581576,41658
1151724336,12,91668,1047
1139325615,1,0,4
1151402132,2,581728,43801
1152143292,12,30608,110
1149488484,19,608092,4012
1136493177,6,992212,1505
1145295366,19,601128,53567
1148112913,13,36188,1
1150555782,13,598632,41585
1141721673,8,572992,29332
1151631530,12,25696,54
1147419356,13,63068,136
1153807010,12,592444,45542
1145567355,19,607856,49627
1150531721,21,632072,32341
1151481418,2,580100,39053
1151014552,8,586204,40573
1152455973,12,0,1
1139841300,8,570624,33339
1150803175,13,53776,3606
1136290435,6,57176,1849
1151724342,12,25692,62
1140831010,8,566728,28749
1145468285,19,586464,54530
1151049169,8,585116,38104
1150969231,13,62596,2421
1149653968,13,594728,34693
1151549659,12,600048,36984
1139386015,8,552176,2084
1153754205,12,612668,40803
1151303319,13,64816,1850
1151613711,12,68940,59
1151309969,13,605896,36611
1150982988,13,1591428,34331
1151642014,12,74848,55
1150494104,21,0,1
1151729228,12,25684,68
1150855465,13,601468,40041
1151615143,12,85244,86
1141724644,8,567224,28582
1150053168,8,585048,49984
1146049531,13,587308,27883
1153807018,12,591444,42011
1149796340,19,614116,24290
1151266926,8,20288,68
1145247892,19,600328,53647
1137053570,0,630940,1833
1148885001,19,1051196,19001
1154122950,12,596988,39873
1151716920,12,20700,79
1146188056,13,75248,3683
1151543367,12,593876,31349
1154036194,12,601924,42724
1149862525,13,0,2
1151754256,12,25716,69
1152299398,12,1578108,30601
1147318300,13,582536,18949
1151107542,13,76520,1853
1147421967,13,64844,1851
1147448462,8,598996,23444
1149426137,13,1544548,28081
1140118984,8,580536,24811
1153730828,9,62900,246
1146445574,19,588120,1670
1145916335,8,62908,80
1148884543,19,598872,6007
1151815432,2,69152,968
1151402613,2,580488,47354
1147347285,13,608836,16354
1148683610,19,598280,6417
1145564852,10,584080,63947
1149329058,13,606288,45862
1149908745,13,91580,7539
1145592274,10,584784,59840
1151712870,12,79316,68
1149796346,19,612564,21086
1147299042,8,573228,25837
1151661094,12,81908,9659
1152697866,12,112264,1827
1151742526,9,55956,64
1149772049,8,61944,1852
1140987479,8,578904,35875
1146010793,13,571192,31425
1153734225,12,80192,439
1151438997,12,25652,52
1144418788,9,572044,30625
1151621417,12,85244,78
1153727388,12,68856,73
1152513857,12,0,2
1145105014,13,587292,25398
1151756408,12,25680,59
1151699039,12,79264,67
1146181420,13,25660,53
1152943697,12,598592,40393
1148026421,19,615040,41764
1148157341,21,0,4
1149592601,13,595572,37874
1151266884,8,1233096,37372
1150816628,13,61924,1854
1151910529,9,60980,1852
1151745859,12,90576,154
1150734708,13,43924,3608
1151658110,2,55928,94
1151715099,9,61852,65
1151749951,12,79256,67
1152784200,12,1751524,33140
1150078270,13,72228,169
1151752765,12,25660,65
1153806115,9,63708,1855
1150822022,13,72736,1848
1136324474,6,960236,480
1151559905,9,584920,38503
1146581501,13,570484,31237
1151657322,2,583544,39630
1148060862,13,80396,964
1153740234,12,25728,59
1153813844,12,594496,46112
1151659943,12,594160,33090
1151649696,12,79248,54
1145371779,19,584200,59356
1139174411,8,573320,71463
1145105615,13,573300,28784
1146667146,8,72752,3568
1152042742,12,612144,44306
1153741362,9,67200,433
1148225155,19,609096,4810
1150448122,13,72720,1850
1148621738,19,1102888,2987
1152684927,9,593644,49799
1136936445,0,650772,50360
1150795297,13,53612,3606
1145105030,13,582540,26483
1151658108,12,74856,68
1154547675,12,137092,2188
1154562915,12,145888,2140
1146427785,19,598928,1412
1151694886,9,64156,75
1148019611,19,615008,35321
1151742050,12,64352,84
1144599525,9,571792,30537
1147297080,8,573084,27430
1140275935,8,0,60
1151399860,12,597472,41318
1153731385,12,74824,243
1154420446,12,1641504,26500
1137565987,6,652456,50942
1150937675,13,0,2
1150793195,13,54460,3606
1136278079,6,57108,1851
1148006602,19,617052,39858
1151660366,12,71624,1852
1151661570,12,71612,967
1152779912,12,602812,39491
1146193748,19,597548,28918
1145540219,19,1391096,29880
1146208930,19,1124268,26830
1151655233,9,20284,54
1151108201,13,597808,38578
1150475729,21,617052,23807
1145179494,13,569500,26493
1151421202,12,594980,33072
1154028273,12,597336,45774
1153736842,12,74832,74
1151411185,9,589812,50635
1151521496,9,580588,38581
1148113209,13,582528,20058
1150066765,8,60360,170
1149645517,19,63856,196
1149574422,13,578616,33496
1151106092,13,592756,31133
1149125506,13,110856,167
1148031665,13,588928,19972
1151267575,13,1539016,50179
1152787530,12,605288,39759
1151621122,12,64368,82
1136276998,6,86104,1856
1152941988,12,595808,40221
1151650470,2,20284,60
1145179014,13,571012,28474
1140995619,8,568816,29067
1148878158,19,598896,6227
1146448277,19,588280,1657
1149503347,13,1584752,37377
1151753065,12,74840,71
1139580532,0,282188,3279
1148079931,13,1178852,32167
1151422065,12,596088,33234
1151651619,12,25664,53
1151303936,8,605916,52864
1151742497,12,79280,62
1152665673,12,136960,2112
1149791968,19,625480,26424
1136299841,6,57148,1850
1151713170,12,25704,74
1136287628,6,57176,1851
1151914043,2,64652,387
1146665425,19,1392932,40147
1152454755,12,0,1
1151631106,12,25680,45
1145906926,13,609672,27449
