SubmitTime,Used Memory,RunTime,OrigSiteID_1,OrigSiteID_2,OrigSiteID_3
1147726392,586028,19753,0.0,1.0,0.0
1151719352,97384,179,0.0,1.0,0.0
1144522950,1259240,42966,0.0,1.0,0.0
1139390385,551488,1193,1.0,0.0,0.0
1139542552,571500,80028,1.0,0.0,0.0
1149577456,581620,39035,0.0,0.0,0.0
1145607576,586548,80002,0.0,0.0,0.0
1152172026,621268,30484,0.0,1.0,0.0
1153747495,25648,58,0.0,1.0,0.0
1157539246,68952,50,0.0,1.0,0.0
1152018882,1559368,34491,0.0,1.0,0.0
1140701625,568564,29084,1.0,0.0,0.0
1151710653,25676,59,0.0,1.0,0.0
1148290740,0,4,0.0,1.0,0.0
1140073193,573640,28789,1.0,0.0,0.0
1147673578,582932,49587,0.0,0.0,0.0
1145332372,602744,53511,0.0,1.0,0.0
1153925426,596732,43813,0.0,1.0,0.0
1149768372,613296,21912,0.0,1.0,0.0
1144505460,634840,38330,1.0,0.0,0.0
1147964910,0,2,0.0,1.0,0.0
1149561666,615088,26528,0.0,1.0,0.0
1151696751,79236,66,0.0,1.0,0.0
1150116514,597424,42299,0.0,1.0,0.0
1153060065,604304,40704,0.0,1.0,0.0
1149448591,598112,49894,0.0,1.0,0.0
1145552609,584424,67620,1.0,0.0,0.0
1150580451,619908,40329,0.0,1.0,0.0
1147933793,81624,2577,0.0,1.0,0.0
1152344265,87640,10169,0.0,1.0,0.0
1145179014,576592,29615,1.0,0.0,0.0
1146581483,598916,26632,1.0,0.0,0.0
1147967719,608008,46320,0.0,1.0,0.0
1153013043,79272,75,0.0,1.0,0.0
1147726993,1192940,32659,0.0,1.0,0.0
1151117292,1602412,35272,0.0,1.0,0.0
1152513221,0,2,0.0,1.0,0.0
1147762271,0,1,1.0,0.0,0.0
1152190263,1508004,27059,0.0,1.0,0.0
1154944704,289300,22099,0.0,1.0,0.0
1153059523,590660,38880,0.0,1.0,0.0
1149848544,1226520,29159,0.0,1.0,0.0
1151609981,65528,74,0.0,1.0,0.0
1153984953,1588076,35938,0.0,1.0,0.0
1151722150,79212,62,0.0,1.0,0.0
1152445000,0,2,0.0,1.0,0.0
1150983112,1572824,37598,0.0,1.0,0.0
1151659223,71124,84,0.0,0.0,0.0
1149493400,609528,5679,0.0,1.0,0.0
1151517385,586012,47086,1.0,0.0,0.0
1139455430,551128,2424,1.0,0.0,0.0
1151696003,55936,68,0.0,0.0,0.0
1150121969,617856,24282,0.0,1.0,0.0
1151754682,25676,63,0.0,1.0,0.0
1147459543,582500,49799,0.0,0.0,0.0
1151657331,76840,949,0.0,1.0,0.0
1151792483,63272,98,1.0,0.0,0.0
1140754182,567496,23792,1.0,0.0,0.0
1142715231,573720,32410,1.0,0.0,0.0
1147300104,573556,24808,1.0,0.0,0.0
1148848240,598240,6116,0.0,1.0,0.0
1149847663,99432,43234,0.0,1.0,0.0
1150644742,599004,42584,0.0,1.0,0.0
1150455436,1535772,26180,0.0,1.0,0.0
1140940118,568384,26254,1.0,0.0,0.0
1152178738,25640,56,0.0,1.0,0.0
1150934877,0,2,0.0,1.0,0.0
1147725449,581340,20695,0.0,1.0,0.0
1150607190,597040,46827,0.0,1.0,0.0
1151644204,68880,59,0.0,1.0,0.0
1149509690,582472,41540,1.0,0.0,0.0
1145337499,587476,65746,0.0,0.0,0.0
1153749519,71152,244,1.0,0.0,0.0
1146447579,588072,1502,0.0,1.0,0.0
1151111253,611588,37296,1.0,0.0,0.0
1152986844,596864,40645,0.0,1.0,0.0
1139415549,551540,2113,1.0,0.0,0.0
1150042677,595916,45805,0.0,1.0,0.0
1150100628,597736,42614,0.0,1.0,0.0
1151649262,20296,54,0.0,0.0,0.0
1149842666,0,1,0.0,1.0,0.0
1151569558,1556100,35390,0.0,1.0,0.0
1151436029,79220,51,0.0,1.0,0.0
1152169656,82652,183,0.0,1.0,0.0
1149671442,609320,41467,0.0,1.0,0.0
1155106377,596860,173268,0.0,1.0,0.0
1151658509,55992,88,0.0,0.0,0.0
1154328616,591372,173286,0.0,1.0,0.0
1151916587,579424,37975,1.0,0.0,0.0
1152648515,1760136,38008,0.0,1.0,0.0
1145105028,572116,24851,1.0,0.0,0.0
1151616218,20748,82,0.0,1.0,0.0
1145564116,591372,62793,0.0,0.0,0.0
1151174670,1556928,34315,0.0,1.0,0.0
1152018887,115920,5449,0.0,1.0,0.0
1140831126,570180,24185,1.0,0.0,0.0
1151266924,593628,45550,1.0,0.0,0.0
1152983692,652468,43605,0.0,1.0,0.0
1151615554,20732,86,0.0,1.0,0.0
1146668659,571544,30579,1.0,0.0,0.0
1151075516,599380,40413,0.0,1.0,0.0
1147954131,77768,2586,0.0,1.0,0.0
1149656783,63808,192,0.0,1.0,0.0
1151657325,582796,45939,0.0,0.0,0.0
1151130470,1556404,30829,0.0,1.0,0.0
1153190934,0,6,0.0,1.0,0.0
1153727385,80432,10902,0.0,1.0,0.0
1151413331,20292,60,0.0,0.0,0.0
1136286318,59860,1852,1.0,0.0,0.0
1151611104,20756,80,0.0,1.0,0.0
1146751480,1224616,41172,0.0,0.0,0.0
1146180640,64816,3685,1.0,0.0,0.0
1151724766,68904,63,0.0,1.0,0.0
1145898261,76696,1851,0.0,1.0,0.0
1145908767,63372,70,0.0,0.0,0.0
1145905680,581808,25686,0.0,1.0,0.0
1148066538,121124,619,0.0,1.0,0.0
1149534677,598616,44390,0.0,1.0,0.0
1151692746,85220,78,0.0,1.0,0.0
1151708400,79276,66,0.0,1.0,0.0
1148556098,70244,1852,0.0,1.0,0.0
1150440010,598696,25005,1.0,0.0,0.0
1136290435,59644,1850,1.0,0.0,0.0
1145722701,631740,25253,0.0,1.0,0.0
1151727521,79200,67,0.0,1.0,0.0
1147952887,587792,16467,0.0,1.0,0.0
1146026240,582060,29479,0.0,1.0,0.0
1151699689,68904,68,0.0,1.0,0.0
1149096137,582236,7269,0.0,0.0,0.0
1150795057,43892,3607,1.0,0.0,0.0
1153000737,595500,40499,0.0,1.0,0.0
1149433164,597588,41884,0.0,1.0,0.0
1153736365,65380,67,0.0,1.0,0.0
1151655723,25672,50,0.0,1.0,0.0
1153225943,0,2,0.0,1.0,0.0
1149661788,84212,108,0.0,1.0,0.0
1151612509,598948,39198,0.0,1.0,0.0
1151755814,25684,67,0.0,1.0,0.0
1136437495,653028,63546,1.0,0.0,0.0
1146445583,588296,1553,0.0,1.0,0.0
1140795799,570444,32508,1.0,0.0,0.0
1149493390,621144,26979,0.0,1.0,0.0
1149399453,614508,19828,0.0,1.0,0.0
1151075133,603848,41244,0.0,1.0,0.0
1149526081,599504,35235,0.0,1.0,0.0
1153749529,80252,434,0.0,1.0,0.0
1150794509,53576,3606,0.0,1.0,0.0
1149865260,98896,27303,0.0,1.0,0.0
1139392590,554816,2128,1.0,0.0,0.0
1153727986,67276,7597,0.0,0.0,0.0
1136287448,58432,1850,1.0,0.0,0.0
1145298427,607316,53787,0.0,1.0,0.0
1149387120,614240,20087,0.0,1.0,0.0
1147623976,592816,45178,0.0,0.0,0.0
1148457870,622220,36602,0.0,1.0,0.0
1151741237,64296,78,1.0,0.0,0.0
1151609014,70032,966,0.0,1.0,0.0
1153179171,82944,876,0.0,1.0,0.0
1151664299,85228,96,0.0,1.0,0.0
1146188051,71728,1855,0.0,1.0,0.0
1153107857,611912,42973,0.0,1.0,0.0
1151650474,20280,51,1.0,0.0,0.0
1148518481,75524,1924,0.0,1.0,0.0
1147673588,607220,42060,0.0,1.0,0.0
1147984245,0,1,0.0,1.0,0.0
1153721779,80220,432,0.0,1.0,0.0
1149270482,89880,1086,0.0,1.0,0.0
1144505475,581448,27413,0.0,1.0,0.0
1152531276,0,5,0.0,1.0,0.0
1152793843,638600,39660,0.0,1.0,0.0
1137631505,1571356,3903,1.0,0.0,0.0
1142817651,576980,34565,1.0,0.0,0.0
1151648865,47940,63,0.0,1.0,0.0
1150928173,0,2,0.0,1.0,0.0
1144598929,570780,33035,1.0,0.0,0.0
1153230458,593356,42395,0.0,0.0,0.0
1140623199,567544,40749,1.0,0.0,0.0
1147949583,0,2,0.0,1.0,0.0
1153187034,613028,44618,0.0,1.0,0.0
1151815736,74324,90,0.0,1.0,0.0
1153225954,0,2,0.0,1.0,0.0
1153031743,1586500,34658,0.0,1.0,0.0
1145489746,1376456,23674,0.0,1.0,0.0
1148945702,599016,6024,0.0,1.0,0.0
1151720559,20728,85,0.0,1.0,0.0
1151727518,25676,70,0.0,1.0,0.0
1147819605,89308,186,0.0,0.0,0.0
1153723401,1559332,56763,0.0,0.0,0.0
1148893416,598780,6032,0.0,1.0,0.0
1151701674,85564,53,0.0,1.0,0.0
1147510133,579652,44542,0.0,0.0,0.0
1149490166,616536,26156,0.0,1.0,0.0
1149564671,613320,24796,0.0,1.0,0.0
1146181404,82692,435,0.0,1.0,0.0
1151722797,64468,66,0.0,1.0,0.0
1151727155,25660,66,0.0,1.0,0.0
1152142685,98484,200,0.0,1.0,0.0
1149860906,616060,22385,0.0,1.0,0.0
1150821656,608568,50037,0.0,1.0,0.0
1145562436,585212,65705,0.0,0.0,0.0
1147762079,0,2,1.0,0.0,0.0
1151916493,43876,3619,1.0,0.0,0.0
1145483030,585988,58440,0.0,0.0,0.0
1151745430,85152,73,0.0,1.0,0.0
1151726807,25688,60,0.0,1.0,0.0
1147350587,64220,94,0.0,1.0,0.0
1145855322,601108,60869,0.0,1.0,0.0
1145943773,614304,25155,0.0,1.0,0.0
1145981091,578184,27648,0.0,0.0,0.0
1148077364,20720,49,0.0,1.0,0.0
1151648430,64244,51,0.0,0.0,0.0
1150734702,55620,3607,0.0,0.0,0.0
1150735156,43836,3609,1.0,0.0,0.0
1139407178,556112,1723,1.0,0.0,0.0
1151049486,633888,36239,0.0,1.0,0.0
1151938770,134612,336,0.0,1.0,0.0
1146030148,581840,26314,0.0,1.0,0.0
1150538372,86460,986,0.0,1.0,0.0
1151720197,25684,75,0.0,1.0,0.0
1150794877,43876,3609,1.0,0.0,0.0
1151697830,75260,147,0.0,1.0,0.0
1147673832,597512,38838,0.0,1.0,0.0
1147537156,583036,41691,0.0,0.0,0.0
1153745897,74808,249,0.0,1.0,0.0
1148353531,82776,406,0.0,1.0,0.0
1146191480,603400,26307,0.0,1.0,0.0
1140554561,578560,42028,1.0,0.0,0.0
1148858364,1051176,19059,0.0,1.0,0.0
1145298534,601468,53440,0.0,1.0,0.0
1145105615,573300,28784,0.0,0.0,0.0
1151723222,71604,1849,0.0,1.0,0.0
1146419838,588100,1715,0.0,1.0,0.0
1153807010,610048,43439,0.0,1.0,0.0
1154445074,1585720,34698,0.0,1.0,0.0
1151656860,85168,79,0.0,1.0,0.0
1153122256,598740,45114,0.0,1.0,0.0
1145468678,600088,48899,0.0,1.0,0.0
1151715894,25656,66,0.0,1.0,0.0
1151432726,76580,1851,0.0,1.0,0.0
1151619376,68860,78,0.0,1.0,0.0
1148953372,598676,5926,0.0,1.0,0.0
1151791165,85412,103,0.0,1.0,0.0
1145394400,580888,20942,0.0,1.0,0.0
1154944709,290780,20445,0.0,1.0,0.0
1151731603,25660,63,0.0,1.0,0.0
1151729531,75252,63,0.0,1.0,0.0
1149673266,624244,24608,0.0,1.0,0.0
1152848585,1572324,35003,0.0,1.0,0.0
1149588515,629804,17096,0.0,1.0,0.0
1152002111,595804,32382,0.0,1.0,0.0
1147348365,583328,17556,0.0,1.0,0.0
1151920204,25672,44,0.0,1.0,0.0
1152669728,1632956,23896,0.0,1.0,0.0
1153723394,74316,49,0.0,1.0,0.0
1149552763,1579912,37633,0.0,1.0,0.0
1151723597,71724,948,0.0,1.0,0.0
1149554864,611380,5587,0.0,1.0,0.0
1147442476,20280,64,0.0,0.0,0.0
1146045655,582456,27172,0.0,1.0,0.0
1150469516,593496,5989,1.0,0.0,0.0
1154328611,591700,173125,0.0,0.0,0.0
1145943773,60452,71,0.0,1.0,0.0
1147788891,595408,41712,0.0,1.0,0.0
1149125502,121268,556,0.0,1.0,0.0
1139548260,572824,61264,1.0,0.0,0.0
1150479843,598336,28495,1.0,0.0,0.0
1151118076,597656,39498,0.0,1.0,0.0
1152169232,25696,67,0.0,1.0,0.0
1145585350,588932,64116,1.0,0.0,0.0
1146427783,588068,1447,0.0,1.0,0.0
1145907058,55992,77,1.0,0.0,0.0
1145876431,582904,28773,0.0,1.0,0.0
1151732553,25664,73,0.0,1.0,0.0
1147340560,571560,20284,1.0,0.0,0.0
1151758483,25660,57,0.0,1.0,0.0
1150451343,598284,44536,0.0,1.0,0.0
1152553676,102680,217,0.0,1.0,0.0
1147300030,580876,21191,0.0,1.0,0.0
1145912392,25688,69,0.0,1.0,0.0
1150948982,0,2,0.0,1.0,0.0
1152540743,0,2,0.0,1.0,0.0
1152184077,593888,32163,0.0,1.0,0.0
1153900566,85144,267,0.0,1.0,0.0
1153723393,71644,4512,0.0,0.0,0.0
1146666604,573080,28845,1.0,0.0,0.0
1152342890,599940,29273,0.0,1.0,0.0
1151583393,25672,78,0.0,1.0,0.0
1149744391,623356,33594,0.0,1.0,0.0
1147854369,110876,179,0.0,1.0,0.0
1152834960,598760,44963,0.0,1.0,0.0
1152301016,81496,607,0.0,1.0,0.0
1151661561,71832,1851,0.0,1.0,0.0
1149534077,612596,35711,0.0,1.0,0.0
1149744340,631020,34298,0.0,1.0,0.0
1153734228,80240,435,0.0,1.0,0.0
1152030653,115340,1516,0.0,1.0,0.0
1150121963,616088,25858,0.0,1.0,0.0
1151753131,85600,78,0.0,1.0,0.0
1147454527,60836,1859,0.0,0.0,0.0
1153727987,67492,60,0.0,1.0,0.0
1152697387,1763904,34884,0.0,1.0,0.0
1136276773,57172,1856,1.0,0.0,0.0
1148621401,598828,5607,0.0,1.0,0.0
1149701312,620172,26066,0.0,1.0,0.0
1141538535,569976,31268,1.0,0.0,0.0
1145925257,25712,76,0.0,1.0,0.0
1150556874,599240,44831,0.0,1.0,0.0
1153727987,66752,7023,0.0,0.0,0.0
1146450231,588276,1454,0.0,1.0,0.0
1151484751,594924,33080,0.0,1.0,0.0
1151117594,598196,42755,0.0,1.0,0.0
1153900981,85180,258,0.0,1.0,0.0
1153915793,95112,5562,0.0,1.0,0.0
1153738572,74816,272,0.0,1.0,0.0
1145260979,1105524,6303,0.0,1.0,0.0
1148198820,81684,5598,0.0,1.0,0.0
1148112305,581476,19273,0.0,1.0,0.0
1147788765,582608,22031,0.0,1.0,0.0
1151701666,79284,54,0.0,1.0,0.0
1150475256,613912,22243,0.0,1.0,0.0
1153731385,74824,243,0.0,1.0,0.0
1147300450,583820,19468,0.0,1.0,0.0
1155106372,581048,173004,0.0,0.0,0.0
1148959788,598616,2569,0.0,1.0,0.0
1145572635,582688,26828,0.0,1.0,0.0
1150556865,591784,41081,0.0,1.0,0.0
1146450708,588236,1575,0.0,1.0,0.0
1147506966,593720,49498,1.0,0.0,0.0
1148885018,598836,6098,0.0,1.0,0.0
1149657916,63880,189,0.0,1.0,0.0
1149064553,930476,18787,0.0,1.0,0.0
1146821358,1222328,40041,1.0,0.0,0.0
1151754259,68960,59,0.0,1.0,0.0
1140731584,577452,31988,1.0,0.0,0.0
1144598368,65816,1851,0.0,0.0,0.0
1147965785,0,1,0.0,1.0,0.0
1147300026,584148,19754,0.0,1.0,0.0
1147298564,573556,24306,0.0,0.0,0.0
1147945335,14632,1,0.0,1.0,0.0
1153751182,25680,52,0.0,1.0,0.0
1152958880,597144,34151,0.0,1.0,0.0
1151726009,74844,59,0.0,1.0,0.0
1136300192,57176,1855,1.0,0.0,0.0
1139335908,551980,3501,1.0,0.0,0.0
1151578193,598076,42164,0.0,1.0,0.0
1146414533,588076,1696,0.0,1.0,0.0
1150125996,605240,48358,0.0,1.0,0.0
1146668643,570504,27840,1.0,0.0,0.0
1146446599,587980,1474,0.0,1.0,0.0
1142819037,588676,36402,1.0,0.0,0.0
1147340574,598476,20826,0.0,1.0,0.0
1139408162,0,4,0.0,0.0,0.0
1151067167,76592,1851,0.0,1.0,0.0
1153228734,599768,43918,0.0,1.0,0.0
1151909746,64868,1857,1.0,0.0,0.0
1147362542,573312,25229,0.0,0.0,0.0
1151932827,599376,33342,0.0,1.0,0.0
1145585656,586492,51901,1.0,0.0,0.0
1146201737,605732,30778,0.0,1.0,0.0
1153017089,85832,74,0.0,1.0,0.0
1151313776,594164,35151,0.0,1.0,0.0
1148027172,614068,31464,0.0,1.0,0.0
1151649285,25664,56,0.0,1.0,0.0
1147950120,69760,1857,1.0,0.0,0.0
1150974544,63332,2421,0.0,0.0,0.0
1151107545,1644624,41764,0.0,1.0,0.0
1147389954,47756,109,0.0,0.0,0.0
1151716210,68892,56,0.0,1.0,0.0
1151709843,63088,77,1.0,0.0,0.0
1149576804,589748,38558,0.0,0.0,0.0
1151655245,79244,53,0.0,1.0,0.0
1151697192,71560,71,0.0,0.0,0.0
1151920198,25656,55,0.0,1.0,0.0
1148835692,598872,6232,0.0,1.0,0.0
1147253395,300732,12669,0.0,0.0,0.0
1145178352,589076,22849,0.0,1.0,0.0
1152143941,95160,189,0.0,1.0,0.0
1154415760,144696,2187,0.0,1.0,0.0
1145723894,576260,30826,0.0,0.0,0.0
1151646236,20280,54,0.0,0.0,0.0
1145629393,1411836,30330,0.0,1.0,0.0
1145877471,599452,52629,0.0,1.0,0.0
1148049543,79288,67,0.0,1.0,0.0
1148885020,598972,6146,0.0,1.0,0.0
1146050552,582016,22384,0.0,1.0,0.0
1152553699,80404,182,0.0,1.0,0.0
1151742047,63320,74,0.0,1.0,0.0
1154589002,1375716,33430,0.0,1.0,0.0
1153725345,67256,242,0.0,0.0,0.0
1152995007,1647792,36186,0.0,1.0,0.0
1151265964,62008,1851,1.0,0.0,0.0
1153754514,597608,42705,0.0,1.0,0.0
1150940158,0,1,0.0,1.0,0.0
1150557165,582652,51028,1.0,0.0,0.0
1152862815,599828,42584,0.0,1.0,0.0
1139422861,551872,2688,1.0,0.0,0.0
1148338188,1369204,28618,0.0,1.0,0.0
1139464834,559216,7157,1.0,0.0,0.0
1151488979,598088,36235,0.0,1.0,0.0
1149511449,611336,40520,0.0,1.0,0.0
1150116523,598992,48883,0.0,1.0,0.0
1150607796,603336,42313,0.0,1.0,0.0
1139402630,551700,2170,1.0,0.0,0.0
1151697528,85132,71,0.0,1.0,0.0
1148640706,600192,6189,0.0,1.0,0.0
1148113201,583372,18807,0.0,1.0,0.0
1151302770,74900,1849,0.0,1.0,0.0
1145883398,72796,1851,0.0,1.0,0.0
1151645346,25676,54,0.0,1.0,0.0
1151655702,61340,58,0.0,0.0,0.0
1148113503,585208,15286,0.0,1.0,0.0
1150479310,55916,772,1.0,0.0,0.0
1151723231,76776,1850,0.0,1.0,0.0
1151707370,1564500,35281,0.0,1.0,0.0
1145180510,574512,29969,1.0,0.0,0.0
1152793324,598588,40746,0.0,1.0,0.0
1151736014,25668,63,0.0,1.0,0.0
1150795476,53584,3606,0.0,1.0,0.0
1153733637,70832,250,0.0,1.0,0.0
1148884543,598872,6007,0.0,1.0,0.0
1152179141,25696,66,0.0,1.0,0.0
1151048744,583656,38060,1.0,0.0,0.0
1145883389,565692,26539,0.0,0.0,0.0
1149580632,614332,34801,0.0,1.0,0.0
1147471013,581932,49587,0.0,0.0,0.0
1147303146,570224,24094,1.0,0.0,0.0
1145566817,599652,54541,0.0,1.0,0.0
1151302772,77752,1852,0.0,1.0,0.0
1151748594,36208,70,0.0,1.0,0.0
1151435128,25680,53,0.0,1.0,0.0
1145876771,570408,28420,0.0,0.0,0.0
1153035789,79268,76,0.0,1.0,0.0
1150799776,43908,3609,0.0,0.0,0.0
1144598340,591108,31547,1.0,0.0,0.0
1151695308,20740,75,0.0,1.0,0.0
1148060271,81716,5601,0.0,1.0,0.0
1148117672,616004,36452,0.0,1.0,0.0
1148075344,649596,38097,0.0,1.0,0.0
1145572639,597284,27151,0.0,1.0,0.0
1150968279,0,2,1.0,0.0,0.0
1149886303,617168,42667,0.0,1.0,0.0
1151730433,74852,64,0.0,1.0,0.0
1151108493,592080,39239,0.0,1.0,0.0
1150869869,0,2,0.0,1.0,0.0
1141022717,568992,27333,1.0,0.0,0.0
1147300455,582548,21421,0.0,1.0,0.0
1150082013,59020,169,0.0,1.0,0.0
1151617413,20752,87,0.0,1.0,0.0
1151694902,20712,79,0.0,1.0,0.0
1147255503,87616,5055,0.0,1.0,0.0
1145417442,581192,23562,0.0,1.0,0.0
1149842904,617272,27210,0.0,1.0,0.0
1150529028,614680,22717,0.0,1.0,0.0
1151303335,61904,1851,1.0,0.0,0.0
1149508599,580944,37742,0.0,0.0,0.0
1151815739,55976,87,0.0,0.0,0.0
1152179150,84212,127,0.0,1.0,0.0
1151645766,25692,58,0.0,1.0,0.0
1144522710,608136,25403,0.0,1.0,0.0
1153107311,1363952,19224,0.0,1.0,0.0
1153118165,597780,40585,0.0,1.0,0.0
1145178057,579716,26326,1.0,0.0,0.0
1153901779,82964,957,0.0,1.0,0.0
1151668633,76556,76,0.0,1.0,0.0
1140270472,278320,853,0.0,0.0,0.0
1136480842,651736,97048,1.0,0.0,0.0
1136285627,59836,1850,1.0,0.0,0.0
1145553514,600056,55363,0.0,1.0,0.0
1151737940,79292,76,0.0,1.0,0.0
1140306321,2076312,4122,1.0,0.0,0.0
1152689772,1593008,35533,0.0,1.0,0.0
1145298414,588840,61611,0.0,0.0,0.0
1152034707,601240,40921,0.0,1.0,0.0
1151661094,88012,3792,0.0,1.0,0.0
1151302034,600944,46232,0.0,0.0,0.0
1151114165,586388,37767,1.0,0.0,0.0
1148065163,74948,86,0.0,1.0,0.0
1149547441,594504,30292,0.0,1.0,0.0
1151659226,71116,92,0.0,0.0,0.0
1136324834,966348,507,1.0,0.0,0.0
1151736014,25664,61,0.0,1.0,0.0
1145255993,605460,55116,0.0,1.0,0.0
1151650476,70336,60,0.0,1.0,0.0
1161852961,290176,20732,0.0,1.0,0.0
1149767662,617156,25710,0.0,1.0,0.0
1150849343,1552696,27181,0.0,1.0,0.0
1149852846,0,1,0.0,1.0,0.0
1149938830,592484,57648,1.0,0.0,0.0
1141124538,573908,35285,1.0,0.0,0.0
1139426609,552140,2530,1.0,0.0,0.0
1146821352,1217404,36491,1.0,0.0,0.0
1147441694,20300,60,0.0,0.0,0.0
