SubmitTime,Used Memory,OrigSiteID_1,OrigSiteID_2,OrigSiteID_3,RunTime
1146191467,599712,0.0,1.0,0.0,27960
1149560934,606484,0.0,1.0,0.0,3771
1151652012,20276,1.0,0.0,0.0,57
1147676039,583260,1.0,0.0,0.0,46359
1151720541,75260,0.0,1.0,0.0,86
1150475732,626564,0.0,1.0,0.0,26666
1150579969,595760,0.0,1.0,0.0,41866
1151701975,25704,0.0,1.0,0.0,59
1146415395,588140,0.0,1.0,0.0,1568
1147950179,1187752,0.0,1.0,0.0,36893
1139547282,0,1.0,0.0,0.0,1
1151657325,582796,0.0,0.0,0.0,45939
1147303146,570224,1.0,0.0,0.0,24094
1151646842,20288,1.0,0.0,0.0,54
1147297118,569444,0.0,0.0,0.0,23273
1149518750,594156,0.0,1.0,0.0,34047
1144418529,572596,0.0,0.0,0.0,30097
1151653202,20300,0.0,0.0,0.0,53
1148245640,97444,0.0,1.0,0.0,1764
1145180334,584596,0.0,1.0,0.0,22716
1149795861,1593436,0.0,1.0,0.0,36956
1153740217,67196,1.0,0.0,0.0,247
1151647710,20288,1.0,0.0,0.0,54
1139400862,551540,1.0,0.0,0.0,2122
1153108882,615216,0.0,1.0,0.0,41413
1153730307,85184,0.0,1.0,0.0,244
1151909748,64692,0.0,0.0,0.0,1854
1151646840,20300,1.0,0.0,0.0,51
1151553957,593788,0.0,1.0,0.0,34748
1145909304,583636,0.0,1.0,0.0,26312
1149662822,63876,0.0,1.0,0.0,193
1151745409,20312,1.0,0.0,0.0,71
1148457870,622220,0.0,1.0,0.0,36602
1152991076,1603172,0.0,1.0,0.0,35707
1151697528,85132,0.0,1.0,0.0,71
1148640706,600192,0.0,1.0,0.0,6189
1151648421,20320,0.0,0.0,0.0,57
1153807010,610048,0.0,1.0,0.0,43439
1153754213,599256,0.0,1.0,0.0,44305
1151303935,581528,0.0,0.0,0.0,49223
1139340322,558840,1.0,0.0,0.0,4430
1149576799,582000,0.0,0.0,0.0,40434
1151309967,600244,0.0,1.0,0.0,41051
1152180286,25656,0.0,1.0,0.0,61
1150478821,602040,1.0,0.0,0.0,28048
1154356663,595088,0.0,1.0,0.0,35213
1151627943,79244,0.0,1.0,0.0,67
1153733017,20284,1.0,0.0,0.0,49
1147594834,592648,0.0,0.0,0.0,52298
1149606962,72720,0.0,1.0,0.0,1852
1139455430,551128,1.0,0.0,0.0,2424
1146276251,599156,0.0,1.0,0.0,27124
1151815730,85632,0.0,1.0,0.0,81
1146050457,590444,0.0,1.0,0.0,26517
1151578193,598076,0.0,1.0,0.0,42164
1148853918,930972,0.0,1.0,0.0,19012
1151648430,64244,0.0,0.0,0.0,51
1150050652,587060,1.0,0.0,0.0,49462
1146419840,588096,0.0,1.0,0.0,1677
1152002111,595804,0.0,1.0,0.0,32382
1151302051,72800,0.0,1.0,0.0,1851
1149121737,582232,0.0,0.0,0.0,6510
1151497401,1120032,0.0,1.0,0.0,36018
1150984163,81660,0.0,1.0,0.0,5309
1149656781,63844,0.0,1.0,0.0,189
1147505781,596656,1.0,0.0,0.0,50088
1148408244,595100,0.0,1.0,0.0,24377
1151107537,82016,0.0,1.0,0.0,1287
1145629393,1411836,0.0,1.0,0.0,30330
1153813848,601956,0.0,1.0,0.0,43894
1147788765,582608,0.0,1.0,0.0,22031
1152848585,1572324,0.0,1.0,0.0,35003
1149661788,1222716,0.0,1.0,0.0,29941
1151664299,85228,0.0,1.0,0.0,96
1153735885,80292,0.0,1.0,0.0,432
1146193741,597632,0.0,1.0,0.0,29699
1151425284,598100,0.0,1.0,0.0,28973
1152834960,598760,0.0,1.0,0.0,44963
1147683663,60344,0.0,0.0,0.0,168
1146027196,580744,0.0,1.0,0.0,23755
1153723403,1581392,0.0,0.0,0.0,64456
1147674723,592004,0.0,1.0,0.0,37829
1139401616,559880,1.0,0.0,0.0,2142
1153111546,592212,0.0,1.0,0.0,40688
1151711700,20308,1.0,0.0,0.0,61
1153984531,111188,0.0,1.0,0.0,2600
1153031295,626860,0.0,1.0,0.0,41553
1150967839,0,0.0,1.0,0.0,2
1151641174,79276,0.0,1.0,0.0,49
1144825733,299956,0.0,1.0,0.0,2957
1151310320,596596,1.0,0.0,0.0,2757
1148228106,81680,0.0,1.0,0.0,5600
1151569558,1556100,0.0,1.0,0.0,35390
1147269002,577588,0.0,0.0,0.0,27269
1145260976,604636,0.0,1.0,0.0,60808
1140074931,570592,1.0,0.0,0.0,27670
1145950109,79220,0.0,1.0,0.0,95
1150797393,53596,0.0,1.0,0.0,3607
1139437511,552196,1.0,0.0,0.0,2204
1145898261,76696,0.0,1.0,0.0,1851
1151642791,25680,0.0,1.0,0.0,60
1152343183,596968,0.0,1.0,0.0,36679
1151612817,629972,0.0,1.0,0.0,39647
1150850266,598328,0.0,1.0,0.0,43572
1149558472,599324,0.0,1.0,0.0,30412
1152183657,628568,0.0,1.0,0.0,34913
1147952855,582884,0.0,1.0,0.0,16367
1148457884,81644,0.0,1.0,0.0,5601
1152754072,1611988,0.0,0.0,0.0,47009
1146447587,588364,0.0,1.0,0.0,1723
1148893431,583604,1.0,0.0,0.0,4340
1148114109,583460,0.0,1.0,0.0,16414
1145178060,576388,1.0,0.0,0.0,25050
1144395889,582420,1.0,0.0,0.0,31671
1147453716,20288,1.0,0.0,0.0,66
1153744038,80244,0.0,1.0,0.0,436
1153724743,25708,0.0,1.0,0.0,51
1151654414,52316,0.0,0.0,0.0,62
1145394400,583216,0.0,1.0,0.0,25142
1148954171,599948,0.0,1.0,0.0,5982
1152002098,595168,0.0,1.0,0.0,33287
1147483627,580916,1.0,0.0,0.0,45427
1139665339,581788,1.0,0.0,0.0,154813
1149574092,647084,0.0,1.0,0.0,31796
1150442661,598996,0.0,1.0,0.0,6239
1146026201,587388,0.0,1.0,0.0,26639
1145105315,582304,0.0,1.0,0.0,25109
1146581498,577852,1.0,0.0,0.0,31019
1150125996,605240,0.0,1.0,0.0,48358
1151734611,74920,0.0,1.0,0.0,59
1145910453,25672,0.0,1.0,0.0,63
1146419543,588080,0.0,1.0,0.0,2214
1150849978,600872,0.0,1.0,0.0,47841
1147409024,72664,0.0,1.0,0.0,950
1151569553,593092,0.0,1.0,0.0,32541
1152018887,115920,0.0,1.0,0.0,5449
1152184390,601816,0.0,1.0,0.0,35805
1151730431,64224,0.0,0.0,0.0,67
1151746314,79256,0.0,1.0,0.0,66
1151708396,25652,0.0,1.0,0.0,62
1145553514,605132,0.0,1.0,0.0,57469
1149484415,615852,0.0,1.0,0.0,22190
1145932816,25664,0.0,1.0,0.0,72
1150121984,614008,0.0,1.0,0.0,25180
1136298638,58688,1.0,0.0,0.0,1850
1153754514,597608,0.0,1.0,0.0,42705
1136324834,966348,1.0,0.0,0.0,507
1151727518,25696,0.0,1.0,0.0,66
1151737267,85160,0.0,1.0,0.0,69
1148048434,610832,0.0,1.0,0.0,41103
1152170614,80252,0.0,1.0,0.0,131
1150116523,598992,0.0,1.0,0.0,48883
1149275737,61804,0.0,0.0,0.0,1854
1144418475,575600,1.0,0.0,0.0,28604
1145591953,601188,0.0,1.0,0.0,54525
1151656126,71708,0.0,1.0,0.0,953
1149577456,581620,0.0,0.0,0.0,39035
1146412344,10648,0.0,1.0,0.0,8
1146276298,1257172,0.0,1.0,0.0,26510
1139415127,559844,1.0,0.0,0.0,2215
1145882114,571548,0.0,0.0,0.0,33759
1137631502,0,1.0,0.0,0.0,0
1149939357,584836,1.0,0.0,0.0,59085
1146444673,588096,0.0,1.0,0.0,1616
1147681443,592536,0.0,1.0,0.0,39123
1151742513,74640,0.0,1.0,0.0,61
1151302043,615524,1.0,0.0,0.0,48000
1151422065,599900,0.0,1.0,0.0,33700
1151722456,79344,0.0,1.0,0.0,65
1149650731,63888,0.0,1.0,0.0,188
1147899896,20728,0.0,1.0,0.0,46
1154126576,1576876,0.0,1.0,0.0,30267
1150967268,0,0.0,1.0,0.0,1
1147945335,14632,0.0,1.0,0.0,1
1152299092,1584392,0.0,1.0,0.0,30262
1150818248,600820,0.0,0.0,0.0,54708
1149125502,121268,0.0,1.0,0.0,556
1149959206,593816,0.0,1.0,0.0,46211
1153741362,62912,1.0,0.0,0.0,250
1150803177,53532,0.0,1.0,0.0,3606
1151692804,109460,0.0,1.0,0.0,582
1154328606,589296,0.0,1.0,0.0,173416
1151457864,582544,0.0,0.0,0.0,40301
1151746732,79260,0.0,1.0,0.0,65
1145513158,0,0.0,1.0,0.0,7
1144505469,577032,0.0,0.0,0.0,32986
1153721768,60348,0.0,0.0,0.0,240
1151652372,64148,1.0,0.0,0.0,62
1150794460,43880,1.0,0.0,0.0,3606
1147441691,71704,0.0,0.0,0.0,63
1149697298,614444,0.0,1.0,0.0,21900
1150919813,0,0.0,1.0,0.0,1
1153061083,620628,0.0,1.0,0.0,40529
1147471013,581932,0.0,0.0,0.0,49587
1146412394,588080,0.0,1.0,0.0,1570
1151733828,79240,0.0,1.0,0.0,70
1150098533,90328,1.0,0.0,0.0,35288
1153727380,80244,0.0,1.0,0.0,432
1148037618,579596,0.0,1.0,0.0,17645
1149959263,597764,0.0,1.0,0.0,46052
1151754979,79216,0.0,1.0,0.0,63
1149744733,932348,0.0,1.0,0.0,18281
1145567180,603544,0.0,1.0,0.0,50060
1148024913,616160,0.0,1.0,0.0,36520
1142981663,600236,1.0,0.0,0.0,34536
1152036476,79292,0.0,1.0,0.0,80
1146425736,588084,0.0,1.0,0.0,1389
1149366564,616300,0.0,1.0,0.0,20969
1147674725,1124440,0.0,1.0,0.0,45650
1148554904,0,0.0,1.0,0.0,65
1151708400,79276,0.0,1.0,0.0,66
1151645348,74792,0.0,1.0,0.0,53
1147788888,584464,0.0,0.0,0.0,48986
1144598382,583268,0.0,0.0,0.0,35671
1139964272,568816,1.0,0.0,0.0,24781
1150494648,599840,1.0,0.0,0.0,16119
1152445000,0,0.0,1.0,0.0,2
1150932083,0,0.0,1.0,0.0,2
1153225943,0,0.0,1.0,0.0,2
1152345615,81492,0.0,1.0,0.0,2699
1148683244,599820,0.0,1.0,0.0,5948
1153059522,82928,0.0,1.0,0.0,197
1146264176,60976,1.0,0.0,0.0,1853
1150584434,581756,0.0,0.0,0.0,49145
1150448129,614608,0.0,1.0,0.0,22513
1154122947,628760,0.0,1.0,0.0,42433
1145337504,585428,0.0,0.0,0.0,60760
1151791888,71132,0.0,0.0,0.0,80
1136287628,57176,1.0,0.0,0.0,1851
1152701256,25668,0.0,1.0,0.0,58
1145104608,613308,0.0,1.0,0.0,22403
1151568949,592708,0.0,1.0,0.0,32436
1151114165,586388,1.0,0.0,0.0,37767
1149094461,581528,0.0,0.0,0.0,6881
1148621845,598900,0.0,1.0,0.0,6371
1151425755,106656,0.0,1.0,0.0,2498
1146191490,601784,0.0,1.0,0.0,23648
1152340334,105064,0.0,1.0,0.0,4033
1147952887,587792,0.0,1.0,0.0,16467
1152339562,81652,0.0,1.0,0.0,2242
1148905167,582356,1.0,0.0,0.0,7162
1149271910,596080,0.0,1.0,0.0,38749
1145178049,606532,0.0,1.0,0.0,24219
1151075133,603848,0.0,1.0,0.0,41244
1147715935,1568408,0.0,1.0,0.0,38671
1149708426,617456,0.0,1.0,0.0,27263
1145393970,577660,1.0,0.0,0.0,27479
1145371770,599112,0.0,0.0,0.0,61580
1148076941,594148,0.0,1.0,0.0,18706
1145371775,584208,0.0,0.0,0.0,54552
1146576429,583744,0.0,0.0,0.0,27426
1153725828,64256,0.0,0.0,0.0,57
1147537156,583036,0.0,0.0,0.0,41691
1145374921,594888,1.0,0.0,0.0,62746
1150936289,0,0.0,1.0,0.0,2
1151726322,82292,0.0,1.0,0.0,956
1151649285,25664,0.0,1.0,0.0,56
1141416453,572668,1.0,0.0,0.0,62554
1148221251,71788,0.0,1.0,0.0,1849
1147399540,595824,0.0,1.0,0.0,18194
1151752359,20692,0.0,1.0,0.0,91
1145105080,594172,1.0,0.0,0.0,27203
1151792489,71272,0.0,0.0,0.0,93
1151413331,64172,0.0,0.0,0.0,62
1151441361,601272,0.0,1.0,0.0,31258
1151265946,63480,0.0,0.0,0.0,1852
1149589298,614216,0.0,1.0,0.0,23196
1150556874,617068,0.0,1.0,0.0,39635
1151620814,79252,0.0,1.0,0.0,180
1151621103,20748,0.0,1.0,0.0,77
1145237629,585460,0.0,0.0,0.0,55073
1152037861,72404,0.0,1.0,0.0,1851
1146178349,62116,1.0,0.0,0.0,3683
1150091440,72260,0.0,1.0,0.0,167
1153813249,593092,0.0,1.0,0.0,42858
1153735368,74820,0.0,1.0,0.0,246
1145105615,573300,0.0,0.0,0.0,28784
1147352580,582104,0.0,1.0,0.0,15294
1148113201,583260,0.0,1.0,0.0,18714
1144418780,576208,1.0,0.0,0.0,35269
1151313224,603176,0.0,1.0,0.0,35747
1152183660,592096,0.0,1.0,0.0,30130
1150931882,0,0.0,1.0,0.0,2
1145875839,595540,0.0,1.0,0.0,26992
1136977623,0,0.0,0.0,0.0,1
1154035294,601828,0.0,1.0,0.0,43885
1147506966,593720,1.0,0.0,0.0,49498
1152991497,1641680,0.0,1.0,0.0,37039
1153737915,20320,1.0,0.0,0.0,72
1145332716,607324,0.0,1.0,0.0,52717
1136291635,59884,1.0,0.0,0.0,1850
1146193837,595400,0.0,1.0,0.0,25854
1150557459,611740,0.0,1.0,0.0,42438
1151615919,74596,0.0,1.0,0.0,88
1145882138,585548,0.0,1.0,0.0,26749
1148025912,630724,0.0,1.0,0.0,36456
1153122256,598740,0.0,1.0,0.0,45114
1153726902,80188,0.0,1.0,0.0,245
1147866461,1561188,0.0,1.0,0.0,36066
1151656902,20276,1.0,0.0,0.0,53
1154447113,1399852,0.0,1.0,0.0,34331
1151726020,25692,0.0,1.0,0.0,61
1152188975,1577456,0.0,1.0,0.0,28695
1151717615,25660,0.0,1.0,0.0,66
1150050654,583928,1.0,0.0,0.0,51043
1151917859,75640,0.0,1.0,0.0,681
1152784803,591680,0.0,1.0,0.0,40954
1145489697,1425484,0.0,1.0,0.0,32157
1150074743,72208,0.0,1.0,0.0,169
1151412559,588520,1.0,0.0,0.0,48111
1147269011,606052,0.0,1.0,0.0,28690
1151716194,79232,0.0,1.0,0.0,59
1147329020,581376,0.0,1.0,0.0,20373
1140851392,0,1.0,0.0,0.0,1
1150486564,602480,0.0,1.0,0.0,42656
1151697528,25712,0.0,1.0,0.0,59
1151630634,25632,0.0,1.0,0.0,64
1151108493,592080,0.0,1.0,0.0,39239
1144418768,580388,0.0,0.0,0.0,29952
1139390483,551952,1.0,0.0,0.0,1086
1150556874,599240,0.0,1.0,0.0,44831
1151266884,1233096,1.0,0.0,0.0,37372
1150439713,597456,0.0,0.0,0.0,26902
1152447755,0,0.0,1.0,0.0,2
1151112823,594960,0.0,1.0,0.0,36271
1148087796,638932,0.0,1.0,0.0,33819
1147673597,578640,1.0,0.0,0.0,40435
