SubmitTime,UserID,Used Memory,OrigSiteID,GroupID,RunTime
1146448646,U6,588104,clrlcgce03,G3,2065
1146448658,U6,588272,clrlcgce03,G3,1928
1146448658,U6,588160,clrlcgce03,G3,1685
1146448658,U6,588100,clrlcgce03,G3,1783
1146448661,U6,588036,clrlcgce03,G3,1708
1146448661,U6,588080,clrlcgce03,G3,1780
1146448661,U6,588280,clrlcgce03,G3,1779
1146448664,U6,588068,clrlcgce03,G3,1775
1146448664,U6,588108,clrlcgce03,G3,1785
1146448664,U6,598096,clrlcgce03,G3,1729
1146448666,U6,588104,clrlcgce03,G3,1922
1146448666,U6,588044,clrlcgce03,G3,1877
1146448667,U6,588040,clrlcgce03,G3,1757
1146448683,U6,588336,clrlcgce03,G3,1765
1146448683,U6,588256,clrlcgce03,G3,1676
1146448684,U6,588308,clrlcgce03,G3,1672
1146448687,U6,588088,clrlcgce03,G3,2188
1146448687,U6,588300,clrlcgce03,G3,1590
1146448688,U6,587820,clrlcgce03,G3,1857
1146448691,U6,588140,clrlcgce03,G3,1509
1146448692,U6,588112,clrlcgce03,G3,1849
1146448692,U6,588104,clrlcgce03,G3,1947
1146448697,U6,588116,clrlcgce03,G3,1698
1146448697,U6,588348,clrlcgce03,G3,1751
1146448697,U6,588124,clrlcgce03,G3,1730
1146448701,U6,588292,clrlcgce03,G3,1634
1146448702,U6,588848,clrlcgce03,G3,1891
1146448702,U6,588268,clrlcgce03,G3,1930
1146448704,U6,588132,clrlcgce03,G3,1726
1146448704,U6,591200,clrlcgce03,G3,1872
1146448949,U6,588092,clrlcgce03,G3,1693
1146448969,U6,588112,clrlcgce03,G3,1700
1146448969,U6,588272,clrlcgce03,G3,1534
1146448970,U6,588356,clrlcgce03,G3,1555
1146448972,U6,588296,clrlcgce03,G3,1572
1146448972,U6,588096,clrlcgce03,G3,1505
1146448973,U6,588124,clrlcgce03,G3,1693
1146448975,U6,588300,clrlcgce03,G3,1690
1146448975,U6,588108,clrlcgce03,G3,1697
1146448976,U6,588256,clrlcgce03,G3,1685
1146448978,U6,588108,clrlcgce03,G3,1499
1146448978,U6,588236,clrlcgce03,G3,1449
1146448979,U6,588348,clrlcgce03,G3,1531
1146448981,U6,588280,clrlcgce03,G3,1583
1146448981,U6,588220,clrlcgce03,G3,1661
1146448982,U6,588252,clrlcgce03,G3,1625
1146448984,U6,588932,clrlcgce03,G3,1606
1146448985,U6,588392,clrlcgce03,G3,1519
1146448985,U6,588268,clrlcgce03,G3,1597
1146448987,U6,588264,clrlcgce03,G3,1588
1146448987,U6,590148,clrlcgce03,G3,1492
1146449369,U6,588264,clrlcgce03,G3,1561
1146449386,U6,588088,clrlcgce03,G3,1465
1146449386,U6,588088,clrlcgce03,G3,1568
1146449387,U6,590344,clrlcgce03,G3,1572
1146449392,U6,588320,clrlcgce03,G3,1531
1146449392,U6,588040,clrlcgce03,G3,1489
1146449392,U6,588092,clrlcgce03,G3,1577
1146449397,U6,588232,clrlcgce03,G3,1439
1146449397,U6,588184,clrlcgce03,G3,1544
1146449397,U6,588272,clrlcgce03,G3,1407
1146449400,U6,588128,clrlcgce03,G3,1488
1146449400,U6,588132,clrlcgce03,G3,1714
1146449401,U6,588060,clrlcgce03,G3,1554
1146449403,U6,588048,clrlcgce03,G3,1527
1146449403,U6,588096,clrlcgce03,G3,1685
1146449403,U6,588068,clrlcgce03,G3,1409
1146449405,U6,588088,clrlcgce03,G3,1701
1146449428,U6,588076,clrlcgce03,G3,1631
1146449453,U6,588048,clrlcgce03,G3,1511
1146449453,U6,588068,clrlcgce03,G3,1556
1146449454,U6,588080,clrlcgce03,G3,1568
1146449456,U6,588052,clrlcgce03,G3,1510
1146449457,U6,588104,clrlcgce03,G3,1645
1146449457,U6,588044,clrlcgce03,G3,1717
1146449460,U6,588116,clrlcgce03,G3,1505
1146449460,U6,588080,clrlcgce03,G3,1611
1146449460,U6,588292,clrlcgce03,G3,1713
1146449463,U6,588264,clrlcgce03,G3,1710
1146449463,U6,604396,clrlcgce03,G3,80048
1146449464,U6,589332,clrlcgce03,G3,1718
1146449466,U6,589132,clrlcgce03,G3,1505
1146449466,U6,1091828,clrlcgce03,G3,320
1146449467,U6,588020,clrlcgce03,G3,1532
1146449468,U6,588100,clrlcgce03,G3,1580
1146449468,U6,588116,clrlcgce03,G3,1563
1146449478,U6,588312,clrlcgce03,G3,1436
1146449478,U6,592780,clrlcgce03,G3,1442
1146449478,U6,588240,clrlcgce03,G3,1467
1146449481,U6,587860,clrlcgce03,G3,1480
1146449481,U6,588260,clrlcgce03,G3,1438
1146449482,U6,588292,clrlcgce03,G3,1408
1146449483,U6,588100,clrlcgce03,G3,1533
1146449848,U6,588236,clrlcgce03,G3,1685
1146449848,U6,588052,clrlcgce03,G3,1509
1146449849,U6,588100,clrlcgce03,G3,1459
1146449853,U6,588088,clrlcgce03,G3,1514
1146449853,U6,588112,clrlcgce03,G3,1632
1146449853,U6,588004,clrlcgce03,G3,1444
1146449857,U6,588052,clrlcgce03,G3,1531
1146449857,U6,588076,clrlcgce03,G3,1517
1146449857,U6,588120,clrlcgce03,G3,1603
1146449859,U6,588256,clrlcgce03,G3,1547
1146449872,U6,588064,clrlcgce03,G3,1616
1146449872,U6,588304,clrlcgce03,G3,1611
1146449872,U6,588016,clrlcgce03,G3,1541
1146449874,U6,588276,clrlcgce03,G3,1510
1146449875,U6,588052,clrlcgce03,G3,1509
1146449875,U6,588196,clrlcgce03,G3,1530
1146449877,U6,588108,clrlcgce03,G3,1502
1146449877,U6,588276,clrlcgce03,G3,1586
1146449877,U6,588168,clrlcgce03,G3,1610
1146449879,U6,588156,clrlcgce03,G3,1562
1146449879,U6,588232,clrlcgce03,G3,1587
1146449909,U6,588284,clrlcgce03,G3,1602
1146449913,U6,588088,clrlcgce03,G3,1535
1146449920,U6,588056,clrlcgce03,G3,1509
1146449920,U6,588256,clrlcgce03,G3,1519
1146449920,U6,588232,clrlcgce03,G3,1515
1146449922,U6,588104,clrlcgce03,G3,1519
1146449922,U6,588028,clrlcgce03,G3,1515
1146450208,U6,588012,clrlcgce03,G3,1466
1146450230,U6,588300,clrlcgce03,G3,1504
1146450231,U6,588276,clrlcgce03,G3,1454
1146450231,U6,587992,clrlcgce03,G3,1539
1146450234,U6,588112,clrlcgce03,G3,1469
1146450235,U6,598876,clrlcgce03,G3,1595
1146450235,U6,593388,clrlcgce03,G3,1449
1146450236,U6,588136,clrlcgce03,G3,1485
1146450238,U6,588048,clrlcgce03,G3,1500
1146450238,U6,588124,clrlcgce03,G3,1494
1146450239,U6,588268,clrlcgce03,G3,1454
1146450241,U6,588112,clrlcgce03,G3,1485
1146450241,U6,588048,clrlcgce03,G3,1506
1146450242,U6,597792,clrlcgce03,G3,1491
1146450243,U6,588096,clrlcgce03,G3,1516
1146450244,U6,588268,clrlcgce03,G3,1519
1146450245,U6,588216,clrlcgce03,G3,1545
1146450246,U6,588060,clrlcgce03,G3,1473
1146450247,U6,588252,clrlcgce03,G3,1456
1146450247,U6,589700,clrlcgce03,G3,1578
1146450248,U6,588196,clrlcgce03,G3,1469
1146450249,U6,588080,clrlcgce03,G3,1495
1146450249,U6,588032,clrlcgce03,G3,1511
1146450270,U6,1091860,clrlcgce03,G3,1477
1146450277,U6,588100,clrlcgce03,G3,1486
1146450277,U6,588308,clrlcgce03,G3,1467
1146450277,U6,588116,clrlcgce03,G3,1495
1146450280,U6,588088,clrlcgce03,G3,1470
1146450280,U6,588040,clrlcgce03,G3,1515
1146450280,U6,588104,clrlcgce03,G3,1475
1146450638,U6,588044,clrlcgce03,G3,1464
1146450641,U6,588068,clrlcgce03,G3,1565
1146450645,U6,593552,clrlcgce03,G3,1480
1146450645,U6,588088,clrlcgce03,G3,1448
1146450645,U6,588248,clrlcgce03,G3,1459
1146450648,U6,588124,clrlcgce03,G3,1532
1146450651,U6,588136,clrlcgce03,G3,1527
1146450651,U6,588044,clrlcgce03,G3,1488
1146450655,U6,588116,clrlcgce03,G3,1470
1146450655,U6,588088,clrlcgce03,G3,1537
1146450655,U6,588068,clrlcgce03,G3,1601
1146450657,U6,588084,clrlcgce03,G3,1625
1146450688,U6,589028,clrlcgce03,G3,1551
1146450708,U6,588236,clrlcgce03,G3,1575
1146450709,U6,588084,clrlcgce03,G3,1461
1146450709,U6,591204,clrlcgce03,G3,1586
1146450713,U6,588136,clrlcgce03,G3,1427
1146450713,U6,588192,clrlcgce03,G3,1567
1146450713,U6,588076,clrlcgce03,G3,1554
1146450715,U6,588112,clrlcgce03,G3,1495
1146450715,U6,588232,clrlcgce03,G3,1542
1146450716,U6,588088,clrlcgce03,G3,1466
1146450719,U6,588316,clrlcgce03,G3,1509
1146450719,U6,588120,clrlcgce03,G3,1491
1146450719,U6,588104,clrlcgce03,G3,1462
1146450721,U6,588048,clrlcgce03,G3,1550
1146451766,U6,0,clrlcgce03,G3,9
1146451767,U6,72912,clrlcgce03,G3,188
1146454505,U6,588032,clrlcgce03,G3,1459
1146454509,U6,588324,clrlcgce03,G3,1442
1146456099,U6,588100,clrlcgce03,G3,1425
1146456099,U6,588232,clrlcgce03,G3,1392
1146456099,U6,588008,clrlcgce03,G3,1481
1146456101,U6,588092,clrlcgce03,G3,1484
1146456102,U6,588080,clrlcgce03,G3,1438
1146456102,U6,588084,clrlcgce03,G3,1486
1146456460,U6,588260,clrlcgce03,G3,1440
1146456469,U6,588056,clrlcgce03,G3,1473
1146456469,U6,588328,clrlcgce03,G3,1452
1146456469,U6,588064,clrlcgce03,G3,1443
1146456472,U6,588248,clrlcgce03,G3,1519
1146456472,U6,588120,clrlcgce03,G3,1516
1146456472,U6,591152,clrlcgce03,G3,1505
1146456474,U6,588096,clrlcgce03,G3,1496
1146456474,U6,593364,clrlcgce03,G3,1523
1146456882,U6,588112,clrlcgce03,G3,1523
1146456891,U6,588116,clrlcgce03,G3,1563
1146456891,U6,1091892,clrlcgce03,G3,364
1146456891,U6,588308,clrlcgce03,G3,1429
1146456894,U6,588064,clrlcgce03,G3,1539
1146456894,U6,588328,clrlcgce03,G3,1524
1146456894,U6,588092,clrlcgce03,G3,1540
1146456896,U6,588108,clrlcgce03,G3,1495
1146457541,U6,588132,clrlcgce03,G3,1406
1146457546,U6,589036,clrlcgce03,G3,1411
1146457546,U6,588308,clrlcgce03,G3,1493
1146457546,U6,588092,clrlcgce03,G3,1441
1146457845,U6,588264,clrlcgce03,G3,1447
1146457845,U6,588136,clrlcgce03,G3,1458
1146457845,U6,588128,clrlcgce03,G3,1498
1146457847,U6,589156,clrlcgce03,G3,1471
1146457847,U6,588132,clrlcgce03,G3,1487
1146457898,U6,588048,clrlcgce03,G3,1447
1146457898,U6,588360,clrlcgce03,G3,1469
1146460157,U6,0,clrlcgce03,G3,12
1146460157,U6,0,clrlcgce03,G3,74
1146464872,U6,588096,clrlcgce03,G3,1464
1146483485,U6,1403764,clrlcgce03,G3,32062
1146495052,U6,0,clrlcgce03,G3,11
1146495052,U6,1403516,clrlcgce03,G3,30022
1146495052,U6,0,clrlcgce03,G3,9
1146501416,U6,72868,clrlcgce03,G3,87
1146501416,U6,0,clrlcgce03,G3,14
1146509520,U6,72944,clrlcgce03,G3,1929
1146509524,U6,0,clrlcgce03,G3,9
1146518171,U6,1393944,clrlcgce03,G3,32480
1146530924,U6,72824,clrlcgce03,G3,730
1146530928,U6,0,clrlcgce03,G3,41
1146533761,U6,1400580,clrlcgce03,G3,29877
1146539314,U6,0,clrlcgce03,G3,10
1146539314,U6,72840,clrlcgce03,G3,1815
1146547733,U6,63892,clrlcgce03,G3,204
1146547737,U6,82708,clrlcgce03,G3,1022
1146548957,U6,512864,clrlcgce01,G3,1641
1146549812,U6,600012,clrlcgce03,G3,80028
1146558603,U6,1426748,clrlcgce01,G3,40065
1146558617,U6,1421352,clrlcgce03,G3,30237
1146558617,U6,1420360,clrlcgce03,G3,29660
1146558617,U6,79116,clrlcgce03,G3,387
1146558619,U6,1434528,clrlcgce03,G3,30613
1146558619,U6,1396744,clrlcgce03,G3,29910
1146567127,U6,1410712,clrlcgce03,G3,30253
1146570731,U257,581672,clrlcgce01,G3,29824
1146576335,U257,578048,clrlcgce01,G3,25327
1146576358,U257,20300,clrlcgce01,G3,55
1146576358,U257,62924,clrlcgce01,G3,53
1146576358,U257,64220,clrlcgce01,G3,53
1146576361,U257,582480,clrlcgce01,G3,32237
1146576361,U257,581044,clrlcgce01,G3,29424
1146576361,U257,64196,clrlcgce01,G3,51
1146576364,U257,579632,clrlcgce01,G3,29190
1146576364,U257,55988,clrlcgce01,G3,54
1146576364,U257,579324,clrlcgce01,G3,30431
1146576392,U257,579432,clrlcgce01,G3,26787
1146576429,U257,579864,clrlcgce01,G3,175143
1146576429,U257,578652,clrlcgce01,G3,29942
1146576429,U257,583744,clrlcgce01,G3,27426
1146576995,U257,63064,clrlcgce01,G3,1854
1146577053,U257,64132,clrlcgce01,G3,58
1146577053,U257,62868,clrlcgce01,G3,1853
1146577053,U257,578720,clrlcgce01,G3,32503
1146577056,U257,55956,clrlcgce01,G3,55
1146577056,U257,64176,clrlcgce01,G3,58
1146577056,U257,68484,clrlcgce01,G3,186
1146577058,U257,579632,clrlcgce01,G3,24097
1146577059,U257,64192,clrlcgce01,G3,52
1146577059,U257,577580,clrlcgce01,G3,25010
1146577681,U257,578156,clrlcgce01,G3,26474
1146577693,U257,580664,clrlcgce01,G3,29517
1146577694,U257,577932,clrlcgce01,G3,34293
1146577694,U257,581564,clrlcgce01,G3,33119
1146577696,U257,577608,clrlcgce01,G3,32434
1146577697,U257,577400,clrlcgce01,G3,31360
1146577697,U257,588632,clrlcgce01,G3,43930
1146577699,U257,585356,clrlcgce01,G3,32311
1146578042,U257,55988,clrlcgce01,G3,51
1146578045,U257,63016,clrlcgce01,G3,1850
1146578793,U6,1428580,clrlcgce03,G3,30186
1146580802,U257,570508,clrlcgce01,G3,30510
1146580808,U257,578624,clrlcgce01,G3,27473
1146580808,U257,576136,clrlcgce01,G3,29476
1146580809,U257,577992,clrlcgce01,G3,35250
1146580811,U257,575236,clrlcgce01,G3,27783
1146580811,U257,577568,clrlcgce01,G3,31680
1146580811,U257,569800,clrlcgce01,G3,27090
1146580813,U257,576572,clrlcgce01,G3,28578
1146580814,U257,575988,clrlcgce01,G3,39319
1146580814,U257,576220,clrlcgce01,G3,32822
1146580816,U257,578028,clrlcgce01,G3,27044
1146580816,U257,579816,clrlcgce01,G3,36260
1146580816,U257,579024,clrlcgce01,G3,30071
1146580818,U257,577644,clrlcgce01,G3,33190
1146580818,U257,577652,clrlcgce01,G3,33257
1146580822,U2005S1,570348,clrlcgce02,G3,28427
1146580822,U2005S1,578236,clrlcgce02,G3,29349
1146580822,U2005S1,578260,clrlcgce02,G3,30082
1146580825,U2005S1,569128,clrlcgce02,G3,26986
1146580825,U2005S1,577268,clrlcgce02,G3,27055
1146580825,U2005S1,572140,clrlcgce02,G3,30293
1146580828,U2005S1,573520,clrlcgce02,G3,32410
1146580828,U2005S1,572132,clrlcgce02,G3,30117
1146580829,U2005S1,576972,clrlcgce02,G3,27740
1146580832,U2005S1,570212,clrlcgce02,G3,29850
1146580832,U2005S1,571096,clrlcgce02,G3,29453
1146580832,U2005S1,578648,clrlcgce02,G3,28025
1146580835,U2005S1,575180,clrlcgce02,G3,28820
1146580835,U2005S1,575936,clrlcgce02,G3,28107
1146580835,U2005S1,576832,clrlcgce02,G3,42882
1146581483,U2005S1,598916,clrlcgce02,G3,26632
1146581484,U257,576704,clrlcgce01,G3,34188
1146581492,U257,573812,clrlcgce01,G3,34002
1146581492,U257,579888,clrlcgce01,G3,33972
1146581492,U257,575528,clrlcgce01,G3,31296
1146581492,U2005S1,574220,clrlcgce02,G3,25710
1146581492,U2005S1,572380,clrlcgce02,G3,26568
1146581492,U2005S1,574844,clrlcgce02,G3,25406
1146581495,U257,569688,clrlcgce01,G3,33504
1146581495,U257,575656,clrlcgce01,G3,32711
1146581495,U257,572104,clrlcgce01,G3,35104
1146581495,U2005S1,578792,clrlcgce02,G3,31750
1146581495,U2005S1,586680,clrlcgce02,G3,27991
1146581496,U2005S1,581764,clrlcgce02,G3,24882
1146581498,U257,573124,clrlcgce01,G3,32879
1146581498,U257,564996,clrlcgce01,G3,29953
1146581498,U257,572592,clrlcgce01,G3,32355
1146581498,U2005S1,571696,clrlcgce02,G3,27705
1146581498,U2005S1,577852,clrlcgce02,G3,31019
1146581499,U2005S1,574604,clrlcgce02,G3,30650
1146581500,U2005S1,577608,clrlcgce02,G3,30819
1146581501,U257,579256,clrlcgce01,G3,32249
1146581501,U257,570484,clrlcgce01,G3,31237
1146581501,U257,575012,clrlcgce01,G3,33635
1146581501,U2005S1,604224,clrlcgce02,G3,30106
1146581502,U2005S1,572096,clrlcgce02,G3,27418
1146581503,U257,572384,clrlcgce01,G3,33891
1146581503,U257,576764,clrlcgce01,G3,31391
1146581503,U2005S1,571092,clrlcgce02,G3,33152
1146581503,U2005S1,574592,clrlcgce02,G3,30830
1146581852,U2005S1,570896,clrlcgce02,G3,29173
1146581877,U257,576212,clrlcgce01,G3,31457
1146581886,U257,576644,clrlcgce01,G3,31047
1146581886,U257,577764,clrlcgce01,G3,31854
1146581886,U257,576376,clrlcgce01,G3,32675
1146581886,U2005S1,569260,clrlcgce02,G3,31541
1146581887,U257,575000,clrlcgce01,G3,28933
1146581887,U2005S1,572016,clrlcgce02,G3,30820
1146581887,U2005S1,575576,clrlcgce02,G3,38369
1146581888,U2005S1,576608,clrlcgce02,G3,33761
1146581906,U257,577516,clrlcgce01,G3,29098
1146581906,U2005S1,570720,clrlcgce02,G3,38144
1146581914,U257,575884,clrlcgce01,G3,30132
1146581914,U257,600808,clrlcgce01,G3,28448
1146581914,U257,576580,clrlcgce01,G3,27283
1146581914,U2005S1,574424,clrlcgce02,G3,37767
1146581915,U2005S1,576440,clrlcgce02,G3,37784
1146581915,U2005S1,576696,clrlcgce02,G3,37255
1146581917,U257,577596,clrlcgce01,G3,30410
1146581917,U257,574788,clrlcgce01,G3,27635
1146581917,U2005S1,565192,clrlcgce02,G3,30091
1146581917,U2005S1,574912,clrlcgce02,G3,33543
1146581918,U257,574964,clrlcgce01,G3,31239
1146581918,U2005S1,571532,clrlcgce02,G3,36738
1146581919,U257,575816,clrlcgce01,G3,34079
1146581919,U257,576752,clrlcgce01,G3,28669
1146581920,U257,576708,clrlcgce01,G3,32509
1146581920,U2005S1,571500,clrlcgce02,G3,27424
1146581920,U2005S1,574604,clrlcgce02,G3,33026
1146581920,U2005S1,571488,clrlcgce02,G3,34659
1146582337,U257,577632,clrlcgce01,G3,30500
1146582352,U2005S1,570336,clrlcgce02,G3,35847
1146582360,U257,578564,clrlcgce01,G3,29259
1146582360,U257,578740,clrlcgce01,G3,28783
1146582360,U257,577576,clrlcgce01,G3,30371
1146582372,U2005S1,572808,clrlcgce02,G3,32234
1146582372,U2005S1,579428,clrlcgce02,G3,35553
1146582372,U2005S1,582292,clrlcgce02,G3,37719
1146582375,U2005S1,572520,clrlcgce02,G3,37256
1146582375,U2005S1,576552,clrlcgce02,G3,32912
1146582375,U2005S1,619388,clrlcgce02,G3,32930
1146582378,U2005S1,576556,clrlcgce02,G3,33367
1146582378,U2005S1,575664,clrlcgce02,G3,31704
1146582378,U2005S1,576656,clrlcgce02,G3,32163
1146582387,U257,574248,clrlcgce01,G3,31030
1146582395,U257,574440,clrlcgce01,G3,33271
1146582395,U257,575584,clrlcgce01,G3,32163
1146582395,U257,575780,clrlcgce01,G3,29348
1146582398,U257,589524,clrlcgce01,G3,31706
1146582398,U257,580792,clrlcgce01,G3,28900
1146582398,U257,576288,clrlcgce01,G3,28920
1146582398,U2005S1,576044,clrlcgce02,G3,34171
1146582400,U257,574796,clrlcgce01,G3,27960
1146582401,U257,577860,clrlcgce01,G3,32603
1146582401,U257,576704,clrlcgce01,G3,26746
1146582402,U2005S1,624320,clrlcgce02,G3,30413
1146582402,U2005S1,608832,clrlcgce02,G3,33610
1146582403,U2005S1,577016,clrlcgce02,G3,31447
1146583750,U6,610336,clrlcgce03,G3,80028
1146586346,U2005S1,597672,clrlcgce02,G3,30606
1146591632,U6,1398448,clrlcgce03,G3,29669
1146591636,U6,0,clrlcgce03,G3,9
1146591636,U6,0,clrlcgce03,G3,42
1146606936,U6,1398132,clrlcgce03,G3,30206
1146606936,U6,1446076,clrlcgce03,G3,29487
1146606936,U6,1425656,clrlcgce03,G3,30987
1146606938,U6,1410088,clrlcgce03,G3,31350
1146627818,U6,1416960,clrlcgce03,G3,30344
1146633113,U6,1423992,clrlcgce03,G3,29200
1146638107,U2007S1,195588,clrlcgce02,G3,348
1146638107,U2007S1,1095168,clrlcgce02,G3,9364
1146638375,U6,1417004,clrlcgce01,G3,50311
1146638378,U6,1678872,clrlcgce01,G3,71856
1146638379,U6,1178236,clrlcgce01,G3,30892
1146638379,U6,1193212,clrlcgce01,G3,64956
1146638380,U6,1408132,clrlcgce01,G3,86083
1146638425,U6,1420880,clrlcgce01,G3,51437
1146638425,U6,1101932,clrlcgce01,G3,9970
1146638425,U6,1407364,clrlcgce01,G3,44631
1146638428,U6,1158032,clrlcgce01,G3,30894
1146638428,U6,1677144,clrlcgce01,G3,70411
1146638428,U6,1438860,clrlcgce01,G3,69050
1146638430,U6,1415368,clrlcgce01,G3,51716
1146638430,U6,1443012,clrlcgce01,G3,90267
1146638431,U6,1184808,clrlcgce01,G3,30873
1146639324,U6,79024,clrlcgce03,G3,75
1146639324,U6,0,clrlcgce03,G3,9
1146639324,U6,79088,clrlcgce03,G3,75
1146639326,U6,1419424,clrlcgce03,G3,29915
1146647701,U6,1411752,clrlcgce03,G3,29957
1146647705,U6,1421324,clrlcgce03,G3,29785
1146647705,U6,1427468,clrlcgce03,G3,29728
1146660186,U6,1418280,clrlcgce03,G3,25320
1146665425,U6,1392932,clrlcgce01,G3,40147
1146665926,U2005S1,576820,clrlcgce02,G3,30930
1146665934,U2005S1,576596,clrlcgce02,G3,28209
1146665934,U2005S1,577292,clrlcgce02,G3,29716
1146665934,U2005S1,598740,clrlcgce02,G3,32160
1146665937,U2005S1,577684,clrlcgce02,G3,31568
1146665937,U2005S1,578300,clrlcgce02,G3,24179
1146665937,U2005S1,577540,clrlcgce02,G3,29172
1146665940,U2005S1,576540,clrlcgce02,G3,25907
1146665940,U2005S1,577836,clrlcgce02,G3,26291
1146665940,U2005S1,571468,clrlcgce02,G3,27743
1146665942,U257,575800,clrlcgce01,G3,25090
1146665942,U257,576668,clrlcgce01,G3,29666
1146665942,U257,576028,clrlcgce01,G3,27895
1146665943,U2005S1,642220,clrlcgce02,G3,29279
1146665943,U2005S1,571496,clrlcgce02,G3,27900
1146665943,U2005S1,578932,clrlcgce02,G3,33541
1146665944,U257,575628,clrlcgce01,G3,27481
1146665945,U257,576600,clrlcgce01,G3,30673
1146665945,U257,578252,clrlcgce01,G3,27444
1146665945,U2005S1,572568,clrlcgce02,G3,28051
1146665946,U2005S1,579740,clrlcgce02,G3,28427
1146665947,U257,574920,clrlcgce01,G3,26458
1146665947,U257,581564,clrlcgce01,G3,26121
1146665947,U257,576572,clrlcgce01,G3,28446
1146665949,U257,576820,clrlcgce01,G3,31573
1146665953,U257,575624,clrlcgce01,G3,25275
1146665954,U257,576564,clrlcgce01,G3,31257
1146665954,U257,576980,clrlcgce01,G3,26880
1146665955,U257,575856,clrlcgce01,G3,30308
1146665956,U257,575896,clrlcgce01,G3,28246
1146666573,U257,574104,clrlcgce01,G3,27480
1146666580,U257,572176,clrlcgce01,G3,29693
1146666580,U257,570980,clrlcgce01,G3,27375
1146666580,U257,579312,clrlcgce01,G3,24866
1146666583,U257,578900,clrlcgce01,G3,28189
1146666583,U257,624336,clrlcgce01,G3,30383
1146666583,U257,597776,clrlcgce01,G3,31146
1146666586,U257,570184,clrlcgce01,G3,33759
1146666586,U257,571828,clrlcgce01,G3,29522
1146666586,U257,572232,clrlcgce01,G3,28198
1146666588,U257,572536,clrlcgce01,G3,31414
1146666588,U257,570056,clrlcgce01,G3,28025
1146666588,U257,574300,clrlcgce01,G3,28633
1146666591,U257,570760,clrlcgce01,G3,26335
1146666591,U257,571108,clrlcgce01,G3,28048
1146666603,U2005S1,571976,clrlcgce02,G3,31833
1146666603,U2005S1,575224,clrlcgce02,G3,28001
1146666604,U2005S1,573080,clrlcgce02,G3,28845
1146666606,U2005S1,577280,clrlcgce02,G3,28676
1146666607,U2005S1,571636,clrlcgce02,G3,28788
1146666607,U2005S1,569164,clrlcgce02,G3,27815
1146666609,U2005S1,575352,clrlcgce02,G3,31413
1146666610,U2005S1,570432,clrlcgce02,G3,30458
1146666610,U2005S1,571036,clrlcgce02,G3,30454
1146666612,U2005S1,575756,clrlcgce02,G3,28754
1146666616,U2005S1,572048,clrlcgce02,G3,29881
1146666616,U2005S1,570072,clrlcgce02,G3,28850
1146666616,U2005S1,574096,clrlcgce02,G3,28327
1146666618,U2005S1,573076,clrlcgce02,G3,30141
1146666619,U2005S1,581464,clrlcgce02,G3,31555
1146667114,U257,77704,clrlcgce01,G3,5785
1146667120,U257,76460,clrlcgce01,G3,6205
1146667120,U257,77480,clrlcgce01,G3,5901
1146667120,U257,73692,clrlcgce01,G3,6825
1146667122,U257,77520,clrlcgce01,G3,6338
1146667123,U257,1475384,clrlcgce01,G3,37127
1146667123,U257,73608,clrlcgce01,G3,6095
1146667125,U257,80536,clrlcgce01,G3,6045
1146667125,U257,1195800,clrlcgce01,G3,38678
1146667126,U257,77564,clrlcgce01,G3,6101
1146667128,U257,73580,clrlcgce01,G3,5988
1146667128,U257,73580,clrlcgce01,G3,6128
1146667128,U257,77448,clrlcgce01,G3,6646
1146667131,U257,1186312,clrlcgce01,G3,36417
1146667131,U257,88964,clrlcgce01,G3,5985
1146667143,U2005S1,71392,clrlcgce02,G3,1238
1146667143,U2005S1,73648,clrlcgce02,G3,6463
1146667143,U2005S1,68816,clrlcgce02,G3,4229
1146667146,U2005S1,71620,clrlcgce02,G3,6568
1146667146,U2005S1,65856,clrlcgce02,G3,1141
1146667146,U2005S1,72752,clrlcgce02,G3,3568
1146667149,U2005S1,68724,clrlcgce02,G3,3513
1146667149,U2005S1,68664,clrlcgce02,G3,1200
1146667149,U2005S1,77684,clrlcgce02,G3,3265
1146667152,U2005S1,68704,clrlcgce02,G3,1181
1146667152,U2005S1,72632,clrlcgce02,G3,4107
1146667153,U2005S1,69780,clrlcgce02,G3,3473
1146667155,U2005S1,1181444,clrlcgce02,G3,32226
1146667155,U2005S1,65892,clrlcgce02,G3,1204
1146667155,U2005S1,80320,clrlcgce02,G3,7328
1146667863,U2005S1,64928,clrlcgce02,G3,3888
1146667870,U2005S1,68680,clrlcgce02,G3,3208
1146667870,U2005S1,71064,clrlcgce02,G3,3887
1146667870,U2005S1,73612,clrlcgce02,G3,4833
1146667873,U2005S1,68752,clrlcgce02,G3,3182
1146667873,U2005S1,73696,clrlcgce02,G3,6021
1146667873,U2005S1,65860,clrlcgce02,G3,1099
1146667876,U2005S1,68688,clrlcgce02,G3,4122
1146667876,U2005S1,76884,clrlcgce02,G3,3738
1146667876,U2005S1,68724,clrlcgce02,G3,3247
1146667879,U2005S1,68688,clrlcgce02,G3,3727
1146667879,U2005S1,67204,clrlcgce02,G3,3223
1146667879,U2005S1,64808,clrlcgce02,G3,3315
1146667881,U2005S1,72564,clrlcgce02,G3,6945
1146667881,U2005S1,84192,clrlcgce02,G3,5376
1146667893,U257,73580,clrlcgce01,G3,6775
1146667893,U257,81308,clrlcgce01,G3,6213
1146667893,U257,85248,clrlcgce01,G3,5728
1146667896,U257,75300,clrlcgce01,G3,6017
1146667896,U257,87976,clrlcgce01,G3,6227
