SubmitTime,Used Memory,AverageCPUTimeUsed,RunTime,OrigSiteID_1,OrigSiteID_2,OrigSiteID_3
1151655231,55988,9,53,0.0,0.0,0.0
1147726822,916848,1028,5722,0.0,1.0,0.0
1151712876,73292,8,68,0.0,1.0,0.0
1144599126,596184,27617,30672,0.0,1.0,0.0
1145253852,603252,55901,56378,0.0,1.0,0.0
1151693041,25676,9,74,0.0,1.0,0.0
1149132313,194364,45,171,0.0,1.0,0.0
1149094167,582208,7042,7168,0.0,0.0,0.0
1148621855,598696,5745,5950,0.0,1.0,0.0
1148232236,622812,35204,35423,0.0,1.0,0.0
1148051107,617400,38792,42244,0.0,1.0,0.0
1153118165,597780,40069,40585,0.0,1.0,0.0
1151694889,20320,9,69,1.0,0.0,0.0
1140007667,579296,88466,89187,1.0,0.0,0.0
1149268807,144140,24,811,0.0,1.0,0.0
1153032825,0,1,2,0.0,1.0,0.0
1151660367,76536,10,1853,0.0,1.0,0.0
1150037521,1126120,41084,41343,0.0,1.0,0.0
1151754263,79268,9,63,0.0,1.0,0.0
1151617000,68968,7,78,0.0,1.0,0.0
1151649270,25656,9,53,0.0,1.0,0.0
1137051245,630908,1411,1717,0.0,0.0,0.0
1146413133,588100,1168,1448,0.0,1.0,0.0
1151653211,20264,8,53,0.0,0.0,0.0
1148221852,76664,11,2203,0.0,1.0,0.0
1151619369,85176,7,81,0.0,1.0,0.0
1149854130,592156,38733,40614,0.0,1.0,0.0
1145337522,0,3,9,0.0,1.0,0.0
1148076942,1188560,21259,31952,0.0,1.0,0.0
1149377814,612380,17429,17839,0.0,1.0,0.0
1147208241,1421176,27586,30101,0.0,1.0,0.0
1153742340,74832,7,254,0.0,1.0,0.0
1150938721,0,1,2,0.0,1.0,0.0
1150794030,53576,3,3607,0.0,1.0,0.0
1147986998,0,0,2,0.0,1.0,0.0
1145887226,585476,24556,27426,0.0,1.0,0.0
1149449904,1571024,31787,37073,0.0,1.0,0.0
1151918806,0,0,18124,0.0,0.0,0.0
1151267580,1540932,39589,47173,0.0,0.0,0.0
1151856982,76576,11,1853,0.0,1.0,0.0
1151754249,79256,8,73,0.0,1.0,0.0
1147953778,585276,17934,19816,0.0,1.0,0.0
1151435605,72324,8,52,0.0,1.0,0.0
1145985595,589720,28310,29668,0.0,0.0,0.0
1144962966,58152,11,2486,1.0,0.0,0.0
1151654920,25656,8,58,0.0,1.0,0.0
1146446465,588272,1216,1534,0.0,1.0,0.0
1153060068,596944,45686,46034,0.0,1.0,0.0
1153737316,80256,8,439,0.0,1.0,0.0
1154420456,1775268,30142,33342,0.0,1.0,0.0
1151909750,71844,9,1850,0.0,1.0,0.0
1145261008,585648,63765,64125,0.0,0.0,0.0
1153735367,80232,8,437,0.0,1.0,0.0
1150573601,77584,21,2416,0.0,1.0,0.0
1152084871,1440736,22145,23648,0.0,1.0,0.0
1149890159,603712,42490,46738,0.0,1.0,0.0
1148130283,616124,32839,33202,0.0,1.0,0.0
1149094134,582284,6556,6679,0.0,0.0,0.0
1153806115,592168,172819,173882,0.0,1.0,0.0
1148953673,1101464,2462,2518,0.0,1.0,0.0
1151739288,85636,10,65,0.0,1.0,0.0
1142863685,0,1,2,1.0,0.0,0.0
1151313227,599148,30932,31477,0.0,1.0,0.0
1146327065,1270284,23493,26391,0.0,1.0,0.0
1151755339,25672,8,72,0.0,1.0,0.0
1154030943,600108,41903,42265,0.0,1.0,0.0
1149555751,614000,9779,9852,0.0,1.0,0.0
1147299047,575536,28759,31280,0.0,0.0,0.0
1145875462,578956,29047,30391,0.0,0.0,0.0
1146045649,582300,26115,29049,0.0,1.0,0.0
1153806120,602488,43333,45814,0.0,1.0,0.0
1149703414,81580,4,5601,0.0,1.0,0.0
1145883400,587680,22863,24687,0.0,1.0,0.0
1146199984,598692,27497,27742,0.0,1.0,0.0
1148946086,598680,5912,6158,0.0,1.0,0.0
1151697528,85132,9,71,0.0,1.0,0.0
1149379797,620644,20430,20867,0.0,1.0,0.0
1151543365,599304,35679,36125,0.0,1.0,0.0
1147422924,60780,9,1855,0.0,0.0,0.0
1151694554,97340,21,240,0.0,1.0,0.0
1152648518,1782016,29126,31310,0.0,1.0,0.0
1151013230,592844,35087,35891,1.0,0.0,0.0
1152181306,25676,9,58,0.0,1.0,0.0
1151650843,20288,9,53,1.0,0.0,0.0
1152447115,0,1,1,0.0,1.0,0.0
1152038635,592800,38520,39943,0.0,1.0,0.0
1151310317,565100,4548,5411,1.0,0.0,0.0
1151655707,68916,7,51,0.0,1.0,0.0
1140791977,0,0,1,1.0,0.0,0.0
1140795799,570444,30956,32508,1.0,0.0,0.0
1151741231,57796,9,59,1.0,0.0,0.0
1150983003,1000720,4548,11234,0.0,1.0,0.0
1151909759,586456,3161,4701,0.0,1.0,0.0
1147953111,581084,19466,20149,0.0,1.0,0.0
1152628538,1553900,31490,34150,0.0,1.0,0.0
1150966690,36428,0,1,0.0,1.0,0.0
1152184750,593992,32081,32569,0.0,1.0,0.0
1151909284,76840,13,1850,0.0,1.0,0.0
1150798200,53544,3,3606,0.0,1.0,0.0
1146414583,588300,1167,1658,0.0,1.0,0.0
1150644748,596296,38865,41072,0.0,1.0,0.0
1146023454,583640,26075,28732,0.0,1.0,0.0
1147763505,0,1,1,1.0,0.0,0.0
1145724127,581984,24276,25915,0.0,1.0,0.0
1145572628,596108,23738,24920,0.0,1.0,0.0
1151436478,25688,7,50,0.0,1.0,0.0
1153182202,82360,9,1029,0.0,1.0,0.0
1140831430,566268,24574,25129,1.0,0.0,0.0
1145244970,609848,49783,50268,0.0,1.0,0.0
1151401783,1587048,39952,53894,0.0,0.0,0.0
1153816279,598672,44601,45517,0.0,1.0,0.0
1147303743,574528,23852,24589,1.0,0.0,0.0
1149659805,63868,4,190,0.0,1.0,0.0
1151646539,20288,12,69,1.0,0.0,0.0
1147966278,581428,14713,16339,0.0,1.0,0.0
1145181138,582212,27043,27841,0.0,1.0,0.0
1151741270,75420,8,66,0.0,1.0,0.0
1150974556,580816,49679,50987,0.0,0.0,0.0
1151746338,71716,9,62,1.0,0.0,0.0
1151626098,25648,8,73,0.0,1.0,0.0
1153900972,20752,7,78,0.0,1.0,0.0
1146276321,600024,79808,79989,0.0,1.0,0.0
1151644200,25648,8,65,0.0,1.0,0.0
1148057295,116344,43,1110,0.0,1.0,0.0
1153721180,80296,9,431,0.0,1.0,0.0
1140636533,570492,32815,42689,1.0,0.0,0.0
1148021295,618716,37534,37763,0.0,1.0,0.0
1151664804,79244,9,83,0.0,1.0,0.0
1151737639,25660,8,64,0.0,1.0,0.0
1153724051,80224,9,430,0.0,1.0,0.0
1151661920,76768,9,966,0.0,1.0,0.0
1136294457,57184,9,1850,1.0,0.0,0.0
1153748091,80300,8,433,0.0,1.0,0.0
1146445598,588712,1240,1625,0.0,1.0,0.0
1149509201,621504,38092,39024,0.0,0.0,0.0
1151497402,25660,8,50,0.0,1.0,0.0
1150051133,581332,49245,49902,1.0,0.0,0.0
1151668633,76556,8,76,0.0,1.0,0.0
1150831449,1562220,31685,42919,0.0,1.0,0.0
1149885185,584800,55581,59728,1.0,0.0,0.0
1149957660,594108,42414,49564,0.0,1.0,0.0
1150042722,72300,9,169,0.0,1.0,0.0
1150931365,0,0,2,0.0,1.0,0.0
1149517927,593636,32877,33754,0.0,1.0,0.0
1148877812,598260,6074,6254,0.0,1.0,0.0
1147299539,581204,18442,20381,0.0,1.0,0.0
1150932900,0,0,1,0.0,1.0,0.0
1150004223,580852,46608,48436,1.0,0.0,0.0
1139438228,559840,1455,2053,1.0,0.0,0.0
1154944712,295208,8614,24027,0.0,1.0,0.0
1144396375,586816,28619,32501,0.0,1.0,0.0
1146187612,76676,16,3683,0.0,1.0,0.0
1147725747,585044,16801,18587,0.0,1.0,0.0
1145511328,601916,61826,62304,0.0,1.0,0.0
1140553843,577540,35180,47275,1.0,0.0,0.0
1151651287,20304,9,58,1.0,0.0,0.0
1152377719,602780,34355,34675,0.0,1.0,0.0
1148640823,598872,6211,6496,0.0,1.0,0.0
1146182123,72784,16,3681,0.0,1.0,0.0
1149353402,597820,38563,39621,0.0,1.0,0.0
1150946607,0,0,2,0.0,1.0,0.0
1149847663,99432,34,43234,0.0,1.0,0.0
1151655226,56572,8,52,0.0,0.0,0.0
1150823517,599524,44845,51813,0.0,1.0,0.0
1150441869,612376,22371,22608,0.0,1.0,0.0
1150864675,600068,40235,42817,0.0,1.0,0.0
1151649267,20268,9,60,1.0,0.0,0.0
1152035361,74852,8,1852,0.0,1.0,0.0
1152611645,593400,34031,34276,0.0,1.0,0.0
1148640701,601252,5553,5764,0.0,1.0,0.0
1147761915,60372,8,169,0.0,0.0,0.0
1145629387,1403976,28117,30604,0.0,1.0,0.0
1151658505,16404,9,82,0.0,0.0,0.0
1151650128,25692,8,58,0.0,1.0,0.0
1149560941,617168,24173,24655,0.0,1.0,0.0
1145374929,585280,62253,62598,1.0,0.0,0.0
1152346817,121620,50,2275,0.0,1.0,0.0
1140009063,569452,26063,35738,1.0,0.0,0.0
1141104732,572128,42904,45430,1.0,0.0,0.0
1149938653,587988,51673,58816,1.0,0.0,0.0
1145592683,604128,52914,53385,0.0,1.0,0.0
1150793198,53592,3,3606,0.0,1.0,0.0
1150042714,72224,8,167,0.0,1.0,0.0
1149621211,583644,37829,38508,1.0,0.0,0.0
1149574092,647084,31055,31796,0.0,1.0,0.0
1136478088,305532,69,3389,1.0,0.0,0.0
1147347262,569192,17036,18023,1.0,0.0,0.0
1150849641,1596136,31463,67872,0.0,1.0,0.0
1136294463,57132,8,1854,1.0,0.0,0.0
1153232308,596840,38874,39545,0.0,1.0,0.0
1145178063,571124,27292,28425,1.0,0.0,0.0
1153147071,81452,13,3274,0.0,1.0,0.0
1147399534,585372,17169,18924,0.0,1.0,0.0
1151712843,20340,9,64,1.0,0.0,0.0
1144418969,569816,28923,31918,1.0,0.0,0.0
1146448283,588360,1233,1650,0.0,1.0,0.0
1139931807,568608,25615,26249,1.0,0.0,0.0
1145177290,580280,24854,25613,0.0,1.0,0.0
1151609614,25704,8,74,0.0,1.0,0.0
1150734712,43900,3,3610,1.0,0.0,0.0
1149607567,602492,35177,37579,0.0,1.0,0.0
1147696459,580340,44593,45647,1.0,0.0,0.0
1145471142,591684,56917,57298,1.0,0.0,0.0
1150967263,0,0,2,0.0,1.0,0.0
1150096384,72240,8,168,0.0,1.0,0.0
1149847843,614412,23088,23368,0.0,1.0,0.0
1145105026,571184,28251,29229,0.0,0.0,0.0
1145937028,600036,79811,80012,0.0,1.0,0.0
1147411938,76532,8,1852,0.0,1.0,0.0
1136977647,0,1,2,0.0,0.0,0.0
1149508595,580600,34063,36173,0.0,0.0,0.0
1153032286,605824,45139,45463,0.0,1.0,0.0
1150066392,72212,7,169,0.0,1.0,0.0
1150793198,53548,3,3607,0.0,1.0,0.0
1151659234,596232,36805,37701,0.0,1.0,0.0
1148318625,1746904,20605,30196,0.0,1.0,0.0
1153726903,25676,8,55,0.0,1.0,0.0
1140689387,578956,34192,48176,1.0,0.0,0.0
1153745308,80248,8,444,0.0,1.0,0.0
1145348300,0,3,7,0.0,1.0,0.0
1151651652,20292,9,57,1.0,0.0,0.0
1150941224,0,0,2,0.0,1.0,0.0
1149484412,616080,22975,23488,0.0,1.0,0.0
1145911704,79256,9,64,0.0,1.0,0.0
1146448260,588036,1224,1565,0.0,1.0,0.0
1146558617,1420360,27345,29660,0.0,1.0,0.0
1153037238,86948,9,85,0.0,1.0,0.0
1153721768,71128,9,243,0.0,0.0,0.0
1149515244,610796,4513,4596,0.0,1.0,0.0
1153059534,598008,40962,41402,0.0,1.0,0.0
1151910536,71832,10,1852,0.0,1.0,0.0
1147984241,0,0,1,0.0,1.0,0.0
1148650728,598680,5801,6079,0.0,1.0,0.0
1153813853,591824,41438,42385,0.0,1.0,0.0
1152035364,598832,42075,42582,0.0,1.0,0.0
1148884662,598856,5911,6151,0.0,1.0,0.0
1136284894,57132,8,1850,1.0,0.0,0.0
1146723803,573284,26871,28049,0.0,0.0,0.0
1150815791,70164,15,966,0.0,0.0,0.0
1145334495,585752,63324,63786,1.0,0.0,0.0
1150946607,43256,0,2,0.0,1.0,0.0
1152796290,593576,42672,43011,0.0,1.0,0.0
1149488403,84656,44,170,0.0,1.0,0.0
1137410408,65968,12,1674,0.0,0.0,0.0
1148230880,582948,18747,19781,0.0,1.0,0.0
1148078424,74864,9,1853,0.0,1.0,0.0
1150473511,437620,158,209,0.0,0.0,0.0
1146045658,76688,9,1846,0.0,1.0,0.0
1151742980,75264,8,83,0.0,1.0,0.0
1154331722,581484,37944,38127,0.0,0.0,0.0
1147973677,0,1,1,0.0,1.0,0.0
1147422930,62184,10,1852,0.0,0.0,0.0
1153749999,20316,10,57,1.0,0.0,0.0
1149796344,613036,19935,20121,0.0,1.0,0.0
1145335990,584536,54873,55199,1.0,0.0,0.0
1136478087,935956,219,471,1.0,0.0,0.0
1148683881,598820,6444,6644,0.0,1.0,0.0
1149890169,596428,43562,48154,0.0,1.0,0.0
1151916019,60796,9,965,0.0,0.0,0.0
1145890348,584028,26288,29397,0.0,1.0,0.0
1152919840,603724,41202,41533,0.0,1.0,0.0
1153813255,596116,39605,41155,0.0,1.0,0.0
1153061568,609992,42442,42725,0.0,1.0,0.0
1151421202,594980,32628,33072,0.0,1.0,0.0
1151659226,595920,33185,34033,0.0,1.0,0.0
1151656500,81948,9,974,0.0,1.0,0.0
1149487522,0,1,1,0.0,1.0,0.0
1146450721,588048,1220,1550,0.0,1.0,0.0
1153735885,80292,9,432,0.0,1.0,0.0
1145261418,602976,51164,51628,0.0,1.0,0.0
1150967233,0,0,2,0.0,0.0,0.0
1144522716,587732,27502,30806,0.0,1.0,0.0
1146377634,0,0,2,0.0,1.0,0.0
1145908460,75288,9,957,0.0,1.0,0.0
1137406232,663064,52129,52973,0.0,0.0,0.0
1151609606,74848,8,71,0.0,1.0,0.0
1147297539,578928,23415,26842,0.0,0.0,0.0
1148640823,598904,5816,6038,0.0,1.0,0.0
1153729154,80176,8,433,0.0,1.0,0.0
1146445271,588096,1203,1471,0.0,1.0,0.0
1151914046,71888,7,408,0.0,1.0,0.0
1147885985,181200,51,179,0.0,0.0,0.0
1151309965,576100,11649,11887,1.0,0.0,0.0
1152299702,1566324,26309,31503,0.0,1.0,0.0
1149886886,584620,43744,46090,1.0,0.0,0.0
1148683620,598780,5816,6048,0.0,1.0,0.0
1151698306,20748,8,88,0.0,1.0,0.0
1141816331,0,1,2,1.0,0.0,0.0
1148884545,598828,5789,6005,0.0,1.0,0.0
1151617782,594816,32183,32543,0.0,1.0,0.0
1149885211,598704,45089,47777,0.0,1.0,0.0
1139347473,555016,2553,3336,1.0,0.0,0.0
1148645898,598184,5875,6113,0.0,1.0,0.0
1149662818,63900,4,190,0.0,1.0,0.0
1149886883,581756,48833,52661,1.0,0.0,0.0
1147885853,90132,39,167,0.0,1.0,0.0
1146374391,0,3,12,0.0,1.0,0.0
1151738929,25664,9,58,0.0,1.0,0.0
1146447192,588088,1235,1606,0.0,1.0,0.0
1150982988,1596668,32246,36831,0.0,1.0,0.0
1145484488,584620,25791,26565,0.0,1.0,0.0
1147352576,610108,16045,17193,0.0,1.0,0.0
1148547285,81636,6,5600,0.0,1.0,0.0
1142751653,573820,32038,33125,1.0,0.0,0.0
1149912913,604456,43144,50330,0.0,1.0,0.0
1152378345,593716,32514,32792,0.0,1.0,0.0
1145476471,584092,79944,80019,1.0,0.0,0.0
1151726322,82292,9,956,0.0,1.0,0.0
1153983809,588248,15962,16179,0.0,1.0,0.0
1154419607,1385020,22281,27216,0.0,1.0,0.0
1154523053,64580,8,166,0.0,1.0,0.0
1151614549,68880,7,52,0.0,1.0,0.0
1146195813,603916,23392,27716,0.0,1.0,0.0
1147389932,569424,15703,16527,1.0,0.0,0.0
1151725589,25688,9,57,0.0,1.0,0.0
1149509255,0,0,2,0.0,1.0,0.0
1146445273,588080,1228,1510,0.0,1.0,0.0
1153908953,598864,38387,39119,0.0,1.0,0.0
1152455671,0,1,1,0.0,1.0,0.0
1148645700,598848,5888,6093,0.0,1.0,0.0
1145229412,598136,62554,62881,0.0,0.0,0.0
