SubmitTime,Used Memory,AverageCPUTimeUsed,RunTime,OrigSiteID_1,OrigSiteID_2,OrigSiteID_3
1153107865,615864,39330,39825,0.0,1.0,0.0
1136324478,940360,209,478,1.0,0.0,0.0
1144825739,300244,492,4120,0.0,1.0,0.0
1151749502,25652,8,69,0.0,1.0,0.0
1148549941,619196,34108,35893,0.0,1.0,0.0
1149448597,592632,40750,42259,0.0,1.0,0.0
1148060273,85148,9,95,0.0,1.0,0.0
1151707669,113836,27,380,0.0,1.0,0.0
1151413328,592032,37620,38420,0.0,0.0,0.0
1150849351,1180204,21119,47667,0.0,1.0,0.0
1151733825,79272,9,55,0.0,1.0,0.0
1144602079,573004,26839,28025,1.0,0.0,0.0
1153744701,74780,8,55,0.0,1.0,0.0
1146425025,587088,1174,1410,0.0,1.0,0.0
1149132290,89408,53,180,0.0,0.0,0.0
1149320958,81720,16,3332,0.0,1.0,0.0
1139875954,567748,24800,25670,1.0,0.0,0.0
1149605836,56344,4,192,1.0,0.0,0.0
1140995619,568816,28552,29067,1.0,0.0,0.0
1145393984,582320,21886,23470,0.0,1.0,0.0
1152298795,1594368,31889,35236,0.0,1.0,0.0
1146193314,597864,28314,28583,0.0,1.0,0.0
1151730420,25684,9,67,0.0,1.0,0.0
1153748520,74852,8,245,0.0,1.0,0.0
1146445581,588292,1246,1732,0.0,1.0,0.0
1145656357,579996,21388,22619,0.0,1.0,0.0
1150983845,75120,19,1529,0.0,1.0,0.0
1149987118,592248,42092,43968,0.0,1.0,0.0
1153737973,71104,8,85,1.0,0.0,0.0
1146335470,1265120,23594,26700,0.0,1.0,0.0
1152637500,1629036,23649,26686,0.0,1.0,0.0
1145878337,583944,25600,27510,0.0,1.0,0.0
1139457110,552204,1780,2384,1.0,0.0,0.0
1151730019,79288,9,84,0.0,1.0,0.0
1151580149,68944,8,78,0.0,1.0,0.0
1147967093,1554344,31773,36278,0.0,1.0,0.0
1153059078,598952,40400,40758,0.0,1.0,0.0
1152733619,612064,40779,41188,0.0,1.0,0.0
1150735156,43916,3,3608,1.0,0.0,0.0
1139336285,551952,1467,3122,1.0,0.0,0.0
1145940194,1390440,27123,29044,0.0,1.0,0.0
1149843761,614608,23983,24501,0.0,1.0,0.0
1147421967,69032,9,965,0.0,0.0,0.0
1151734240,68888,9,58,0.0,1.0,0.0
1151740093,64188,9,58,1.0,0.0,0.0
1150042687,72224,8,166,0.0,1.0,0.0
1150922219,0,1,2,0.0,1.0,0.0
1148835708,598196,5837,6037,0.0,1.0,0.0
1151650477,20268,9,46,1.0,0.0,0.0
1153186430,76556,9,1846,0.0,1.0,0.0
1150565231,597376,41196,42900,0.0,1.0,0.0
1150478821,598500,29785,30255,1.0,0.0,0.0
1144505463,599704,28968,31696,0.0,0.0,0.0
1140649694,579956,33168,34310,1.0,0.0,0.0
1142817650,572812,29038,31978,1.0,0.0,0.0
1147984564,0,0,1,0.0,1.0,0.0
1149329058,598944,40428,41303,0.0,1.0,0.0
1147347285,587028,17780,18998,0.0,1.0,0.0
1145338710,0,3,7,0.0,1.0,0.0
1152039530,606444,43464,44016,0.0,1.0,0.0
1150005062,585540,53414,56928,1.0,0.0,0.0
1147675025,596708,36715,38050,0.0,1.0,0.0
1148953685,1100732,361,387,0.0,1.0,0.0
1146731853,69828,27,4181,0.0,0.0,0.0
1151752056,25692,8,60,0.0,1.0,0.0
1145540221,1417932,28077,30549,0.0,1.0,0.0
1149699665,593540,35220,35931,0.0,1.0,0.0
1152034708,66008,9,84,0.0,1.0,0.0
1150128237,608084,41870,43225,0.0,1.0,0.0
1152171723,95856,13,599,0.0,1.0,0.0
1148408241,596052,22468,24003,0.0,1.0,0.0
1153222143,0,1,2,0.0,1.0,0.0
1152838710,594236,43547,44033,0.0,1.0,0.0
1147676059,60412,8,169,0.0,0.0,0.0
1151628924,67696,7,67,0.0,1.0,0.0
1151712138,74860,8,83,0.0,1.0,0.0
1151712568,25652,8,66,0.0,1.0,0.0
1141715519,578832,44772,47661,1.0,0.0,0.0
1136493180,978616,885,1219,1.0,0.0,0.0
1147888890,82716,22,4979,0.0,1.0,0.0
1148225210,615444,32957,33195,0.0,1.0,0.0
1147269011,577996,27052,31214,1.0,0.0,0.0
1146581906,570720,29223,38144,1.0,0.0,0.0
1151657334,20332,8,51,0.0,0.0,0.0
1148683638,598380,5801,6040,0.0,1.0,0.0
1149663193,1185404,22271,38640,0.0,1.0,0.0
1149424976,1190088,21384,25486,0.0,1.0,0.0
1153017629,68228,9,79,0.0,1.0,0.0
1144597960,61940,12,1852,0.0,0.0,0.0
1139665343,571432,35382,36715,1.0,0.0,0.0
1151735360,25680,7,62,0.0,1.0,0.0
1152575725,0,1,2,0.0,1.0,0.0
1153726898,67280,8,247,0.0,0.0,0.0
1151646841,71012,8,52,0.0,0.0,0.0
1139933492,566436,21803,22316,1.0,0.0,0.0
1149937132,0,1,1,1.0,0.0,0.0
1146449401,588060,1229,1554,0.0,1.0,0.0
1149871886,1611120,32348,47705,0.0,1.0,0.0
1150967702,0,0,1,0.0,0.0,0.0
1150122324,615148,22823,23043,0.0,1.0,0.0
1145372095,587216,62485,62816,0.0,0.0,0.0
1145519200,589200,20119,22180,0.0,1.0,0.0
1144598338,61980,16,1851,1.0,0.0,0.0
1151661084,116596,19,3883,0.0,1.0,0.0
1146448658,588272,1234,1928,0.0,1.0,0.0
1145232923,585060,64691,65017,0.0,0.0,0.0
1151405125,63444,9,1853,1.0,0.0,0.0
1153735372,74800,8,243,0.0,1.0,0.0
1145253546,601204,47306,47751,0.0,1.0,0.0
1146202437,597612,21609,21834,0.0,1.0,0.0
1150969824,1528948,26036,29316,0.0,1.0,0.0
1150969228,62032,25,2419,0.0,0.0,0.0
1139409190,551568,1447,2089,1.0,0.0,0.0
1151621122,64368,9,82,0.0,1.0,0.0
1150812084,53592,3,3606,0.0,1.0,0.0
1153727378,1596036,39819,66466,0.0,0.0,0.0
1151650115,20296,9,61,1.0,0.0,0.0
1150942964,0,0,2,0.0,1.0,0.0
1152089278,593380,32176,32715,0.0,1.0,0.0
1150814744,75400,20,1851,0.0,1.0,0.0
1146417144,591160,1179,1973,0.0,1.0,0.0
1151735716,25656,9,62,0.0,1.0,0.0
1153734776,80204,8,249,0.0,1.0,0.0
1146723592,68648,13,2200,1.0,0.0,0.0
1151309939,584892,37769,38013,1.0,0.0,0.0
1146667893,73580,48,6775,0.0,0.0,0.0
1151791584,74320,8,81,0.0,1.0,0.0
1153731378,59040,10,238,1.0,0.0,0.0
1153733638,69904,9,248,0.0,1.0,0.0
1146666591,570760,24900,26335,0.0,0.0,0.0
1149378114,624816,21110,21535,0.0,1.0,0.0
1151712873,79260,8,76,0.0,1.0,0.0
1137406892,649832,53207,54052,0.0,0.0,0.0
1150983112,1553524,31434,37193,0.0,1.0,0.0
1152344979,87632,32,8314,0.0,1.0,0.0
1149851347,0,0,2,0.0,1.0,0.0
1151698670,69596,8,60,0.0,1.0,0.0
1149959209,655968,43808,50861,0.0,1.0,0.0
1149959189,597728,45468,52386,0.0,1.0,0.0
1149077580,582248,6779,6974,0.0,0.0,0.0
1146444157,588100,1220,1491,0.0,1.0,0.0
1150970750,603852,45905,46713,1.0,0.0,0.0
1151570030,601532,38142,38812,0.0,1.0,0.0
1141502379,0,1,1,1.0,0.0,0.0
1153224573,598628,40613,40955,0.0,1.0,0.0
1154330104,574924,172853,172992,0.0,0.0,0.0
1147437963,64232,8,64,0.0,0.0,0.0
1151649706,61608,8,50,0.0,1.0,0.0
1150734714,43880,4,3607,1.0,0.0,0.0
1146449857,588120,1273,1603,0.0,1.0,0.0
1147298559,572312,23799,25045,0.0,0.0,0.0
1151697201,53348,10,76,0.0,0.0,0.0
1151651208,25656,9,52,0.0,1.0,0.0
1151710997,85208,9,71,0.0,1.0,0.0
1151645771,79244,9,59,0.0,1.0,0.0
1151721313,74876,9,66,0.0,1.0,0.0
1151655230,20272,9,52,1.0,0.0,0.0
1153729164,25688,8,59,0.0,1.0,0.0
1148063668,98432,46,9045,0.0,1.0,0.0
1151740115,25656,9,78,0.0,1.0,0.0
1152008599,594556,35366,35903,0.0,1.0,0.0
1146668643,572088,27005,29292,1.0,0.0,0.0
1149890278,592596,36749,39209,0.0,1.0,0.0
1153736845,80268,8,248,0.0,1.0,0.0
1148061942,100476,46,10122,0.0,1.0,0.0
1147350591,20728,7,98,0.0,1.0,0.0
1147347260,20288,9,65,1.0,0.0,0.0
1147469455,589020,45399,46620,1.0,0.0,0.0
1150488335,1650580,33979,73638,0.0,1.0,0.0
1137049566,630724,1413,1715,0.0,0.0,0.0
1151648863,64208,10,53,1.0,0.0,0.0
1150823516,593092,46504,51944,0.0,1.0,0.0
1151697827,100732,17,1173,0.0,1.0,0.0
1153233877,0,1,2,0.0,1.0,0.0
1151310317,0,0,28,0.0,0.0,0.0
1146666606,577280,26878,28676,1.0,0.0,0.0
1153744033,80232,8,250,0.0,1.0,0.0
1148940346,598940,5592,5847,0.0,1.0,0.0
1147441981,56048,9,62,0.0,0.0,0.0
1149836044,634528,29793,31184,0.0,1.0,0.0
1151457505,64192,9,64,0.0,0.0,0.0
1154445314,1575868,26977,28636,0.0,1.0,0.0
1145634827,577648,25677,26354,0.0,0.0,0.0
1152184384,593460,30215,30540,0.0,1.0,0.0
1151722456,79232,8,65,0.0,1.0,0.0
1147594833,580596,43259,44433,0.0,0.0,0.0
1154354264,592100,32643,33050,0.0,1.0,0.0
1151730794,79244,9,64,0.0,1.0,0.0
1152541040,75600,13,166,0.0,1.0,0.0
1150469693,579428,44527,52060,1.0,0.0,0.0
1152566393,0,1,2,0.0,1.0,0.0
1146434830,163272,46,1030,0.0,1.0,0.0
1149571720,613684,22109,22555,0.0,1.0,0.0
1151044240,602908,36570,37076,0.0,1.0,0.0
1147675331,592988,37298,38661,0.0,1.0,0.0
1140635013,571672,28857,40485,1.0,0.0,0.0
1147371704,581296,14923,16024,0.0,1.0,0.0
1150116579,598384,45473,46711,0.0,1.0,0.0
1150495182,0,1,2,1.0,0.0,0.0
1147974400,7452,1,1,0.0,1.0,0.0
1150984160,595316,40351,41374,0.0,1.0,0.0
1150795054,53560,3,3609,0.0,1.0,0.0
1154047594,600108,40859,41672,0.0,1.0,0.0
1147952887,587792,15833,16467,0.0,1.0,0.0
1146448691,588140,1236,1509,0.0,1.0,0.0
1152341298,597892,41628,42056,0.0,1.0,0.0
1150469667,584188,47766,54645,0.0,0.0,0.0
1149650414,63844,3,191,0.0,1.0,0.0
1151624559,68920,8,78,0.0,1.0,0.0
1149655392,63856,3,192,0.0,1.0,0.0
1153812715,598716,43201,44915,0.0,1.0,0.0
1149327923,595876,37444,39263,0.0,1.0,0.0
1152737444,602748,43685,44147,0.0,1.0,0.0
1144962961,57120,10,1853,1.0,0.0,0.0
1153230122,0,1,2,0.0,1.0,0.0
1147329015,572244,19312,20221,0.0,0.0,0.0
1152298801,1608180,27440,29475,0.0,1.0,0.0
1147954481,583564,17346,18301,0.0,1.0,0.0
1151753128,25672,9,71,0.0,1.0,0.0
1153724752,59044,9,242,0.0,0.0,0.0
1148338547,1338352,25410,28623,0.0,1.0,0.0
1146412691,588024,1162,1509,0.0,1.0,0.0
1152689107,595196,37844,38190,0.0,1.0,0.0
1154030463,597132,42859,43157,0.0,1.0,0.0
1139930963,568460,23836,24391,1.0,0.0,0.0
1153754503,584936,47095,48526,1.0,0.0,0.0
1149299225,126048,33,2327,0.0,1.0,0.0
1153036750,597104,43144,43446,0.0,1.0,0.0
1140043362,568204,22847,30781,1.0,0.0,0.0
1150107097,583004,51697,52651,1.0,0.0,0.0
1145244973,599056,47051,47533,0.0,1.0,0.0
1144416982,592036,26939,30078,0.0,1.0,0.0
1150815797,589604,51110,58059,0.0,0.0,0.0
1144600005,573892,28997,29957,1.0,0.0,0.0
1149090001,1100860,968,1008,0.0,1.0,0.0
1149321316,75488,18,1851,0.0,1.0,0.0
1148683603,598884,5776,5991,0.0,1.0,0.0
1148884666,599020,5691,5927,0.0,1.0,0.0
1147951375,0,0,2,0.0,1.0,0.0
1147498344,580212,44799,46560,1.0,0.0,0.0
1151791884,79316,9,86,0.0,1.0,0.0
1146723584,69716,15,2517,1.0,0.0,0.0
1147510133,584300,46967,48356,1.0,0.0,0.0
1149016140,1745140,20583,30892,0.0,1.0,0.0
1151086804,60792,9,1852,1.0,0.0,0.0
1141949059,569820,31988,32740,1.0,0.0,0.0
1154527757,1588688,32160,35089,0.0,1.0,0.0
1150098230,90344,36,39144,1.0,0.0,0.0
1145476776,583592,57059,57640,1.0,0.0,0.0
1152105075,71660,8,954,0.0,1.0,0.0
1145566831,601656,57840,58296,0.0,1.0,0.0
1152958399,599888,40948,41661,0.0,1.0,0.0
1150822255,597792,39679,46516,0.0,1.0,0.0
1151702975,30652,10,75,0.0,1.0,0.0
1149518750,594128,32086,32856,0.0,1.0,0.0
1151628619,79340,9,60,0.0,1.0,0.0
1140876890,570832,28065,28634,1.0,0.0,0.0
1152179939,25692,8,55,0.0,1.0,0.0
1151744005,25660,8,62,0.0,1.0,0.0
1146509520,72944,8,1929,0.0,1.0,0.0
1145875482,597604,26455,27722,0.0,1.0,0.0
1145178522,583344,24718,26824,0.0,1.0,0.0
1153007227,605332,40323,40657,0.0,1.0,0.0
1145372085,585396,61214,61611,0.0,0.0,0.0
1151748171,57764,8,61,0.0,1.0,0.0
1148953012,598888,5897,6115,0.0,1.0,0.0
1149487219,620244,26431,26921,0.0,1.0,0.0
1153728609,69864,7,243,0.0,1.0,0.0
1148683624,598868,6049,6232,0.0,1.0,0.0
1156848173,94404,15,1905,0.0,1.0,0.0
1145981762,577044,26152,27202,1.0,0.0,0.0
1153722913,74800,8,241,0.0,1.0,0.0
1149710078,110804,44,169,0.0,1.0,0.0
1136977574,649104,52144,52698,0.0,0.0,0.0
1145722699,589140,25394,26277,0.0,1.0,0.0
1151702972,79296,9,56,0.0,1.0,0.0
1148893413,599108,6207,6474,0.0,1.0,0.0
1152174873,71604,9,1850,0.0,1.0,0.0
1141540770,174620,51,79,1.0,0.0,0.0
1150439714,617512,26862,27130,0.0,1.0,0.0
1145247380,605540,57434,57979,0.0,1.0,0.0
1152143296,150412,30,424,0.0,1.0,0.0
1142751653,574780,35435,36498,1.0,0.0,0.0
1153721179,79228,8,48,0.0,1.0,0.0
1149673469,640880,24738,25144,0.0,1.0,0.0
1136878500,655772,55299,56305,0.0,0.0,0.0
1151265959,62012,33,1849,1.0,0.0,0.0
1147371694,83264,8,72,0.0,1.0,0.0
1151458502,64232,9,55,1.0,0.0,0.0
1146427763,588288,1157,1371,0.0,1.0,0.0
1148232226,81720,4,5599,0.0,1.0,0.0
1147268993,578860,24362,27457,0.0,0.0,0.0
1149545558,110928,44,183,0.0,1.0,0.0
1151457874,580516,35024,35513,1.0,0.0,0.0
1145719776,1425396,27565,29942,0.0,1.0,0.0
1145104606,571236,24074,24855,0.0,0.0,0.0
1152917171,602144,38140,38458,0.0,1.0,0.0
1149959294,616308,47720,51822,0.0,1.0,0.0
1140068947,568820,21865,24294,1.0,0.0,0.0
1153750822,80264,8,442,0.0,1.0,0.0
1152145570,618180,32682,33217,0.0,1.0,0.0
1150479307,599024,29360,29853,1.0,0.0,0.0
1151410762,582760,45503,46144,1.0,0.0,0.0
1151856504,76588,9,1851,0.0,1.0,0.0
1149796066,614980,25043,25254,0.0,1.0,0.0
1151910839,75464,8,1852,0.0,1.0,0.0
1148650853,598892,5931,6174,0.0,1.0,0.0
1152002986,620480,30564,31215,0.0,1.0,0.0
1153030754,599812,42154,42449,0.0,1.0,0.0
1151488379,595236,32258,32751,0.0,1.0,0.0
1140601061,570180,34973,47577,1.0,0.0,0.0
1151733393,25672,8,56,0.0,1.0,0.0
1148651183,598228,5727,6112,0.0,1.0,0.0
1149331729,74956,18,1306,0.0,1.0,0.0
1146723796,571336,28213,29958,0.0,0.0,0.0
1145529064,584104,54128,57459,0.0,0.0,0.0
1149094129,592252,6790,6978,0.0,0.0,0.0
1141475973,574828,28506,29601,1.0,0.0,0.0
1150970744,579964,35887,36747,1.0,0.0,0.0
1145336894,584744,65976,66401,0.0,0.0,0.0
1153725338,85164,7,245,0.0,1.0,0.0
1147329787,603580,17486,18219,0.0,1.0,0.0
1148075853,617288,35920,36198,0.0,1.0,0.0
1139546803,571008,50279,51243,1.0,0.0,0.0
1152168147,25684,9,61,0.0,1.0,0.0
1146447584,588132,1212,1509,0.0,1.0,0.0
1150983168,1570988,31530,37782,0.0,1.0,0.0
1145890374,583508,21647,24433,0.0,1.0,0.0
1152787532,636196,40978,41491,0.0,1.0,0.0
1151657629,20268,8,56,0.0,0.0,0.0
1149576801,585396,36230,37280,0.0,0.0,0.0
1153229100,0,1,2,0.0,1.0,0.0
1151303905,61820,32,1851,1.0,0.0,0.0
1148049551,0,1,2,0.0,0.0,0.0
1151642796,25680,8,55,0.0,1.0,0.0
1136280135,59940,8,1853,1.0,0.0,0.0
1151723587,71980,8,957,0.0,1.0,0.0
1147429392,571448,21068,21611,0.0,0.0,0.0
1151646236,20280,8,54,0.0,0.0,0.0
1147297575,571244,22062,25801,1.0,0.0,0.0
1153107850,599444,44445,45123,0.0,1.0,0.0
1153723401,67264,8,242,0.0,0.0,0.0
1149121425,586444,6598,6820,0.0,0.0,0.0
1150446756,600784,44218,46911,0.0,1.0,0.0
1153222131,597592,39869,40507,0.0,1.0,0.0
1146412391,517756,1337,1567,1.0,0.0,0.0
1153722379,71180,9,240,0.0,0.0,0.0
1151652793,33632,9,51,1.0,0.0,0.0
1153746528,25716,8,52,0.0,1.0,0.0
1151748594,25668,9,72,0.0,1.0,0.0
1148061935,80316,13,333,0.0,1.0,0.0
1149887541,581300,49047,52520,1.0,0.0,0.0
1153722919,20332,9,53,0.0,0.0,0.0
1136494076,646556,47696,48814,1.0,0.0,0.0
1151620514,74744,8,81,0.0,1.0,0.0
1151652007,64236,9,58,0.0,0.0,0.0
1151445414,596588,34824,35547,0.0,1.0,0.0
1154548515,596968,172822,173290,0.0,1.0,0.0
1151413328,581700,39286,39743,0.0,0.0,0.0
1151856502,594948,34138,35874,0.0,1.0,0.0
1152341298,83044,19,209,0.0,1.0,0.0
1146667870,73612,28,4833,1.0,0.0,0.0
1153741360,67312,9,246,1.0,0.0,0.0
1151623367,25644,8,60,0.0,1.0,0.0
1147761938,64804,14,2613,1.0,0.0,0.0
1148022897,615080,35479,35699,0.0,1.0,0.0
1148557659,110304,21,2741,0.0,1.0,0.0
1147298088,567476,18589,20065,1.0,0.0,0.0
1139331927,551436,2639,6346,1.0,0.0,0.0
1153750395,80244,7,438,0.0,1.0,0.0
1151115817,599384,33168,33741,0.0,1.0,0.0
1151733411,25652,9,58,0.0,1.0,0.0
1147949619,96884,40,8849,0.0,1.0,0.0
1151746338,56028,8,67,1.0,0.0,0.0
1149583288,110812,40,171,0.0,1.0,0.0
1151314313,597336,32465,33646,0.0,1.0,0.0
1141109419,552192,1530,1840,1.0,0.0,0.0
1150107506,581992,50623,51950,1.0,0.0,0.0
1140100735,566596,37613,38099,1.0,0.0,0.0
1148083799,107592,44,248,0.0,1.0,0.0
1147701906,592404,37651,39058,0.0,1.0,0.0
1152339197,71664,8,1853,0.0,1.0,0.0
1151916589,583812,39394,39848,1.0,0.0,0.0
1153724749,80292,7,243,0.0,1.0,0.0
1146665940,576540,24864,25907,1.0,0.0,0.0
1140880765,568192,30149,30669,1.0,0.0,0.0
1153745298,67216,10,449,1.0,0.0,0.0
1151018218,584500,43382,44011,1.0,0.0,0.0
1146374406,1272764,23125,26024,0.0,1.0,0.0
1152916634,596988,41684,42174,0.0,1.0,0.0
1149077572,582392,7040,7153,0.0,0.0,0.0
1151642787,25720,8,65,0.0,1.0,0.0
1151053481,599572,42226,42594,0.0,1.0,0.0
1147453058,64700,9,1854,1.0,0.0,0.0
1146419816,588328,1151,1629,0.0,1.0,0.0
1141716891,575016,46635,51145,1.0,0.0,0.0
1145337520,0,3,8,0.0,1.0,0.0
1150086821,72244,8,170,0.0,1.0,0.0
1151917855,0,0,19934,0.0,1.0,0.0
1153724057,74380,8,243,0.0,1.0,0.0
1151399857,595640,44705,45189,0.0,0.0,0.0
1152531267,0,1,2,0.0,1.0,0.0
1148953013,600196,6017,6245,0.0,1.0,0.0
1149652112,63892,3,202,0.0,1.0,0.0
1151651628,25668,8,53,0.0,1.0,0.0
1149064566,1051212,16683,19183,0.0,1.0,0.0
1151500258,599012,32335,32779,0.0,1.0,0.0
1151694889,62956,9,63,1.0,0.0,0.0
1154025994,601160,44782,45139,0.0,1.0,0.0
1149556763,611056,10634,10723,0.0,1.0,0.0
1152531278,109020,24,199,0.0,1.0,0.0
1151699694,1574212,32084,35675,0.0,1.0,0.0
1148859346,598856,5998,6217,0.0,1.0,0.0
1151739312,20292,9,77,1.0,0.0,0.0
1150039692,597616,46459,49656,0.0,1.0,0.0
1151303858,63192,33,1852,1.0,0.0,0.0
1148046756,595728,39872,41727,0.0,1.0,0.0
1151654923,69292,8,55,0.0,1.0,0.0
1146208923,600668,22773,23015,0.0,1.0,0.0
1152182283,592884,31642,31941,0.0,1.0,0.0
1145566807,588784,64659,64964,1.0,0.0,0.0
1139548018,593328,79387,80036,1.0,0.0,0.0
1150124379,584940,52173,53211,1.0,0.0,0.0
1152686314,602296,43303,43732,0.0,1.0,0.0
1150442648,599036,5739,5995,0.0,1.0,0.0
1148078531,100488,41,289,0.0,1.0,0.0
1152147278,107440,30,397,0.0,1.0,0.0
1151216417,1582424,26130,30350,0.0,1.0,0.0
1144505090,580488,29968,32896,1.0,0.0,0.0
1148946080,598864,5827,6086,0.0,1.0,0.0
1146731848,73028,17,1270,0.0,0.0,0.0
1151614134,25632,7,69,0.0,1.0,0.0
1151623360,25652,8,53,0.0,1.0,0.0
1151656867,68864,8,64,0.0,1.0,0.0
1147789723,1555852,28142,30300,0.0,1.0,0.0
1153900560,594372,38941,39864,0.0,1.0,0.0
1149504824,110880,40,162,0.0,1.0,0.0
1149625162,592212,38352,39353,0.0,1.0,0.0
1146446249,588252,1240,1462,0.0,1.0,0.0
1145904499,76724,10,957,0.0,1.0,0.0
1151054168,616808,38188,38594,0.0,1.0,0.0
1153190305,0,3,6,0.0,1.0,0.0
1152698918,1765148,29477,32383,0.0,1.0,0.0
1140113940,583388,89544,90221,1.0,0.0,0.0
1145232926,586568,73388,73736,0.0,0.0,0.0
1153733625,69892,8,246,0.0,1.0,0.0
1151814654,60968,10,976,1.0,0.0,0.0
1151701663,68876,8,52,0.0,1.0,0.0
1149706456,625280,23973,26079,0.0,1.0,0.0
1161852974,290964,8588,20983,0.0,1.0,0.0
1151711734,79308,8,90,0.0,1.0,0.0
1145905678,581800,24006,25453,0.0,1.0,0.0
1151909266,578388,4795,5165,0.0,0.0,0.0
1150100043,98876,31,36884,0.0,1.0,0.0
1149765632,628284,26512,26740,0.0,1.0,0.0
1151692743,71472,8,963,0.0,1.0,0.0
1151696316,25676,9,61,0.0,1.0,0.0
1139781413,574376,26008,26917,1.0,0.0,0.0
1151627477,85172,8,81,0.0,1.0,0.0
1145179312,568112,26752,27394,0.0,0.0,0.0
1150924500,0,0,2,0.0,1.0,0.0
1150061453,60348,7,172,1.0,0.0,0.0
1144597950,586380,25135,28254,0.0,1.0,0.0
1145909725,581080,20982,22455,0.0,1.0,0.0
1136435155,952984,244,568,1.0,0.0,0.0
1149337021,75228,25,1851,0.0,1.0,0.0
1146456882,588112,1277,1523,0.0,1.0,0.0
1151302046,596680,39930,40830,0.0,1.0,0.0
1149886403,594740,52199,55502,1.0,0.0,0.0
1154511914,1764816,29817,32186,0.0,1.0,0.0
1151106092,592756,30547,31133,0.0,1.0,0.0
1146283492,600832,29991,30258,0.0,1.0,0.0
1151128905,1591016,31284,34196,0.0,1.0,0.0
1151654930,20304,8,57,0.0,0.0,0.0
1148338538,1331304,25349,28423,0.0,1.0,0.0
1148061279,117620,42,920,0.0,1.0,0.0
1146450645,588248,1208,1459,0.0,1.0,0.0
1150936742,0,1,2,0.0,1.0,0.0
1151692748,80804,11,167,0.0,1.0,0.0
1140790597,569908,26563,27121,1.0,0.0,0.0
1152730434,569052,172903,173073,0.0,0.0,0.0
1151749025,25688,8,64,0.0,1.0,0.0
1152172320,606228,34941,35231,0.0,1.0,0.0
1152738951,583476,56334,56928,0.0,0.0,0.0
1146419543,588080,1178,2214,0.0,1.0,0.0
1150522594,597880,27413,27791,0.0,0.0,0.0
1153233573,0,1,2,0.0,1.0,0.0
1141080222,567984,24350,24970,1.0,0.0,0.0
1148683259,597608,1107,1148,0.0,1.0,0.0
1146447792,588304,1233,1500,0.0,1.0,0.0
1152180642,76624,9,1847,0.0,1.0,0.0
1147376586,580936,15480,16501,0.0,1.0,0.0
1145476777,584484,62285,62630,1.0,0.0,0.0
1139933484,569284,27015,27568,1.0,0.0,0.0
1146456894,588092,1275,1540,0.0,1.0,0.0
1146446240,588092,1215,1504,0.0,1.0,0.0
1146751469,1179680,26703,38946,1.0,0.0,0.0
1145898261,582860,22314,25520,0.0,1.0,0.0
1139390381,551968,547,1152,1.0,0.0,0.0
1153745908,25708,8,51,0.0,1.0,0.0
1147964975,0,1,2,0.0,0.0,0.0
1150473034,585376,685,724,0.0,0.0,0.0
1145179496,570020,27935,29586,0.0,0.0,0.0
1145566776,601784,56328,56748,0.0,1.0,0.0
1152862301,595580,41799,42203,0.0,1.0,0.0
1140681302,568748,31907,36023,1.0,0.0,0.0
1151615906,598868,34507,34918,0.0,1.0,0.0
1146444149,587988,1215,1455,0.0,1.0,0.0
1153735357,67252,9,447,1.0,0.0,0.0
1151653632,20308,8,62,0.0,0.0,0.0
1148615688,1361660,25815,29012,0.0,1.0,0.0
1153232311,640348,42919,43496,0.0,1.0,0.0
1151696299,71688,9,88,0.0,0.0,0.0
1150529020,614504,24457,24873,0.0,1.0,0.0
1151608683,64252,8,76,1.0,0.0,0.0
1146180640,64816,23,3685,1.0,0.0,0.0
1139402634,551968,1464,2123,1.0,0.0,0.0
1148079934,592480,18144,18820,0.0,1.0,0.0
1145178763,596092,21396,22137,0.0,1.0,0.0
1151814660,71892,7,957,0.0,1.0,0.0
1139426609,551924,1465,2083,1.0,0.0,0.0
1151656485,64244,8,53,1.0,0.0,0.0
1145903054,581240,21447,23278,0.0,1.0,0.0
1151754257,25676,8,64,0.0,1.0,0.0
1146412345,571600,1343,1472,1.0,0.0,0.0
1151649263,20296,8,55,0.0,0.0,0.0
1148884533,1101648,3453,3531,0.0,1.0,0.0
1150446747,0,0,40370,0.0,1.0,0.0
1151792494,56032,9,105,1.0,0.0,0.0
1150983115,1565032,31777,38069,0.0,1.0,0.0
1152190263,1508004,23235,27059,0.0,1.0,0.0
1145255993,601088,54015,54465,0.0,1.0,0.0
1151646183,25656,8,61,0.0,1.0,0.0
1151723599,71892,9,953,0.0,1.0,0.0
1146412663,588104,1168,1472,0.0,1.0,0.0
1153806112,591224,39082,40809,0.0,1.0,0.0
1145332372,602744,52993,53511,0.0,1.0,0.0
1139512370,568144,30277,31256,1.0,0.0,0.0
1149454674,222780,40,180,0.0,1.0,0.0
1151814647,60876,8,963,1.0,0.0,0.0
1145994804,605836,22454,25060,0.0,1.0,0.0
1144597943,591456,24193,27333,0.0,1.0,0.0
1151729233,79332,9,72,0.0,1.0,0.0
1150378620,0,3,9,0.0,0.0,0.0
1152574291,115404,23,608,0.0,1.0,0.0
1146417146,585172,1151,1808,0.0,1.0,0.0
1148343037,82676,41,440,0.0,1.0,0.0
1145456050,584560,28884,29718,0.0,1.0,0.0
1152456567,0,1,2,0.0,1.0,0.0
1152454912,0,1,2,0.0,1.0,0.0
1146448646,588104,1250,2065,0.0,1.0,0.0
1151266363,61928,18,954,0.0,0.0,0.0
