Used Memory,OrigSiteID,AverageCPUTimeUsed,RunTime
0,2,1,2
53544,2,3,3607
571292,0,18909,19536
0,2,1,2
955536,1,273,532
0,2,1,2
596764,2,30438,31185
594784,2,33388,33727
75952,2,10,1847
62896,0,8,84
582696,1,6755,6882
603036,2,44569,45197
586440,1,50086,51367
556008,1,1461,2067
68484,0,14,186
585896,0,59696,60151
80260,2,8,430
570852,1,28578,29266
61932,1,32,1852
618688,2,23804,24107
594648,2,19361,20574
0,2,0,1
571548,0,32382,33759
594548,2,36633,37874
602928,2,43576,44689
75416,2,9,58
598224,2,5867,6082
582404,0,47096,48566
0,0,0,18118
601056,2,27563,27839
580712,1,44322,46993
564996,0,23794,29953
580664,1,36319,36794
575004,0,30927,35182
600524,1,48678,49984
74980,2,20,1853
0,2,0,17648
1416560,1,35613,44453
582232,0,36612,37086
16392,1,8,96
55968,1,10,63
588104,2,1207,1613
79232,2,7,52
598792,2,5807,6023
68888,2,8,49
598428,2,35735,36046
1044148,1,9096,14548
86424,2,13,190
68860,2,9,63
630644,0,543,16499
68888,2,8,78
588232,2,19333,21570
599040,2,5752,5983
594040,2,34714,37158
588220,2,1176,1931
588092,2,1275,1540
72812,2,10,1852
583184,2,22901,24275
573284,0,26871,28049
79304,2,9,65
79308,2,9,74
1190928,0,26931,43829
553156,1,2610,3300
596944,2,40574,40929
81680,2,24,6157
609816,0,46057,47162
556020,1,1459,1773
595504,0,11863,11947
573124,0,27934,32879
620584,2,41525,41928
598984,2,6227,6434
620724,2,36141,36415
592968,2,43574,47107
616308,2,47720,51822
62896,0,9,241
125240,2,31,574
602924,2,47570,47956
617272,2,20082,20501
598784,2,29768,30030
604872,2,41968,42318
575536,0,28759,31280
608864,2,45581,46884
584336,1,50457,51059
606832,2,37404,38338
25664,2,8,59
1051176,2,16426,18768
20300,0,9,53
592612,1,62612,67217
63860,2,3,189
593980,2,33616,34117
0,2,0,2
596860,2,172895,173521
1578108,2,25748,30601
25668,2,8,49
653064,2,28027,28494
552536,1,1463,2088
79300,2,8,58
1164540,2,172928,174089
67344,1,10,451
596972,2,40244,40620
582236,0,6955,7057
599668,2,43242,44343
597616,2,23667,24493
582716,0,44399,45114
597004,2,39537,39833
584224,2,24788,28650
85252,2,7,88
582232,2,17598,18593
39328,1,9,66
588032,2,1237,1459
53348,0,10,76
0,2,1,1
595964,2,33808,34875
0,0,1,1
605964,2,38691,39312
0,1,1,1
594980,2,34209,35080
598696,1,24857,25005
598240,2,6080,6285
1745808,0,43797,55995
601892,2,5761,6000
291696,2,8399,26483
630416,0,1493,1852
597624,2,33279,33568
597604,2,22107,23260
615648,2,36913,37136
76756,2,9,1851
599704,0,28968,31696
613100,2,14784,14866
585240,1,62067,62387
25640,2,9,59
573236,1,27664,29920
600364,2,21831,24792
620380,2,17200,17633
85148,2,8,241
598868,2,4162,4243
1661060,1,2983,4035
95720,2,21,3788
571408,1,29071,40748
593876,2,30890,31349
572092,0,28077,32153
0,1,1,1
598336,1,40396,43009
20296,0,8,57
57188,1,10,1315
600756,1,27551,27949
580996,1,79481,80106
60392,0,9,98
588044,2,1196,1511
55300,1,9,61
596796,2,40248,41415
579696,1,33965,35082
1651024,2,33684,45371
1569356,2,32037,37841
25680,2,8,53
20712,2,8,89
600796,2,17561,18320
80756,2,9,455
601692,2,36744,37604
72744,2,11,2046
591380,2,172804,173152
613356,2,21481,21669
102184,2,22,280
85404,2,14,173
585220,0,67906,68250
64324,0,9,52
588116,2,1282,1622
79220,2,8,69
64132,1,9,88
598664,2,39337,40700
20708,2,8,47
89164,2,17,238
596592,2,40046,40489
56348,2,8,50
608828,2,39868,46577
592392,2,22962,24734
20736,2,8,77
590884,1,53210,54111
596864,2,30808,31702
87640,2,47,10169
0,2,0,2
576552,1,28187,32912
576512,1,21470,22017
1582932,2,26380,30354
74780,2,7,243
582892,2,27552,28371
596076,2,43273,43743
581016,1,36255,37815
86544,2,15,2613
628616,2,18505,19227
601256,2,55972,56439
598644,2,38000,39071
68936,2,8,83
569832,1,35216,47458
1540932,0,39589,47173
53572,2,3,3608
62968,1,8,96
575436,0,19427,21077
600860,2,45753,49531
588276,2,1161,1394
72244,2,8,166
582264,0,7545,7634
25676,2,9,55
595976,2,32399,33215
25688,2,9,66
1575908,2,32066,34422
112264,2,50,1827
81604,2,5,5604
551744,1,544,1043
596684,2,26323,28121
588260,2,1165,1387
30620,2,12,85
663064,0,52129,52973
594940,2,40588,42734
119296,2,22,290
556040,1,1468,1635
53624,2,3,3607
61900,0,18,1851
601684,2,37644,38669
63848,2,3,191
85636,2,8,68
597416,2,24592,26206
25700,2,9,71
53592,2,3,3606
588360,2,1241,1469
617612,2,35504,35848
25684,2,8,66
80228,2,8,428
63880,2,4,190
630872,1,50885,51730
60804,0,9,1852
1181812,0,26142,39075
16412,1,9,90
605832,2,41160,44985
97064,2,13,1021
588100,2,1243,1714
64216,0,9,94
43944,0,3,3606
80052,2,35,131
85576,2,9,64
597688,2,43118,43882
1206908,2,14000,16971
60300,1,8,171
81984,2,9,1245
1418756,2,28027,30531
1556508,2,31986,35065
0,2,1,2
20292,1,9,60
581464,1,30089,31555
602648,1,59214,59693
25668,2,9,61
1640744,2,29298,31343
1584048,2,32205,35407
600036,2,49560,50007
579964,0,36713,36904
616212,2,24643,25211
596812,2,38277,39289
0,0,3,4
141536,2,28,825
0,2,0,2
61592,1,45,1084
25700,2,8,69
0,2,1,2
599052,2,5686,5888
84208,2,11,113
1566604,2,32439,36950
594816,2,32183,32543
616164,2,24034,24254
79232,2,8,65
580556,1,46564,53091
74768,2,11,129
25688,2,8,68
64204,1,9,68
1597976,2,32009,48809
20708,2,8,87
594016,2,21451,22210
30744,1,0,1
583832,1,59629,59967
20752,2,8,78
569312,1,23884,24423
584232,2,23240,24388
596480,2,42019,42885
601960,0,37466,39046
569444,0,22621,23273
57196,1,9,1850
567748,0,18035,18930
581764,0,40264,40923
665728,2,44089,51273
611952,1,45333,47187
576752,0,24050,28669
86924,2,50,6901
598860,2,5933,6278
0,2,1,2
566204,1,26299,36684
79196,2,8,79
59000,2,8,169
59928,1,8,1851
621420,2,33633,35596
64176,1,9,76
618816,1,35409,35902
555860,1,1461,1680
615512,2,20442,20883
588124,2,1204,1408
79268,2,8,64
0,2,1,2
593824,2,31796,32314
599204,2,39223,40138
43876,0,4,3607
0,2,1,2
598188,2,6006,6211
582644,2,1155,1409
670608,2,19003,19464
570892,1,66049,66994
68896,2,9,57
617560,2,38130,38520
76704,2,13,1852
53624,2,3,3607
588088,2,1165,1382
596592,2,41109,43866
568556,1,25725,26973
572308,0,30777,32175
1344592,2,24777,37396
70164,0,15,966
615072,2,35923,36161
569820,0,29562,30949
575192,1,32473,40425
582340,0,6811,6914
571624,0,26447,28762
589132,2,1238,1505
589832,2,172867,173430
654728,1,53835,54725
581136,2,23626,24724
588276,2,1251,1566
601952,2,54842,55273
76684,2,16,3685
598664,2,56946,57392
20732,2,9,90
585280,1,62253,62598
25656,2,8,53
85644,2,9,82
81720,2,4,5602
90664,2,12,126
600028,1,40085,40240
606396,2,38488,38810
74984,2,10,2422
79240,2,8,78
76736,2,9,1847
120272,2,36,517
67244,1,10,431
598368,2,23253,24151
103544,2,27,3266
57224,1,8,1850
1557692,2,32009,36523
597224,1,29118,29465
551700,1,1459,2075
74916,2,9,95
597932,2,40992,41287
0,2,1,1
583428,0,63419,63738
61940,1,33,1853
77648,2,37,1851
589384,1,47967,48940
0,1,0,168752
75516,2,6,429
0,1,1,1
567736,1,31608,32351
65656,0,13,1894
0,2,0,1
591376,2,19408,20513
76584,2,13,3359
572880,1,45666,48261
1577744,2,31762,36249
600312,2,40889,42172
593752,2,32737,33748
581800,2,24006,25453
595324,2,25576,27922
74852,2,11,110
569924,0,17572,18240
1586192,2,32230,34968
583512,2,25245,26893
596912,2,37905,39701
595252,2,36697,36999
581420,0,48388,48864
1587540,2,33583,38159
651680,0,52616,53262
597880,2,44197,46148
60360,0,9,105
61812,2,8,81
571748,0,21429,22374
37476,2,0,2
596212,2,40017,40995
588060,2,1180,1477
60380,1,8,169
20300,0,8,54
20276,1,9,61
597808,2,40426,41979
580392,1,48580,48848
579428,0,23717,24446
89672,2,13,159
25636,2,8,65
595612,2,37961,40013
72784,2,16,1853
74840,2,9,967
598164,2,44794,45185
628656,2,41322,42590
74784,2,10,1852
84668,2,40,172
572228,1,21896,22547
61020,0,9,1853
76860,2,14,3678
85244,2,55,10513
43740,1,3,3606
578404,1,42145,43247
606920,2,37914,42146
1552164,2,31311,38047
932368,2,16212,18396
600612,0,26802,27186
71876,2,10,1854
593804,2,34204,35437
55992,1,9,66
53572,2,3,3608
74776,2,8,260
74320,2,8,81
69968,1,15,2790
585196,2,19334,21256
620484,2,30389,31252
25652,2,7,52
110836,2,46,172
600108,2,38817,39813
64176,1,9,80
568348,1,34925,35414
110528,2,46,6211
600504,2,39465,39968
1091756,2,5259,7254
584464,2,22336,25044
85212,2,7,81
629792,2,38514,39668
69240,1,9,57
600108,2,45695,46220
53516,2,3,3606
69548,1,19,4879
587252,0,60071,60376
20304,0,8,56
578684,0,25909,27767
63872,2,4,195
108972,2,22,254
79332,2,11,115
16392,1,9,77
598844,2,1251,1729
25660,2,9,70
71776,2,9,1850
592988,2,37298,38661
584792,1,31801,43108
90864,2,17,227
1428580,2,27691,30186
57184,1,8,1850
595816,1,49963,50307
0,1,0,1
20744,2,8,79
74316,2,8,261
629676,1,26453,26750
1832040,2,31535,34686
76756,2,7,412
588096,0,48838,49376
584528,2,22573,23310
59896,1,8,1856
599636,2,44123,46471
0,1,0,1
79292,2,8,62
0,2,1,1
615028,2,28537,28772
72732,2,30,1851
598200,2,53498,53973
599052,2,5873,6107
0,0,1,1
79260,2,8,73
633752,2,23298,23555
25640,2,8,61
598812,2,39712,41390
69176,2,8,83
79308,2,9,65
79192,2,9,88
587996,2,1172,1675
662248,0,50587,51281
1580912,2,31014,36241
73692,1,36,5377
76580,2,13,1950
68928,2,8,72
20288,1,9,67
0,2,1,2
641152,2,30521,31226
551952,1,559,1164
616620,2,20895,21332
603772,2,33210,33515
595632,2,24815,25999
554960,1,2572,3362
0,2,0,7430
568580,1,28264,37276
624704,2,37554,37855
1589904,2,31368,36603
1546824,2,25103,29442
579836,2,21629,26121
0,2,0,4726
629604,2,25879,26127
74848,2,7,62
80280,2,8,431
583084,1,49669,55184
591540,1,51116,52233
588012,2,1154,1378
585412,2,24995,27579
117792,2,42,602
589812,1,50050,50635
141100,2,43,950
599404,2,47315,48581
25664,2,8,70
599076,2,31626,32144
76664,2,13,149
61964,1,30,1849
586332,1,47538,48019
931308,2,16362,19050
588296,2,1174,1426
291988,2,8476,20274
587604,0,59434,59815
71552,0,8,99
581316,1,48253,49928
91388,2,26,4139
594864,2,32537,32988
64204,0,9,72
616036,2,37575,37804
647180,2,26734,27003
70588,2,8,62
577660,0,24335,25149
595736,2,39135,39549
588272,2,1227,1534
600768,2,47019,47471
571072,0,19230,19853
577824,0,29299,32689
571024,0,19785,21351
579996,2,21388,22619
0,1,1,2
74844,2,8,59
595584,2,33246,33685
100468,2,44,7511
588316,2,1164,1681
581000,0,42600,43400
0,2,1,2
36136,2,9,53
581256,2,15818,16455
43876,0,3,3607
36204,2,8,63
588460,0,65845,66269
0,0,0,18125
615660,2,24234,24454
594172,1,25989,27203
580996,2,24361,26965
586184,0,58763,59089
571392,1,18239,20166
20272,0,9,78
73012,0,9,143
606000,2,16633,17368
602436,1,45535,46572
79340,2,10,187
595060,0,42021,42342
76768,2,9,1851
566304,1,23143,25198
69268,1,18,3684
601680,2,33823,35436
79292,2,9,73
0,2,1,2
598956,2,5883,6111
598924,2,5957,6200
55916,1,2,772
85184,2,8,85
59888,1,9,1850
596520,2,172913,173310
602748,2,56450,56952
1397692,2,27818,30002
598156,2,5958,6182
588072,2,1224,1669
25712,2,9,62
577576,0,24882,30371
59896,1,8,1851
603948,2,33624,33939
1180480,2,21039,34869
43860,0,3,3606
74832,2,8,54
617752,2,34894,35134
82092,1,113,25076
568676,1,29901,30747
25668,2,8,61
594100,2,26299,27747
287164,0,732,2276
597780,2,37960,38330
82728,2,39,490
1101524,2,3854,3949
569724,1,23691,24690
600068,2,40235,42817
604740,2,44332,44880
94604,2,11,372
951676,0,4481,6011
582288,1,6954,7051
569584,1,27057,27576
79300,2,9,73
595952,2,30440,31030
588092,2,1243,1599
572040,0,28011,28664
591704,2,39659,40170
576040,0,22818,23449
934140,1,202,470
74824,2,8,84
79204,2,9,108
80268,2,8,440
69892,2,8,246
582884,0,43573,45347
616504,1,35006,36004
597744,2,42930,43357
613172,2,22223,22484
53580,2,3,3606
16448,1,9,79
569964,1,29441,30021
616484,2,23130,23577
0,2,1,2
80372,2,28,378
76728,2,9,1849
74412,2,8,95
582256,0,7007,7113
1550684,2,31313,37398
585284,1,51534,52884
567384,1,21654,22510
592552,1,50565,55019
0,2,1,2
121660,2,45,6322
576616,1,30220,31762
80236,2,7,265
1591336,2,28080,29591
1581300,2,30866,34403
617136,2,17436,17587
588252,2,1169,1662
602772,2,44996,46468
599172,2,30448,31051
584720,0,63603,63923
63356,1,18,1853
85176,2,8,71
595920,2,33258,33872
616168,2,24178,24636
574080,0,23351,24275
69296,2,8,52
63884,2,3,193
1675180,0,3083,4245
100748,2,18,212
588300,2,1218,1509
558632,1,6688,7311
60896,0,10,1852
293248,2,8536,28791
599124,2,33363,33685
16432,1,8,75
82056,2,10,833
90940,2,20,2187
84732,2,40,168
673760,2,41754,43712
0,2,0,1
72792,2,24,1851
25652,2,8,49
25660,2,9,65
80200,2,7,430
607108,2,41289,41624
601448,2,39929,40549
79280,2,9,58
582240,2,19429,20716
68912,2,7,72
1574020,1,2348,3643
1388752,2,28268,30523
596824,2,42715,43063
609992,2,42442,42725
582260,0,7019,7124
79328,2,7,63
57100,1,8,1850
316932,2,1364,2475
79244,2,8,64
86460,2,11,1016
75152,2,9,1855
67244,0,9,244
25664,2,8,64
92308,2,32,3244
82944,2,9,876
605392,2,36617,37108
591248,0,47730,50145
593888,2,34525,35015
592448,2,36937,38012
598892,2,5701,5931
0,2,1,2
594200,1,5767,5865
583520,2,19379,20662
25668,2,8,74
577240,0,23783,25454
20280,0,8,53
556196,1,11316,11606
599744,2,54678,55123
624816,2,21110,21535
0,2,3,7
76740,2,14,3300
140744,2,45,2121
0,2,1,2
582048,2,21458,22918
604192,2,5624,5826
631620,2,28406,29225
594528,2,32830,33512
20284,0,8,57
59900,1,8,1850
599852,2,44107,44424
527108,0,645,2412
601168,2,32938,33812
597584,1,68766,69088
580268,0,30914,31720
596548,2,33166,33686
88052,2,16,1012
585596,0,48872,50211
68612,2,8,53
613984,2,42190,42638
582136,2,18258,22580
0,2,0,1
25648,2,9,56
43864,1,3,3607
593496,1,5946,5989
598416,2,5949,6143
598960,2,5876,6084
573120,1,32406,36001
592992,2,41472,42526
20276,1,9,57
300156,2,488,3402
1577864,2,30929,34785
567700,1,23501,24321
25688,2,10,60
59900,1,9,1853
595412,0,6584,6640
624716,1,41949,42920
584676,1,51842,53151
577596,0,29027,30410
600060,2,42337,43356
0,2,1,2
100492,2,39,169
597276,2,35256,35798
579428,1,30396,35553
597356,2,38635,41081
591796,2,41443,41961
80296,2,7,436
25668,2,8,68
581572,0,50024,56633
25660,2,8,54
79252,2,10,95
1607088,2,32940,37449
590104,0,42923,50772
1551020,2,31293,34307
597912,2,49757,50180
554980,1,2581,3365
598660,2,5841,6022
173964,2,45,1276
551128,1,1797,2424
598872,2,5613,5838
91528,2,41,8900
630920,0,1495,2945
595560,2,39810,40882
588108,2,1175,1690
53600,2,3,3606
579404,1,48375,49165
77300,0,10,1879
63444,1,9,1853
20316,0,9,65
576028,0,27094,27895
72940,2,29,3683
637692,2,33456,33805
25648,2,8,62
20716,2,9,79
70672,2,8,77
72712,2,16,1846
551712,1,1458,2128
615036,2,20149,20576
582800,2,18291,20423
1595560,2,31028,33484
0,2,1,2
76860,2,19,4735
581436,1,36400,36924
1440736,2,22145,23648
659912,1,47273,50406
116280,2,86,8760
552192,1,6860,7476
598792,2,36087,36925
25652,2,9,52
41136,1,0,1
81912,2,9,965
594736,2,33932,34228
63332,0,9,114
71700,2,7,54
592348,2,41401,41777
588604,2,172870,173887
76004,2,11,1849
25664,2,8,72
604192,2,5601,5906
617980,2,20866,25128
57504,1,8,78
599036,2,5862,6087
1551516,2,26985,29117
36464,2,0,2
603256,2,59550,60080
1595228,2,21483,24203
601384,2,35100,35714
81628,2,4,5605
588264,2,1214,1447
597204,2,35587,36448
580648,1,87953,89690
589748,0,37801,38558
1703872,2,26747,29707
20272,0,10,69
53604,2,3,3606
558816,1,7151,7778
99068,2,24,191
594944,2,31523,32278
75492,2,11,432
568384,1,25477,26254
588076,2,1164,1421
608820,2,40065,41269
534400,2,1164,1422
76588,2,9,1851
74624,2,8,49
595720,2,22288,23781
569328,1,19479,21589
1100704,2,1328,1374
588120,2,1164,1368
67316,1,9,254
580432,2,21073,28730
583636,1,17176,18956
588344,2,1233,1720
86512,2,14,2003
596720,2,46070,46528
94688,2,11,119
574620,0,23458,24447
295008,1,10156,20177
947736,1,217,465
599964,2,43650,43979
54136,0,9,113
61940,0,29,1856
592572,0,23888,24501
1346660,2,25749,29698
616064,2,25175,25421
570512,1,27308,28158
62908,1,30,1852
75240,2,8,94
85148,2,8,91
603252,2,55901,56378
582872,2,16982,18078
1185820,2,21085,28738
588816,2,1227,1542
133108,2,40,166
572152,0,27554,28325
659704,0,49019,50234
632752,2,17070,17496
602244,2,47805,49128
68964,2,9,74
596912,2,38906,40049
75292,2,9,63
596972,0,25807,26024
595608,2,46117,46639
108892,2,40,167
82340,1,16,355
1050180,2,16899,19069
73208,2,30,3680
608936,0,37006,37188
0,2,0,1
552084,1,12195,12654
591720,2,30917,31413
97380,2,19,192
596396,2,37167,39094
593892,2,172922,173326
598476,2,34124,34437
85396,2,9,92
583864,2,16187,17902
82560,2,15,2025
602120,2,41097,41507
20732,2,8,79
0,0,0,19401
612184,2,9752,9860
25692,2,9,53
598840,2,5662,5892
591380,2,25665,28698
614652,2,23702,24133
599372,2,44086,45489
581856,2,22594,23698
588104,2,1375,1634
1131068,2,14123,14230
590488,2,18061,19034
611736,2,42116,42524
25684,2,8,50
593560,2,36327,37575
572964,1,29528,30484
594724,2,19205,20534
68724,1,18,3513
566920,1,18684,19878
598820,2,5477,5672
79248,2,8,68
20280,1,9,62
0,2,1,2
551940,1,1437,2314
584892,1,37769,38013
25680,2,8,65
79236,2,9,63
1126852,2,6612,7692
1576876,2,28598,30267
614504,2,24457,24873
20304,1,10,59
599036,2,5776,6081
177400,2,43,1026
61876,0,29,1853
72716,2,26,2416
579420,0,18844,19475
84656,2,44,168
594352,0,37832,38620
90336,1,38,39153
61852,0,19,1853
599256,2,5832,6056
580424,2,16544,17722
588128,2,1160,1980
57180,1,8,1850
569604,0,28770,33145
704432,1,47944,50492
90420,2,21,3058
577796,0,21888,23493
595468,2,37742,38185
56000,1,9,73
71928,2,6,411
74972,2,18,1853
1781296,2,29996,33300
43908,0,3,3607
580400,2,22714,25425
613340,2,12758,12870
612696,2,21078,21277
588104,2,1166,1693
1599848,2,28294,34080
608180,2,48332,63511
74952,2,8,1848
25664,2,9,52
311496,2,411,2101
72760,2,13,1852
0,2,0,17791
608080,2,28993,29304
604128,2,5906,6139
588108,2,1168,1427
592264,2,42375,43886
597000,2,40989,43096
592332,2,40861,41280
588272,2,1167,1849
583564,0,26801,29582
600000,2,47569,47992
582208,0,6919,7040
0,2,1,2
603188,2,52906,53344
613376,2,41472,42422
75340,2,13,1855
0,2,1,2
71616,2,12,1851
586284,2,23842,27022
579564,0,41683,42798
72816,2,17,1851
602976,2,38536,39336
25672,2,7,62
76516,2,11,2220
598160,2,5981,6197
85136,2,8,52
609960,2,45214,45579
588408,2,1248,1560
25692,2,8,49
117776,2,43,175
585412,2,20135,22143
571380,1,21608,22336
20312,0,9,68
61312,0,12,1853
588100,2,1266,1579
64196,1,9,76
61948,1,23,1854
555052,1,2646,3438
141892,2,43,2103
597936,2,34994,35467
590412,2,22479,25915
64196,0,8,60
591792,2,40524,40910
581212,0,42865,43956
583220,2,17176,18050
603372,2,33629,33992
299980,2,482,2154
589056,2,1168,1417
85228,2,8,73
601196,2,34634,35031
588252,2,1173,2200
1824876,1,40000,51744
570444,1,24863,25726
593024,2,30376,30815
1388940,2,22530,30534
616084,2,38099,38364
596836,2,40278,40845
580628,0,29119,31159
85172,2,8,247
0,2,0,1
597976,2,46279,50084
595972,2,25480,25776
80236,2,8,439
576656,1,27333,28116
581496,1,48187,49123
52872,0,8,76
580748,2,23878,27304
0,2,1,2
616312,2,23507,23955
599672,2,33502,34261
57144,1,9,1849
58976,2,8,169
582248,2,23314,24196
601188,2,54096,54525
588300,2,1159,1656
579876,1,39941,41357
0,2,1,2
588060,2,1152,1418
604128,2,30154,30948
582916,2,16640,18587
579960,0,49219,51774
599096,2,6023,6263
64192,1,9,46
623828,2,22318,22518
83056,2,31,676
77592,2,11,1939
79292,2,8,66
50624,0,9,61
1325980,2,15227,19596
595752,2,39617,41723
599096,2,5982,6177
594256,2,34168,34881
216608,2,43,987
79336,2,8,53
595152,2,42868,43860
615252,2,36598,36841
570068,0,20610,21583
582352,2,16147,16820
79236,2,8,63
598696,2,6101,6322
1594388,1,39450,52560
85208,2,8,248
66536,2,10,65
598028,2,43188,44837
615516,2,19993,20456
598024,2,41134,42859
65856,1,13,476
64664,1,7,892
293384,1,9097,17192
597780,2,40069,40585
60928,0,10,1853
588116,2,1272,1698
77596,0,10,1890
0,2,0,2
69316,2,9,57
0,2,1,1
61796,1,11,194
73348,2,15,131
25684,2,8,67
622568,2,41360,42305
79264,2,8,60
615544,2,32700,33205
588520,1,47384,48111
64856,0,15,1293
602220,2,49313,49753
619420,2,18735,19155
583388,2,20340,21951
618176,2,36475,40506
0,2,1,2
588268,2,1237,1930
591832,2,45004,51761
85600,2,8,108
59808,1,8,1851
585440,2,21591,22353
1570388,2,31545,34875
641652,2,38626,39605
0,2,1,2
63884,2,7,57
79276,2,8,64
597508,1,40728,41153
599524,2,44845,51813
609396,2,41963,42453
582392,2,22794,23639
577588,0,28203,29297
64204,1,9,56
604096,2,52374,52821
630572,2,38724,39214
1447956,2,21931,23328
59912,1,8,1851
606756,2,42765,44488
72724,2,17,1851
578604,0,21480,22240
598944,2,40428,41303
554972,1,2677,3465
71432,2,9,1853
595800,2,38560,38869
62004,0,28,1852
74748,2,8,53
81692,2,5,5601
616132,2,34953,35150
569348,1,26770,29622
967256,2,3653,5499
75264,2,8,58
596252,2,43997,45011
61964,0,21,1852
601992,2,51083,51551
600404,2,15528,17072
80248,2,8,444
68856,2,9,72
100084,2,25,489
82004,2,9,656
592984,2,32517,33314
586896,0,65177,65571
624872,2,20724,21188
20292,0,9,55
584576,2,20430,21953
68868,2,10,70
584432,1,32897,35913
587796,2,172921,173210
25684,2,8,54
25668,2,7,74
573556,1,25510,26339
588228,2,18286,19464
588072,2,1175,1503
580948,1,48496,51067
79324,2,9,65
69840,2,9,246
613612,2,19973,20165
25668,2,9,64
65256,2,8,52
53572,2,3,3606
583716,0,44395,46157
25696,2,8,50
578160,1,26862,30792
572308,0,27222,29764
580744,2,21140,23755
0,2,3,14
581832,0,6711,6877
620684,2,21413,21844
47756,0,10,109
598124,2,31832,32732
1185548,2,21763,33812
75244,2,24,1852
96880,2,50,11578
597120,2,41873,42930
69860,2,8,241
596020,2,22916,25372
581784,1,51046,51857
0,2,1,2
572208,0,29671,30997
573644,1,32305,33772
20752,2,9,81
0,0,0,1
0,2,0,2
591444,2,41021,42011
67268,1,10,442
618208,2,36538,36794
0,0,3,10
582596,0,48014,49242
69308,2,10,72
79256,2,7,59
588280,2,1268,1583
594484,2,35048,35779
596792,2,40877,42292
619552,1,48422,49511
582812,2,16568,19162
67204,0,9,431
69284,2,8,61
25672,2,9,54
20276,1,10,50
72220,2,8,170
64768,1,13,2672
588100,2,1163,2113
90524,2,11,108
25696,2,8,54
597544,2,40104,40868
0,2,1,2
59856,1,8,1851
25680,2,9,52
25668,2,8,59
583764,1,46342,48875
62976,0,9,241
595288,1,45122,47859
580716,1,47886,48752
87048,2,13,1602
20284,1,9,54
569684,1,20618,21235
0,2,0,2
608092,2,3958,4012
74884,2,8,82
53620,2,3,3607
582264,0,6878,6991
598700,2,40358,41037
618064,2,26192,26416
20312,1,9,62
552008,1,1543,2303
580740,2,25540,27612
1051180,2,16128,17969
79276,2,8,52
79308,2,8,80
561176,1,172863,173672
612912,2,19160,19283
601004,2,51016,51557
1173028,2,20454,33516
601160,0,44737,45950
599976,2,43980,44329
0,2,1,1
602264,1,30727,31846
633136,0,27122,27664
609356,2,50055,50628
598004,2,43635,44220
588100,2,1156,1388
71788,2,8,1851
573208,1,22296,24816
573904,1,25838,26791
597000,2,40457,41363
615012,2,35059,37197
91404,2,21,4729
598900,2,5807,6051
583292,2,18241,18929
612784,2,39740,40071
101344,2,23,1956
588576,1,45366,46704
597112,2,38555,39061
1398524,2,28487,31074
582096,2,13101,14105
581516,0,6796,6925
551612,1,2611,6117
79200,2,9,61
604032,2,43938,46115
61948,1,20,1852
597472,2,40779,41318
1571400,1,2174,4070
587548,2,18434,20394
585052,2,24352,25242
0,0,1,1
600264,2,25755,25982
588056,2,1195,1566
568424,1,33207,44977
20736,2,9,82
594528,2,32945,33430
599544,2,29215,29933
588148,2,1229,1507
568376,1,25564,27377
581876,2,20263,20980
597068,2,40875,42221
25660,2,8,66
25688,2,7,59
0,2,0,1
53556,2,3,3606
598740,2,40114,41179
569936,1,31651,37761
588040,2,1162,1468
582884,1,26813,27953
68948,2,9,77
1640764,2,33631,38995
68932,2,7,66
74868,2,9,85
584056,1,52035,55818
81684,2,4,5598
584248,1,62695,63107
589584,1,37836,39636
0,2,1,1
583880,2,24410,26448
595600,2,40484,41871
602464,2,41657,42986
72312,2,8,65
574640,1,28572,30398
1557444,2,31516,34230
588240,2,1221,1486
594696,2,30115,30859
621176,2,34172,34402
596924,2,37203,38066
613880,2,21985,22265
76832,2,9,1847
594632,2,33304,33874
594772,2,36471,36757
614020,2,22858,24955
559680,1,1450,2097
588212,2,1167,1526
580892,0,39233,39429
581616,2,16493,17126
572444,1,91037,91759
0,2,1,2
1767192,2,36161,40688
55740,1,9,1923
616112,2,24983,25201
68988,2,9,74
596388,2,25009,26230
72624,2,29,1847
588116,2,1226,1413
593716,2,32514,32792
961816,1,238,495
604724,2,52739,53217
0,2,1,1
0,2,0,1
570660,1,29894,30433
588076,2,1245,1507
71736,2,8,953
61968,0,14,1853
84712,2,12,1895
578236,1,28239,29349
580112,1,25836,26762
60776,1,12,1854
110932,2,40,189
598188,2,6289,6487
1358880,2,25492,28185
596844,2,172898,173216
56016,0,9,72
0,2,1,2
583500,1,63429,63829
0,2,0,2
605512,0,24338,24522
67380,0,30,3770
20732,2,8,85
617432,0,36129,37822
575692,0,28033,29331
117564,2,42,979
102812,2,19,250
597584,2,32010,32436
596912,2,39692,40843
601316,2,56560,57010
64228,0,9,52
25664,2,8,49
66408,2,8,75
1404892,2,30493,32618
0,2,3,3
588120,2,1163,1414
65380,2,8,67
1560236,2,31239,33923
604088,2,6170,6375
25692,2,9,62
1398384,2,27919,29759
570312,0,18695,19343
63416,0,10,959
1102796,2,3263,3344
0,2,1,2
76720,2,7,1851
584336,2,24770,26297
584284,2,18334,19106
72164,2,8,169
597016,2,35799,36116
70632,2,3,15
71064,1,21,3887
69760,2,9,80
63436,1,10,1856
25652,2,8,51
573312,1,29199,29724
74956,2,9,79
597084,2,25430,26697
79812,2,14,2672
592272,2,16356,16964
25660,2,8,53
48448,0,9,121
1611168,2,21912,25677
