SubmitTime,Used Memory,AverageCPUTimeUsed,OrigSiteID_1,OrigSiteID_2,OrigSiteID_3,RunTime
1147455364,60988,10,0.0,0.0,0.0,1853
1152798721,602292,41470,0.0,1.0,0.0,41785
1146434830,163272,46,0.0,1.0,0.0,1030
1152343476,607984,172909,0.0,1.0,0.0,173278
1150105011,596316,43599,0.0,1.0,0.0,45104
1153731379,62664,10,1.0,0.0,0.0,249
1140553843,577540,35180,1.0,0.0,0.0,47275
1151659234,596232,36805,0.0,1.0,0.0,37701
1146030148,581840,23322,0.0,1.0,0.0,26314
1152179515,85148,9,0.0,1.0,0.0,53
1145319340,585416,61842,0.0,0.0,0.0,62272
1152862299,609248,45302,0.0,1.0,0.0,45631
1147391464,600688,16603,0.0,1.0,0.0,18049
1151730420,25684,9,0.0,1.0,0.0,67
1150983003,1000720,4548,0.0,1.0,0.0,11234
1145338710,0,3,0.0,1.0,0.0,7
1153118165,597780,40069,0.0,1.0,0.0,40585
1150931423,0,0,0.0,1.0,0.0,1
1149650727,63892,3,0.0,1.0,0.0,190
1152145145,105520,19,0.0,1.0,0.0,269
1145983997,584128,25747,0.0,1.0,0.0,27877
1150441573,596192,22754,0.0,0.0,0.0,22941
1149504965,217044,60,0.0,0.0,0.0,201
1136299231,59864,8,1.0,0.0,0.0,1851
1151734969,71520,8,0.0,1.0,0.0,56
1151754252,25684,8,0.0,1.0,0.0,67
1148651162,598204,5802,0.0,1.0,0.0,6015
1147724614,589460,20790,0.0,1.0,0.0,21952
1147723086,583940,17255,0.0,1.0,0.0,18985
1140831430,575036,29941,1.0,0.0,0.0,30652
1147973677,0,1,0.0,1.0,0.0,1
1153735885,80292,9,0.0,1.0,0.0,432
1153747488,25708,8,0.0,1.0,0.0,43
1140601063,568848,31209,1.0,0.0,0.0,43131
1151458502,64232,9,1.0,0.0,0.0,55
1153726901,59016,9,0.0,0.0,0.0,246
1148683628,598912,5574,0.0,1.0,0.0,5791
1154419611,62284,9,0.0,1.0,0.0,63
1151513525,1572720,31916,0.0,1.0,0.0,35354
1144597943,591456,24193,0.0,1.0,0.0,27333
1151696299,71688,9,0.0,0.0,0.0,88
1152038637,598032,41225,0.0,1.0,0.0,41588
1140073197,571688,27292,1.0,0.0,0.0,27921
1137045874,630764,1444,0.0,0.0,0.0,1756
1154329685,583968,37552,0.0,0.0,0.0,37763
1139409190,551568,1447,1.0,0.0,0.0,2089
1152178730,87464,17,0.0,1.0,0.0,261
1149885185,584800,55581,1.0,0.0,0.0,59728
1152665133,1773180,36564,0.0,1.0,0.0,43294
1137054105,655684,50778,0.0,0.0,0.0,51398
1146669070,68692,19,1.0,0.0,0.0,3734
1152541263,0,1,0.0,1.0,0.0,2
1153736832,74816,8,0.0,1.0,0.0,247
1148877812,598260,6074,0.0,1.0,0.0,6254
1151303319,63352,30,0.0,0.0,0.0,1850
1151727522,25672,8,0.0,1.0,0.0,67
1150379114,0,3,0.0,0.0,0.0,5
1151792482,68860,9,0.0,1.0,0.0,88
1140662654,569400,35676,1.0,0.0,0.0,42626
1151054168,592984,40777,0.0,1.0,0.0,41551
1146444491,588076,1233,0.0,1.0,0.0,1514
1148858911,603100,5453,0.0,1.0,0.0,5716
1150497847,602836,40107,0.0,1.0,0.0,41777
1151651208,25656,9,0.0,1.0,0.0,52
1139390383,559844,588,1.0,0.0,0.0,1186
1153729164,25688,8,0.0,1.0,0.0,59
1151609614,25704,8,0.0,1.0,0.0,74
1149077580,582248,6779,0.0,0.0,0.0,6974
1149600270,581980,38132,1.0,0.0,0.0,38938
1150815791,70164,15,0.0,0.0,0.0,966
1151728818,25672,9,0.0,1.0,0.0,62
1146374393,1265208,24588,0.0,1.0,0.0,27892
1139336632,551956,1476,1.0,0.0,0.0,2990
1150803167,66384,3,0.0,1.0,0.0,3606
1152762778,592696,42081,0.0,1.0,0.0,42707
1140995619,568816,28552,1.0,0.0,0.0,29067
1151739288,85636,10,0.0,1.0,0.0,65
1150446747,0,0,0.0,1.0,0.0,40370
1153745907,25664,7,0.0,1.0,0.0,54
1139336283,559284,1476,1.0,0.0,0.0,3273
1149590898,613180,10506,0.0,1.0,0.0,10581
1139390381,551968,547,1.0,0.0,0.0,1152
1137410408,65968,12,0.0,0.0,0.0,1674
1141124538,573908,32278,1.0,0.0,0.0,35285
1146063426,87624,36,0.0,1.0,0.0,3774
1149094129,592252,6790,0.0,0.0,0.0,6978
1151614549,68880,7,0.0,1.0,0.0,52
1148960176,598812,6144,0.0,1.0,0.0,6377
1151729220,25684,8,0.0,1.0,0.0,62
1151738420,79344,9,0.0,1.0,0.0,75
1151659594,591872,31587,0.0,1.0,0.0,33018
1151425755,106656,21,0.0,1.0,0.0,2498
1146449478,588312,1255,0.0,1.0,0.0,1436
1151556809,592860,36360,0.0,1.0,0.0,37041
1151214901,1558048,31693,0.0,1.0,0.0,34829
1150797593,53584,3,0.0,1.0,0.0,3607
1149064146,598676,5632,0.0,1.0,0.0,5871
1151731596,20284,8,0.0,0.0,0.0,63
1150607793,599148,40346,0.0,1.0,0.0,42043
1151713172,25700,7,0.0,1.0,0.0,69
1152341298,83044,19,0.0,1.0,0.0,209
1139933492,566436,21803,1.0,0.0,0.0,22316
1151107542,76520,9,0.0,1.0,0.0,1853
1139514979,568676,29901,1.0,0.0,0.0,30747
1144277871,581972,33205,1.0,0.0,0.0,34622
1147302279,580160,17121,0.0,1.0,0.0,19480
1153724057,74380,8,0.0,1.0,0.0,243
1149508799,613212,15642,0.0,1.0,0.0,15760
1149701764,1596320,33317,0.0,1.0,0.0,38346
1151560660,582044,42218,1.0,0.0,0.0,42890
1149385220,620380,17200,0.0,1.0,0.0,17633
1151623727,109852,15,0.0,1.0,0.0,985
1145913120,574460,28862,0.0,0.0,0.0,39903
1153107865,615864,39330,0.0,1.0,0.0,39825
1139404911,558900,2491,1.0,0.0,0.0,3262
1145719477,1394080,27460,0.0,1.0,0.0,29507
1152106901,25676,9,0.0,1.0,0.0,65
1153222131,597592,39869,0.0,1.0,0.0,40507
1146665934,577292,28987,1.0,0.0,0.0,29716
1151570030,601532,38142,0.0,1.0,0.0,38812
1151659597,79308,9,0.0,1.0,0.0,65
1145984503,577848,28010,0.0,0.0,0.0,28690
1147297080,573084,25819,1.0,0.0,0.0,27430
1140702477,575716,31730,1.0,0.0,0.0,41252
1152926331,599276,41120,0.0,1.0,0.0,41457
1148063665,20756,7,0.0,1.0,0.0,49
1154527757,1588688,32160,0.0,1.0,0.0,35089
1151744004,68944,9,0.0,1.0,0.0,64
1151665018,79232,9,0.0,1.0,0.0,71
1144599123,579768,21234,0.0,1.0,0.0,24232
1147404528,55052,9,0.0,0.0,0.0,133
1154538885,141892,43,0.0,1.0,0.0,2103
1146665943,642220,27844,1.0,0.0,0.0,29279
1151909750,71844,9,0.0,1.0,0.0,1850
1145177304,580240,23619,0.0,1.0,0.0,24488
1150982988,1596668,32246,0.0,1.0,0.0,36831
1145484488,584620,25791,0.0,1.0,0.0,26565
1149550404,596108,32025,0.0,1.0,0.0,32830
1151737639,25660,8,0.0,1.0,0.0,64
1146222907,595988,26087,0.0,1.0,0.0,26347
1150794633,53568,3,0.0,1.0,0.0,3607
1148904630,582256,6867,1.0,0.0,0.0,6989
1145928759,74320,9,0.0,1.0,0.0,62
1145253546,601204,47306,0.0,1.0,0.0,47751
1151709125,25640,9,0.0,1.0,0.0,68
1151725247,25672,8,0.0,1.0,0.0,68
1149728102,618340,23444,0.0,1.0,0.0,23682
1146426584,588140,1163,0.0,1.0,0.0,1440
1151693053,1581344,31513,0.0,1.0,0.0,35564
1151736370,25672,8,0.0,1.0,0.0,58
1147329789,586108,17153,0.0,1.0,0.0,17980
1153028413,77452,9,0.0,1.0,0.0,77
1149796328,620484,25438,0.0,1.0,0.0,25645
1152182283,592884,31642,0.0,1.0,0.0,31941
1148953013,600196,6017,0.0,1.0,0.0,6245
1150946607,43256,0,0.0,1.0,0.0,2
1151265948,77768,19,0.0,1.0,0.0,968
1153182202,82360,9,0.0,1.0,0.0,1029
1146447560,588300,1242,0.0,1.0,0.0,1572
1149491949,0,0,0.0,1.0,0.0,2
1147299539,581204,18442,0.0,1.0,0.0,20381
1149508553,580908,38483,1.0,0.0,0.0,39296
1151916028,0,0,1.0,0.0,0.0,2851
1136480304,935600,214,1.0,0.0,0.0,467
1148226442,71748,8,0.0,1.0,0.0,1850
1150107097,583004,51697,1.0,0.0,0.0,52651
1150096314,72228,8,0.0,1.0,0.0,168
1150797324,53560,3,0.0,1.0,0.0,3606
1147723080,583200,16178,0.0,1.0,0.0,17389
1147297539,578928,23415,0.0,0.0,0.0,26842
1145723294,597136,26189,0.0,1.0,0.0,26972
1150793198,53548,3,0.0,1.0,0.0,3607
1149517927,593636,32877,0.0,1.0,0.0,33754
1148113209,600232,15105,0.0,1.0,0.0,15719
1152084871,1440736,22145,0.0,1.0,0.0,23648
1147297121,572264,22732,0.0,0.0,0.0,24026
1151916019,60848,9,0.0,0.0,0.0,955
1152691903,1775936,34315,0.0,1.0,0.0,40276
1136478088,305532,69,1.0,0.0,0.0,3389
1151699394,79224,8,0.0,1.0,0.0,72
1148946369,598932,5824,0.0,1.0,0.0,6079
1150479307,599024,29360,1.0,0.0,0.0,29853
1147466310,583576,46623,0.0,0.0,0.0,47529
1151654086,25704,8,0.0,1.0,0.0,55
1152033926,145576,35,0.0,1.0,0.0,1210
1151646545,25668,8,0.0,1.0,0.0,56
1153737915,58976,9,1.0,0.0,0.0,278
1151939565,1109672,18063,0.0,1.0,0.0,19116
1149539345,594484,35048,0.0,1.0,0.0,35779
1149064149,598892,5823,0.0,1.0,0.0,6096
1149382509,615184,20379,0.0,1.0,0.0,20878
1145585651,585020,62834,1.0,0.0,0.0,63329
1152531267,0,1,0.0,1.0,0.0,2
1153754742,599056,43890,0.0,1.0,0.0,45708
1151309936,580728,38538,1.0,0.0,0.0,38836
1147412420,76844,8,0.0,1.0,0.0,1852
1151744005,25660,8,0.0,1.0,0.0,62
1137053570,630848,1518,0.0,0.0,0.0,1851
1146753434,1413988,37468,1.0,0.0,0.0,43580
1150982997,1631604,33720,0.0,1.0,0.0,37405
1148232236,622812,35204,0.0,1.0,0.0,35423
1151920588,25648,8,0.0,1.0,0.0,55
1150570962,596112,42746,0.0,1.0,0.0,45484
1153725335,67248,9,1.0,0.0,0.0,242
1154597148,589200,172811,0.0,1.0,0.0,173269
1149489323,670696,26063,0.0,1.0,0.0,26567
1140689575,578536,31886,1.0,0.0,0.0,33286
1152026209,119816,18,0.0,1.0,0.0,886
1151609361,82872,21,0.0,1.0,0.0,962
1151910174,76756,9,0.0,1.0,0.0,1851
1146374396,1249428,23326,0.0,1.0,0.0,26355
1152168754,67720,9,0.0,1.0,0.0,56
1144522724,592340,25850,0.0,1.0,0.0,28864
1149837095,1597844,32375,0.0,1.0,0.0,36931
1152921256,597172,43598,0.0,1.0,0.0,44001
1152447742,0,1,0.0,1.0,0.0,2
1151646838,20304,9,0.0,0.0,0.0,50
1150810675,53556,3,0.0,1.0,0.0,3607
1149383845,620660,20559,0.0,1.0,0.0,21001
1150735601,43864,3,0.0,0.0,0.0,3608
1146483485,1403764,30243,0.0,1.0,0.0,32062
1146180650,76648,19,0.0,1.0,0.0,3680
1152578970,107740,21,0.0,1.0,0.0,1046
1147933824,69728,14,1.0,0.0,0.0,1860
1147371697,581120,14336,0.0,1.0,0.0,15614
1147300453,581100,18398,0.0,1.0,0.0,20281
1146414578,588068,1173,0.0,1.0,0.0,1717
1150529549,593108,7530,0.0,0.0,0.0,7585
1145905678,581800,24006,0.0,1.0,0.0,25453
1149488403,84656,44,0.0,1.0,0.0,170
1147893523,110780,38,0.0,1.0,0.0,170
1153748988,80244,8,0.0,1.0,0.0,430
1150974533,606832,43972,0.0,1.0,0.0,45135
1150125996,605240,46657,0.0,1.0,0.0,48358
1152183660,592096,29722,0.0,1.0,0.0,30130
1144418525,586392,27511,0.0,1.0,0.0,31239
1149517941,596288,36577,0.0,1.0,0.0,37477
1139933484,569284,27015,1.0,0.0,0.0,27568
1151645343,37948,8,0.0,1.0,0.0,53
1154548515,596968,172822,0.0,1.0,0.0,173290
1149959213,631712,39885,0.0,1.0,0.0,46622
1147950648,86592,39,0.0,1.0,0.0,9709
1150495182,0,1,1.0,0.0,0.0,2
1152677559,596188,40586,0.0,1.0,0.0,40932
1154589006,1566528,31467,0.0,1.0,0.0,35983
1149570416,615188,4055,0.0,1.0,0.0,4128
1141816331,0,1,1.0,0.0,0.0,2
1142817650,572812,29038,1.0,0.0,0.0,31978
1154328616,131992,36,0.0,1.0,0.0,2293
1146446249,588252,1240,0.0,1.0,0.0,1462
1153011572,596160,44243,0.0,1.0,0.0,44582
1140553426,567856,29056,1.0,0.0,0.0,40586
1146374391,0,3,0.0,1.0,0.0,12
1151726801,25664,8,0.0,1.0,0.0,57
1139930963,568460,23836,1.0,0.0,0.0,24391
1139412848,556036,1490,1.0,0.0,0.0,2035
1149957663,594252,43594,0.0,1.0,0.0,50591
1152991493,1628568,33363,0.0,1.0,0.0,37005
1147269011,598512,20745,0.0,1.0,0.0,23677
1152667442,107244,29,0.0,1.0,0.0,2031
1148893413,599108,6207,0.0,1.0,0.0,6474
1139347719,555364,2513,1.0,0.0,0.0,3293
1148722254,85032,17,0.0,1.0,0.0,2099
1151711000,79276,8,0.0,1.0,0.0,68
1147955013,1179576,21473,0.0,1.0,0.0,37650
1152174876,71664,9,0.0,1.0,0.0,1849
1151740839,25704,8,0.0,1.0,0.0,71
1145177299,591868,24153,0.0,1.0,0.0,26069
1153721176,68920,8,0.0,1.0,0.0,52
1148683258,598864,5863,0.0,1.0,0.0,6073
1136323823,927036,161,1.0,0.0,0.0,427
1149943707,589480,49225,1.0,0.0,0.0,57088
1147350588,584296,15268,0.0,1.0,0.0,16205
1145904499,76724,10,0.0,1.0,0.0,957
1152035364,598832,42075,0.0,1.0,0.0,42582
1150939741,0,0,0.0,1.0,0.0,2
1151745014,20740,8,0.0,1.0,0.0,81
1149353402,597820,38563,0.0,1.0,0.0,39621
1151592279,84204,10,0.0,1.0,0.0,169
1147466305,581952,46457,0.0,0.0,0.0,47578
1153173688,591316,38546,0.0,1.0,0.0,39178
1151302046,596680,39930,0.0,1.0,0.0,40830
1149544726,100428,45,0.0,1.0,0.0,173
1145468290,584224,58894,0.0,0.0,0.0,59248
1150814744,75400,20,0.0,1.0,0.0,1851
1139440728,551920,1441,1.0,0.0,0.0,2039
1145592688,601088,51476,0.0,1.0,0.0,51931
1145336900,584596,59534,0.0,0.0,0.0,60103
1144522708,587752,24094,0.0,1.0,0.0,27519
1153726364,79216,9,0.0,1.0,0.0,49
1153739127,80188,9,0.0,1.0,0.0,440
1139645968,566356,35325,1.0,0.0,0.0,36207
1152040768,71960,9,0.0,1.0,0.0,1854
1151410762,582760,45503,1.0,0.0,0.0,46144
1145229412,598136,62554,0.0,0.0,0.0,62881
1151650123,25700,8,0.0,1.0,0.0,55
1153741844,67236,10,1.0,0.0,0.0,452
1151622015,25684,8,0.0,1.0,0.0,69
1148061939,71448,8,0.0,1.0,0.0,960
1146445580,588080,1216,0.0,1.0,0.0,1459
1147301800,588404,20807,0.0,1.0,0.0,23256
1146412390,588276,1151,0.0,1.0,0.0,1374
1153754506,587764,44328,1.0,0.0,0.0,45897
1151918808,0,0,0.0,0.0,0.0,18127
1151521191,580696,36157,1.0,0.0,0.0,36491
1151111613,590996,39123,1.0,0.0,0.0,39553
1140681302,568748,31907,1.0,0.0,0.0,36023
1153806109,63488,14,1.0,0.0,0.0,1856
1149507210,73192,21,0.0,1.0,0.0,1854
1151648424,20264,8,0.0,0.0,0.0,58
1147894424,110892,38,0.0,1.0,0.0,338
1153032825,0,1,0.0,1.0,0.0,2
1151739292,69164,9,0.0,1.0,0.0,66
1145180528,569732,24224,1.0,0.0,0.0,25390
1152692380,1764624,34451,0.0,1.0,0.0,39924
1145644864,581448,24901,0.0,1.0,0.0,26045
1147949590,0,1,0.0,1.0,0.0,2
1151444246,1569284,31466,0.0,1.0,0.0,34848
1145547574,593316,57717,0.0,0.0,0.0,58067
1147208241,1421176,27586,0.0,1.0,0.0,30101
1145247876,604956,51713,0.0,1.0,0.0,52151
1151815426,60776,9,1.0,0.0,0.0,958
1151018218,584500,43382,1.0,0.0,0.0,44011
1152117941,617392,30645,0.0,1.0,0.0,31420
1151653630,64204,9,1.0,0.0,0.0,56
1139336097,551592,1476,1.0,0.0,0.0,3262
1144505462,72832,11,0.0,1.0,0.0,1855
1153226370,0,1,0.0,1.0,0.0,2
1152344979,91404,21,0.0,1.0,0.0,4729
1142717027,579964,34457,1.0,0.0,0.0,35579
1145456050,584560,28884,0.0,1.0,0.0,29718
1150447344,598236,47137,0.0,1.0,0.0,50066
1151652833,25660,9,0.0,1.0,0.0,50
1150565231,597376,41196,0.0,1.0,0.0,42900
1152344979,87632,32,0.0,1.0,0.0,8314
1153735888,74308,8,0.0,1.0,0.0,250
1145484455,576312,26730,0.0,0.0,0.0,27904
1137053508,630696,1546,0.0,0.0,0.0,1899
1146030808,584320,25271,0.0,1.0,0.0,27452
1137051245,630908,1411,0.0,0.0,0.0,1717
1146445274,588064,1228,0.0,1.0,0.0,1539
1149609302,93688,22,0.0,1.0,0.0,361
1150473037,596908,26492,0.0,0.0,0.0,26885
1150803177,53532,3,0.0,1.0,0.0,3606
1151856982,76576,11,0.0,1.0,0.0,1853
1151622018,85212,7,0.0,1.0,0.0,64
1151857880,74812,9,0.0,1.0,0.0,1855
1149556765,612864,7013,0.0,1.0,0.0,7100
1147268993,578860,24362,0.0,0.0,0.0,27457
1149491949,36180,0,0.0,1.0,0.0,1
1145371795,613828,66825,1.0,0.0,0.0,67171
1146182858,64800,24,0.0,0.0,0.0,3684
1151659227,73936,9,0.0,1.0,0.0,1847
1151746338,71716,9,1.0,0.0,0.0,62
1151716209,79232,9,0.0,1.0,0.0,58
1152341298,597892,41628,0.0,1.0,0.0,42056
1151302051,72800,27,0.0,1.0,0.0,1851
1151916019,60796,9,0.0,0.0,0.0,965
1149515252,614284,25476,0.0,1.0,0.0,25960
1151909748,64692,10,0.0,0.0,0.0,1854
1147676039,583260,45076,1.0,0.0,0.0,46359
1151791884,79316,9,0.0,1.0,0.0,86
1147441065,61360,10,0.0,0.0,0.0,1852
1151432717,76588,7,0.0,1.0,0.0,1851
