SubmitTime,Used Memory,OrigSiteID,AverageCPUTimeUsed,RunTime
1151623367,25644,2,8,60
1147761938,64804,1,14,2613
1148022897,615080,2,35479,35699
1148557659,110304,2,21,2741
1147298088,567476,1,18589,20065
1139331927,551436,1,2639,6346
1153750395,80244,2,7,438
1151115817,599384,2,33168,33741
1151733411,25652,2,9,58
1147949619,96884,2,40,8849
1151746338,56028,1,8,67
1149583288,110812,2,40,171
1151314313,597336,2,32465,33646
1141109419,552192,1,1530,1840
1150107506,581992,1,50623,51950
1140100735,566596,1,37613,38099
1148083799,107592,2,44,248
1147701906,592404,2,37651,39058
1152339197,71664,2,8,1853
1151916589,583812,1,39394,39848
1153724749,80292,2,7,243
1146665940,576540,1,24864,25907
1140880765,568192,1,30149,30669
1153745298,67216,1,10,449
1151018218,584500,1,43382,44011
1146374406,1272764,2,23125,26024
1152916634,596988,2,41684,42174
1149077572,582392,0,7040,7153
1151642787,25720,2,8,65
1151053481,599572,2,42226,42594
1147453058,64700,1,9,1854
1146419816,588328,2,1151,1629
1141716891,575016,1,46635,51145
1145337520,0,2,3,8
1150086821,72244,2,8,170
1151917855,0,2,0,19934
1153724057,74380,2,8,243
1151399857,595640,0,44705,45189
1152531267,0,2,1,2
1148953013,600196,2,6017,6245
1149652112,63892,2,3,202
1151651628,25668,2,8,53
1149064566,1051212,2,16683,19183
1151500258,599012,2,32335,32779
1151694889,62956,1,9,63
1154025994,601160,2,44782,45139
1149556763,611056,2,10634,10723
1152531278,109020,2,24,199
1151699694,1574212,2,32084,35675
1148859346,598856,2,5998,6217
1151739312,20292,1,9,77
1150039692,597616,2,46459,49656
1151303858,63192,1,33,1852
1148046756,595728,2,39872,41727
1151654923,69292,2,8,55
1146208923,600668,2,22773,23015
1152182283,592884,2,31642,31941
1145566807,588784,1,64659,64964
1139548018,593328,1,79387,80036
1150124379,584940,1,52173,53211
1152686314,602296,2,43303,43732
1150442648,599036,2,5739,5995
1148078531,100488,2,41,289
1152147278,107440,2,30,397
1151216417,1582424,2,26130,30350
1144505090,580488,1,29968,32896
1148946080,598864,2,5827,6086
1146731848,73028,0,17,1270
1151614134,25632,2,7,69
1151623360,25652,2,8,53
1151656867,68864,2,8,64
1147789723,1555852,2,28142,30300
1153900560,594372,2,38941,39864
1149504824,110880,2,40,162
1149625162,592212,2,38352,39353
1146446249,588252,2,1240,1462
1145904499,76724,2,10,957
1151054168,616808,2,38188,38594
1153190305,0,2,3,6
1152698918,1765148,2,29477,32383
1140113940,583388,1,89544,90221
1145232926,586568,0,73388,73736
1153733625,69892,2,8,246
1151814654,60968,1,10,976
1151701663,68876,2,8,52
1149706456,625280,2,23973,26079
1161852974,290964,2,8588,20983
1151711734,79308,2,8,90
1145905678,581800,2,24006,25453
1151909266,578388,0,4795,5165
1150100043,98876,2,31,36884
1149765632,628284,2,26512,26740
1151692743,71472,2,8,963
1151696316,25676,2,9,61
1139781413,574376,1,26008,26917
1151627477,85172,2,8,81
1145179312,568112,0,26752,27394
1150924500,0,2,0,2
1150061453,60348,1,7,172
1144597950,586380,2,25135,28254
1145909725,581080,2,20982,22455
1136435155,952984,1,244,568
1149337021,75228,2,25,1851
1146456882,588112,2,1277,1523
1151302046,596680,2,39930,40830
1149886403,594740,1,52199,55502
1154511914,1764816,2,29817,32186
1151106092,592756,2,30547,31133
1146283492,600832,2,29991,30258
1151128905,1591016,2,31284,34196
1151654930,20304,0,8,57
1148338538,1331304,2,25349,28423
1148061279,117620,2,42,920
1146450645,588248,2,1208,1459
1150936742,0,2,1,2
1151692748,80804,2,11,167
1140790597,569908,1,26563,27121
1152730434,569052,0,172903,173073
1151749025,25688,2,8,64
1152172320,606228,2,34941,35231
1152738951,583476,0,56334,56928
1146419543,588080,2,1178,2214
1150522594,597880,0,27413,27791
1153233573,0,2,1,2
1141080222,567984,1,24350,24970
1148683259,597608,2,1107,1148
1146447792,588304,2,1233,1500
1152180642,76624,2,9,1847
1147376586,580936,2,15480,16501
1145476777,584484,1,62285,62630
1139933484,569284,1,27015,27568
1146456894,588092,2,1275,1540
1146446240,588092,2,1215,1504
1146751469,1179680,1,26703,38946
1145898261,582860,2,22314,25520
1139390381,551968,1,547,1152
1153745908,25708,2,8,51
1147964975,0,0,1,2
1150473034,585376,0,685,724
1145179496,570020,0,27935,29586
1145566776,601784,2,56328,56748
1152862301,595580,2,41799,42203
1140681302,568748,1,31907,36023
1151615906,598868,2,34507,34918
1146444149,587988,2,1215,1455
1153735357,67252,1,9,447
1151653632,20308,0,8,62
1148615688,1361660,2,25815,29012
1153232311,640348,2,42919,43496
1151696299,71688,0,9,88
1150529020,614504,2,24457,24873
1151608683,64252,1,8,76
1146180640,64816,1,23,3685
1139402634,551968,1,1464,2123
1148079934,592480,2,18144,18820
1145178763,596092,2,21396,22137
1151814660,71892,2,7,957
1139426609,551924,1,1465,2083
1151656485,64244,1,8,53
1145903054,581240,2,21447,23278
1151754257,25676,2,8,64
1146412345,571600,1,1343,1472
1151649263,20296,0,8,55
1148884533,1101648,2,3453,3531
1150446747,0,2,0,40370
1151792494,56032,1,9,105
1150983115,1565032,2,31777,38069
1152190263,1508004,2,23235,27059
1145255993,601088,2,54015,54465
1151646183,25656,2,8,61
1151723599,71892,2,9,953
1146412663,588104,2,1168,1472
1153806112,591224,2,39082,40809
1145332372,602744,2,52993,53511
1139512370,568144,1,30277,31256
1149454674,222780,2,40,180
1151814647,60876,1,8,963
1145994804,605836,2,22454,25060
1144597943,591456,2,24193,27333
1151729233,79332,2,9,72
1150378620,0,0,3,9
1152574291,115404,2,23,608
1146417146,585172,2,1151,1808
1148343037,82676,2,41,440
1145456050,584560,2,28884,29718
1152456567,0,2,1,2
1152454912,0,2,1,2
1146448646,588104,2,1250,2065
1151266363,61928,0,18,954
1150937722,0,2,0,2
1153074165,612160,2,41044,41363
1151521851,583756,1,43688,44402
1152636569,1780036,2,48382,51790
1149333861,591060,2,172908,173516
1152106241,81596,2,14,196
1153230125,0,2,1,2
1146445580,588080,2,1216,1459
1151740839,25704,2,8,71
1137045874,630764,0,1444,1756
1145331993,603752,2,57344,57841
1152145145,105520,2,19,269
1152900609,598776,2,39833,40306
1151712873,85644,2,8,79
1145180514,582884,1,26246,26992
1153816284,603884,2,42608,43780
1145332719,609788,2,58710,59238
1151618378,74808,2,7,77
1152448030,0,2,1,1
1149837095,1597844,2,32375,36931
1148234627,614580,2,33544,34024
1152105587,84244,2,11,97
1151651643,55972,1,9,57
1151726322,25712,2,9,62
1151656136,76712,2,10,951
1151053485,597888,2,41577,42214
1139407176,555860,1,1461,1680
1151730797,25664,2,9,62
1148858911,603100,2,5453,5716
1146445274,588064,2,1228,1539
1154030466,594460,2,38346,38641
1147693133,597636,2,41634,42815
1147594835,578896,1,44899,46945
1149892589,597760,2,47151,50144
1147452032,20264,1,9,68
1151655236,79264,2,8,49
1146013790,590632,2,24576,27319
1145882102,579820,2,22438,23577
1152692380,1764624,2,34451,39924
1151920588,25648,2,8,55
1139336283,559284,1,1476,3273
1150735182,43916,0,3,3609
1153733026,600124,2,172808,173954
1151521191,581116,1,38765,39269
1145179011,581808,2,24628,25690
1147298565,577544,1,20676,21316
1151701670,25656,2,8,53
1151702969,25688,2,8,61
1145656377,583572,0,26532,27361
1152169656,82652,2,17,183
1150574318,597644,2,43198,46248
1151659594,591872,2,31587,33018
1149843757,609208,2,4199,4238
1153187034,613028,2,42569,44618
1152448051,0,2,1,2
1148621800,598840,2,5662,5892
1150945922,0,2,1,2
1147298581,582896,2,17687,18357
1150439714,623728,2,21635,21945
1150523474,606588,2,41442,42511
1145518586,603256,2,59550,60080
1157539246,25652,2,9,54
1153734236,25716,2,7,49
1149597861,598212,2,33768,34966
1152667442,107244,2,29,2031
1147955018,77744,2,15,3018
1145393979,573084,0,25872,26533
1149373078,620264,2,17977,18407
1148645896,598856,2,5724,5929
1151916509,82136,2,8,951
1150448392,599100,2,38482,40565
1151939195,595568,2,33150,34372
1150937673,0,2,1,1
1151693883,25664,2,9,64
1148645893,598292,2,5929,6181
1152180653,91472,2,17,2136
1150819534,597880,2,38288,41112
1149541149,581180,1,37005,38567
1154410389,71632,2,9,1851
1147946820,0,2,0,1
1151654414,52316,0,9,62
1137048156,630740,0,1415,1710
1152991497,1599772,2,27449,29489
1148960176,598812,2,6144,6377
1151654928,25708,2,8,54
1152036963,70600,2,8,1851
1151652833,25660,2,9,50
1151722137,25664,2,8,59
1144825305,276636,2,3028,12075
1148342713,196824,2,39,385
1155106379,607748,2,172840,173274
1145393981,582320,2,23171,24884
1151699394,79224,2,8,72
1153748988,80244,2,8,430
1151735357,25672,2,8,63
1148853899,931308,2,16362,19050
1150440013,613528,2,23538,23783
1144599123,579768,2,21234,24232
1145721802,574532,0,26125,26841
1153807007,600044,2,43355,45098
1151649692,20300,0,10,61
1148061939,71448,2,8,960
1151620511,72804,2,8,91
1146448664,598096,2,1281,1729
1151652370,56704,0,8,65
1149156292,331864,2,313,1264
1149132290,215736,0,54,179
1149772020,602460,2,42990,45747
1149660308,63880,2,4,190
1151107542,76520,2,9,1853
1147389928,576676,1,19284,20337
1152339197,83180,2,13,215
1146449481,588260,2,1215,1438
1151713974,25656,2,9,61
1148353715,1016508,2,4062,4462
1151731596,20284,0,8,63
1151713179,64204,1,9,77
1151815730,85704,2,8,79
1151110833,588060,1,38033,38446
1147405705,60836,1,9,1854
1151628921,74820,2,8,77
1151746322,79252,2,9,67
1141946952,572572,1,31767,32479
1148621734,602088,2,6143,6361
1151625752,71060,2,8,76
1152299100,1548452,2,24959,28703
1151791169,71576,1,11,106
1147974405,0,2,1,2
1145247375,1192404,2,46187,46337
1147299042,573228,1,23412,25837
1152031377,129636,2,25,809
1149383839,617072,2,19593,20024
1152447443,0,2,1,2
1149014251,300208,2,545,2022
1149796332,613356,2,21481,21669
1151500611,596796,2,31897,32389
1137160889,1049732,0,2308,3052
1150502676,613600,2,7332,7398
1151616988,595528,2,33841,34590
1149331430,598120,2,42918,43910
1148859358,598212,2,5963,6195
1147391464,600688,2,16603,18049
1149506353,582248,0,46377,49432
1151722147,25648,2,8,59
1151648867,69596,2,8,60
1136325374,957636,1,240,513
1151431846,79256,2,8,71
1151621103,20748,2,8,77
1147955007,1757824,2,21364,36825
1150107508,583420,1,52926,54939
1139389191,551720,1,550,1046
1150096375,72220,2,8,169
1149407214,617324,2,21141,21563
1151734599,79232,2,8,59
1140887231,567708,1,26797,27305
1151692386,91816,2,22,3026
1145928759,74320,2,9,62
1148878160,1101636,2,5916,6176
1145105555,570440,0,26558,27572
1148882694,598280,2,5833,6069
1141522062,570212,1,33745,34429
1147347641,581264,2,16387,17076
1137499262,2098336,1,2351,3426
1151303382,72588,2,15,1850
1153725836,74824,2,9,240
1150570958,601396,2,41037,43609
1152988103,1137104,2,43419,43824
1147953778,583220,2,17176,18050
1150803175,53776,2,3,3606
1151720542,68904,2,8,87
1153722379,74788,2,10,244
1146028879,582044,2,23366,26345
1152649173,1761904,2,29942,32672
1136323823,927036,1,161,427
1153725823,71128,0,8,242
1151552540,599324,2,34092,34741
1139179176,2035920,1,2331,3874
1146416358,588248,2,1164,2141
1151265405,601384,2,35100,35714
1139516484,583892,1,54026,55253
1151535857,620484,2,30389,31252
1151746313,79272,2,9,62
1151500248,601336,2,36392,37029
1150497847,602836,2,40107,41777
1149541508,100492,2,39,169
1149592950,72628,2,22,1848
1150983414,1116228,2,7290,10673
1150573599,593860,2,45695,47957
1150128239,602832,2,43260,44396
1152179515,85148,2,9,53
1148065577,81816,2,8,965
1151650830,62960,0,8,62
1149772020,596472,2,37358,40175
1145247884,605216,2,54841,55276
1151622018,85212,2,7,64
1145937223,598412,2,22360,24582
1149490354,1589636,2,33528,38942
1151747630,20744,2,9,77
1149979071,596860,2,43125,46430
1150974554,599748,2,42548,45765
1148226204,1509088,2,11239,18575
1140985648,569320,1,24237,24718
1151815734,20288,1,9,60
1151266416,63560,0,17,954
1144602137,571880,1,30261,31507
1145372102,591640,0,57621,57960
1152339968,106280,2,40,6073
1153142329,85488,2,8,73
1147447802,64712,1,10,1856
1151732086,25668,2,9,56
1149457491,616584,2,19248,19665
1153901780,80224,2,8,444
1151628625,79228,2,8,84
1148198207,602760,2,1837,1882
1151660370,76524,2,9,1852
1147995475,1412876,2,31013,33364
1145337497,589020,0,62095,62414
1151920188,79208,2,8,48
1161852976,289016,0,10332,19719
1151815076,1457020,2,15676,16873
1149382509,615184,2,20379,20878
1151401777,51164,0,8,59
1151616220,79248,2,9,81
1152300055,1588696,2,27270,31980
1150934880,0,2,1,2
1140689575,578536,1,31886,33286
1146723788,570444,0,25485,27560
1154783722,592036,2,172917,173435
1151536276,594228,2,30787,31371
1151072183,597000,2,40583,41061
1137500882,2097248,1,2314,3310
1149959206,593816,2,39234,46211
1146666583,597776,0,28600,31146
1140759563,568788,1,27513,29181
1147268999,583652,0,27578,30886
1145984503,577848,0,28010,28690
1150485043,601532,2,3871,3923
1152171312,76656,2,14,161
1151112816,595748,2,35012,35457
1151713172,25700,2,7,69
1145953891,41456,2,9,99
1149609302,93688,2,22,361
1146419526,589068,2,1139,1753
1149455970,612528,2,44177,45114
1147183994,82688,2,30,399
1139385832,559236,1,1470,2089
1145178066,574236,1,29082,29975
1151651223,20308,0,9,58
1150042656,599340,2,42002,43081
1152341920,72748,2,24,1866
1151791601,16456,1,9,79
1149077572,581584,0,6578,6693
1150983115,1566108,2,31375,36176
1146182839,75628,2,21,3683
1149504971,587524,0,45204,46128
1149959213,631712,2,39885,46622
1150797593,53584,2,3,3607
1151711315,84484,2,20,163
1150122324,630428,2,24403,24650
1145875470,570228,0,27954,29016
1142639495,289392,3,1362,7267
1147950648,86592,2,39,9709
1145179487,576600,0,27985,28673
1149564663,614268,2,22908,23355
1151612089,68996,2,8,74
1139400927,560044,1,1461,2108
1149507210,73192,2,21,1854
1139455430,551128,1,1797,2424
1152765031,598288,2,42981,43298
1145572631,585552,2,25626,26399
1136436294,644316,1,45565,49209
1149447721,596936,2,40559,42292
1151728818,68896,2,8,59
1145482243,586184,0,58763,59089
1149064573,931308,2,16636,18772
1148017316,615340,2,33526,33758
1151506209,25664,2,7,60
1152793333,608028,2,40742,41078
1152691903,1775936,2,34315,40276
1151402144,63120,0,10,1856
1151411666,581776,1,46953,47418
1151653630,64204,1,9,56
1146667870,68680,1,18,3208
1148061280,602272,2,20298,25664
1153740825,80208,2,8,433
1147391464,597144,2,17961,19498
1136477444,673084,1,64750,65815
1151653630,20296,0,9,61
1136284179,57144,1,8,1850
1149772110,63384,0,14,1853
1151910532,76572,2,8,1849
1151485407,25668,2,8,59
1145752891,1417632,2,27801,30458
1147953770,591088,2,14110,14786
1154588999,1585668,2,31449,35392
1145950100,69148,2,9,107
1149351103,598264,2,42166,43066
1150606036,582580,1,45083,47431
1151728451,65992,2,8,60
1146023445,592392,2,22962,24734
1148074966,581968,2,16352,18048
1144280491,65384,1,8,1021
1151914043,64652,0,8,387
1146633113,1423992,2,27396,29200
1149495607,100380,2,40,172
1147390444,85620,2,7,102
1149659407,63840,2,3,190
1153754511,598544,2,41519,43272
1154046967,599212,2,42509,43244
1149574967,586636,0,39821,40807
1144649610,572772,0,29112,32778
1145332039,599384,2,46017,46491
1151694911,25660,2,8,69
1152988106,599008,2,41963,42343
1140013517,570460,1,24204,36292
1136291635,57144,1,9,1849
1148457873,1164556,2,35290,35429
1148226442,71748,2,8,1850
1152345624,81560,2,15,4068
1146449403,588096,2,1231,1685
1145178536,0,0,0,165444
1151630320,68932,2,7,66
1145645191,595540,2,24339,26005
1153730298,74364,2,9,241
1153816287,601876,2,42581,43737
1141721673,572992,1,28689,29332
1145882114,573308,0,23963,25407
1145940187,1396384,2,28586,31054
1139466297,558632,1,6688,7311
1144599345,577504,1,30253,32223
1151791594,16416,0,8,95
1152104293,85284,2,17,262
1146412390,588276,2,1151,1374
1154034870,603988,2,41950,42310
1150447363,61836,0,31,1851
1152448056,0,2,0,1
1151266416,63588,0,30,1855
1150982997,1631604,2,33720,37405
1150441574,634484,2,25707,25985
1147761928,63604,1,11,1854
1150974520,582916,1,48408,49231
1145247876,604956,2,51713,52151
1151743997,68952,2,9,64
1151791582,79220,2,9,78
1153729699,69828,2,8,243
1153006675,596580,2,45966,46362
1144522894,1239892,2,23272,38243
1152916634,596216,2,38615,39099
1152670179,1593268,2,31175,34038
1152921256,597172,2,43598,44001
1136493895,647140,1,50346,51440
1151917440,25708,2,9,62
1151652364,20276,1,9,61
1148904794,582108,1,6654,6770
1145566831,604464,2,56599,57044
1145371795,613828,1,66825,67171
1152142691,102780,2,18,213
1154357443,597688,2,34149,34472
1151650479,1596892,2,31879,34207
1145177304,580240,2,23619,24488
1153226370,0,2,1,2
1151693835,25668,2,8,76
1151630629,85244,2,8,53
1149928486,0,1,1,2
1151665018,79232,2,9,71
1150735186,43832,0,3,3606
1148066957,590700,2,18477,20563
1151622013,85224,2,7,68
1148883034,0,2,3,4
1151623001,25700,2,8,53
1149706535,598556,2,35343,36081
1142711268,288516,1,1299,14255
1151616578,85232,2,7,75
1151730787,57652,0,9,66
1139178762,2035904,1,2304,3788
1148549802,70228,2,9,1853
1141125617,30744,1,0,1
1151656142,72720,2,13,953
1151265966,61976,1,31,1851
1151402627,65736,0,27,1854
1148645751,598188,2,6289,6487
1142757504,572776,1,36541,37614
1146449454,588080,2,1229,1568
1149380169,613456,2,20997,21468
1145244666,601668,2,46879,47338
1151627943,79244,2,8,67
1146449482,588292,2,1222,1408
1150645518,611160,2,38528,40581
1148683634,604140,2,5997,6199
1153915684,597620,2,172890,174660
1146450709,588084,2,1213,1461
1151571934,594148,2,32790,33479
1148113209,600232,2,15105,15719
1150819702,76724,2,12,1896
1151313774,617812,2,36440,36953
1154328616,131992,2,36,2293
1145547574,593316,0,57717,58067
1146666580,579312,0,23709,24866
1148893518,598156,2,5958,6182
1137051242,630676,0,1434,1717
1151117295,1584192,2,31396,34445
1146447557,588112,2,1214,1543
1149121600,598720,2,5918,6159
1144522724,592340,2,25850,28864
1151302756,72728,2,24,1850
1152171305,65096,2,7,64
1139471132,551540,1,6716,7342
1145876844,75308,2,15,1853
1146446895,591128,2,1251,1575
1151709859,20748,2,8,83
1147716493,591792,2,38461,39899
1148877693,598844,2,5868,6111
1149539345,594484,2,35048,35779
1149662393,1598608,2,31588,35550
1140036062,568460,1,23035,26135
1150794633,53568,2,3,3607
1137050822,631000,0,1447,1738
1149697585,622524,2,23039,23421
1151432717,76588,2,7,1851
1147448462,598996,1,22851,23444
1147715935,1568408,2,31215,38671
1150442659,616064,2,25175,25421
1145592681,601040,2,51323,51742
1147987638,615148,2,32673,32905
1149489330,612912,2,20835,21301
1148858678,931312,2,16383,18178
1136286794,58696,1,8,1850
1144598371,575092,0,29309,30104
1151560662,581860,1,38507,39405
1154382373,1644760,2,34009,38055
1153722373,20320,0,9,52
1148087605,100532,2,40,164
1144024037,57160,1,8,1850
1147951359,0,2,0,1
1149886766,602476,2,46678,50686
1151698667,25664,2,9,72
1151730792,52828,0,8,65
1146426584,588140,2,1163,1440
1151302051,72800,2,27,1851
1142818430,0,1,1,1
1153745890,67216,1,9,437
1147702997,60344,0,8,168
1151266889,579708,0,42412,42714
1145371770,583268,0,61055,61372
1147893523,110780,2,38,170
1144418963,571996,1,31600,34698
1147289375,300980,0,12633,12721
1147966276,1099476,2,8084,8270
1151939190,597356,2,36168,36485
1152036476,79292,2,9,80
1148683878,598952,2,5892,6103
1153739122,77832,2,9,65
1151579789,20732,2,8,81
1147389975,600536,2,15544,16324
1148351193,196016,2,41,454
1151610989,136800,2,42,1258
1141860078,0,1,1,2
1149550404,596108,2,32025,32830
1153722919,67380,0,30,3770
1151727981,79264,2,7,60
1151652821,25660,2,8,56
1148893425,598824,2,5982,6228
1148083260,107716,2,40,247
1145484455,576312,0,26730,27904
1151431426,79280,2,9,52
1152959367,1106100,2,6953,7050
1152793838,600140,2,38664,38977
1152183185,600316,2,33301,33586
1151729224,68924,2,8,72
1151726801,25664,2,8,57
1153725823,67232,0,8,431
1151649690,25704,2,7,51
1149348811,164592,2,42,178
1146821352,1194964,1,27276,39911
1147329789,586108,2,17153,17980
1151626094,25664,2,7,67
1152143949,150632,2,25,447
1145240954,603344,2,51952,52385
1149424980,1753564,2,22020,28585
1149914849,598928,2,46417,53494
1150100041,616204,2,24736,24955
1149959261,594216,2,46485,53494
1139404911,551588,1,2687,3434
1149553556,609888,2,7045,7180
1154030953,597800,2,40079,40396
1144505461,72948,2,15,1853
1152446215,0,2,1,1
1147301381,581308,2,17424,18117
1151556813,595204,2,33611,34252
1142784771,195256,1,51,157
1148645896,598900,2,5783,6015
1150607793,599148,2,40346,42043
1151693053,1581344,2,31513,35564
1136285735,58808,1,8,1849
1151741636,79220,2,8,79
1152339562,99804,2,65,10225
1148319413,1257572,2,22118,31136
1148940714,598760,2,5749,5973
1139347781,554756,1,2573,3345
1149515647,594728,2,30843,32494
1150441862,597624,1,28136,28422
1148554553,620916,2,32460,32701
1149885210,622496,2,38531,40971
1140299899,2078120,1,3440,4754
1146447194,588056,2,1237,1615
1145105015,571040,0,26906,27674
1151791169,64212,1,9,93
1154031359,598804,2,43036,43363
1147715997,107224,2,33,2356
1149485249,610968,2,13712,13835
1149796393,615276,2,24742,24990
1153724060,67196,0,9,432
1154518755,1563568,2,19211,20599
1148221254,71784,2,9,1852
1148848491,598940,2,5903,6143
1142008393,569872,1,24240,26111
1148224041,581824,2,16083,16686
1151401772,86428,2,23,4900
1151619362,25684,2,7,72
1150123761,596860,2,44013,45050
1151659227,73936,2,9,1847
1152344986,84176,2,16,1884
1151917428,20304,0,8,61
1144598379,573048,0,33595,34588
1152170618,89196,2,18,237
1142756848,569644,1,29105,30271
1151503342,595484,2,35104,35569
1152689770,600144,2,39565,40009
1151265944,63480,0,31,1853
1150570962,596112,2,42746,45484
1142817645,571224,1,29711,32558
1140292062,568376,1,25564,27377
1145949739,25656,2,8,64
1146444656,588096,2,1214,1507
1153741370,80172,2,8,245
1150473034,595484,0,4035,4120
1141102021,578188,1,44313,46912
1149586126,595168,2,172869,173427
1147986840,630492,2,33771,34015
1151630033,1593096,2,31629,34763
1153745293,67280,1,8,251
1145178352,572152,0,27554,28325
1145592685,601340,2,49218,49666
1152171297,82652,2,13,143
1145477783,582332,2,21090,21824
1151698657,74852,2,9,61
1152117941,617392,2,30645,31420
1151314302,593824,2,31796,32314
1145719772,1414704,2,28108,30386
1151073184,607020,2,41035,41479
1147621697,60340,1,9,171
1153727984,80224,2,9,432
1151815067,64148,0,11,56
1145232433,585220,0,67906,68250
1151743969,20308,1,11,72
1151626100,74824,2,8,68
1152834960,598760,2,44654,44963
1151939190,594612,2,31480,31769
1151534774,600092,2,36721,37190
1152175002,81684,2,11,1922
1150797344,53580,2,3,3606
1153730295,80200,2,8,430
1153737915,58976,1,9,278
1154329268,583128,1,41991,42317
1140916283,572864,1,31809,32351
1149507244,585712,0,44966,46386
1139105335,572948,1,72770,73740
1151400883,595076,0,49462,50337
1148117675,615448,2,31217,31712
1153189101,0,2,3,6
1149567913,618752,2,23452,23897
1140786079,568864,1,26305,26848
1153108931,623648,2,40457,40829
1149795619,1585208,2,31443,36062
1140274207,277176,0,354,854
1144962952,65340,1,9,955
1149660701,63912,2,3,190
1149544726,100428,2,45,173
1149578619,227616,2,40,174
1153188206,0,2,3,6
1152178730,87464,2,17,261
1145177268,591620,0,28165,29038
1152343476,607984,2,172909,173278
1150935152,0,2,0,1
1152689106,595800,2,38560,38869
1150475259,660376,2,28184,28727
1144418528,579728,2,23803,26542
1153147729,82000,2,9,1190
1146667120,77480,0,45,5901
1153747488,25708,2,8,43
1146445589,590136,2,1271,1723
1151609007,85160,2,9,73
1141659844,0,1,1,1
1151642006,68940,2,9,66
1151653208,20284,0,8,54
1151645351,25660,2,8,50
1153224994,0,2,1,2
1152170611,79284,2,9,69
1140553361,569024,1,24752,25875
1153806112,74248,2,12,1854
1151749018,75292,2,8,61
1152298792,1571644,2,31235,36911
1145247377,601088,2,51411,51866
1144280495,57240,1,8,1854
1151729530,97316,2,22,189
1151573842,594968,2,30088,30668
1151709126,79268,2,7,61
1149606962,601096,2,32098,33333
1147954464,0,2,0,2
1148884606,598868,2,5805,6004
1151752765,25660,2,7,65
1148118042,615088,2,33007,33248
1150863867,595136,2,49799,50567
1148835705,601956,2,5968,6205
1141493321,582584,1,31429,32620
1145372102,599848,2,54011,54505
1151516904,2265132,1,16406,19645
1147340559,569324,1,16271,16971
1151117293,1590952,2,31472,34545
1151575318,596776,2,29495,29989
1152834961,594692,2,41329,41659
1151621723,20716,2,7,77
1150042711,72212,2,7,169
1153721779,80220,2,7,432
1145856038,600100,2,79796,79987
1146417185,588024,2,1175,3404
1153060063,595580,2,40438,40756
1151552542,604048,2,33257,33890
1152515737,0,2,1,2
1151266369,75268,2,17,953
1152168446,129228,2,28,251
1151609004,20716,2,8,90
1145905681,85676,2,10,960
1153074161,596888,2,36748,37128
1150969579,601316,2,42479,43421
1146208923,597688,2,29320,29615
1152023654,82812,2,12,1171
1149590664,591900,2,31047,32051
1151729229,25656,2,8,73
1147950138,69828,1,13,1859
1139390383,559844,1,588,1186
1151857883,74732,2,9,1852
1149574107,598028,1,41880,42649
1148683231,598812,2,5795,6005
1152033926,145576,2,35,1210
1151694552,71092,1,9,79
1151731159,575296,0,18181,18425
1146723791,574168,0,28438,30360
1146501416,0,2,3,14
1149744340,631020,2,34046,34298
1140601063,568848,1,31209,43131
1152456264,0,2,1,2
1152179934,75060,2,9,76
1150378620,0,0,3,10
1146581492,572380,1,25826,26568
1151086454,581328,1,50203,50962
1149886300,0,2,0,2
1151792493,69468,2,9,102
1154122950,599716,2,42744,44341
1151492678,1530548,2,31206,34100
1151482023,599004,0,41683,42283
1152106907,105512,2,14,190
1154357029,595360,2,33341,33638
1153750006,74828,2,8,242
1145332727,603340,2,51925,52373
1147340548,586892,1,17561,18209
1152515131,0,2,1,2
1151621121,68872,2,8,81
1152665673,1772148,2,33876,37728
1136274850,959928,1,258,574
1151915063,69092,0,8,969
1151751215,68872,2,8,74
1153061089,596816,2,43210,43539
1153731924,74832,2,8,244
1151740482,25656,2,8,75
1145592668,583428,0,63419,63738
1152648003,1774132,2,29506,32977
1149503280,0,2,1,2
1140944180,568360,1,31636,32193
1153729151,85164,2,9,245
1147954140,0,2,0,2
1147399515,569636,1,16843,17556
1137500463,1573992,1,2345,3001
1151648857,64200,1,10,47
1139645965,571656,1,38841,39854
1150556868,605772,2,44368,46490
1152040291,71628,2,9,1850
1151693833,79240,2,9,80
1153754506,587764,1,44328,45897
1154030950,598032,2,40128,40483
1146187604,72780,2,16,3683
1157541346,70916,2,9,51
1151618370,79312,2,8,83
1150042685,72188,2,8,141
1146063421,136076,2,47,2510
1145887802,64188,1,9,80
1151560660,582044,1,42218,42890
1152513833,0,2,1,2
1145564854,594476,1,68813,69136
1152794370,599124,2,33363,33685
1151647261,20332,1,9,57
1150734707,43928,1,4,3608
1154592527,76728,2,13,3108
1147966276,584256,2,15385,16132
1148853925,1051140,2,16131,18822
1151543670,614416,2,32404,32744
1146665943,642220,1,27844,29279
1149728106,621588,2,23760,24005
1151616572,79284,2,8,83
1151939189,1113052,2,14311,14450
1151650123,25700,2,8,55
1150489476,632992,2,42175,43293
1142756966,573264,1,28856,29866
1146667149,68664,1,14,1200
1145607577,584324,0,59473,59834
1151712144,74872,2,9,83
1151310320,596596,1,2654,2757
1142719619,573844,1,40229,41331
1144420321,569728,0,27411,29977
1139467555,555492,1,6666,7303
1146030808,584320,2,25271,27452
1150100024,98928,2,31,36816
1152169950,94108,2,16,179
1151077591,112512,2,34,2834
1153058483,595600,2,37103,37449
