SubmitTime,UserID,Used Memory,RunTime
1136284179,U2003S1,57144,1850
1136284179,U2003S1,57176,1850
1136284179,U2003S1,57224,1850
1136284180,U2003S1,57212,1851
1136284715,U2003S1,59972,1853
1136284715,U2003S1,57148,1853
1136284715,U2003S1,59928,1853
1136284717,U2003S1,57132,1852
1136284717,U2003S1,59564,1852
1136284894,U2003S1,57132,1850
1136284894,U2003S1,59644,1851
1136284895,U2003S1,57160,1850
1136284896,U2003S1,57144,1850
1136284896,U2003S1,57196,1850
1136285616,U2003S1,59900,1853
1136285622,U2003S1,59896,1850
1136285623,U2003S1,59872,1850
1136285623,U2003S1,59900,1850
1136285625,U2003S1,57160,1851
1136285625,U2003S1,59932,1851
1136285625,U2003S1,59908,1850
1136285627,U2003S1,59932,1850
1136285627,U2003S1,59836,1850
1136285628,U2003S1,59924,1850
1136285735,U2003S1,58808,1849
1136285738,U2003S1,59872,1851
1136286308,U2003S1,59852,1852
1136286316,U2003S1,59604,1851
1136286316,U2003S1,59848,1851
1136286316,U2003S1,59924,1851
1136286318,U2003S1,59888,1852
1136286318,U2003S1,57100,1850
1136286318,U2003S1,59860,1852
1136286320,U2003S1,59896,1851
1136286320,U2003S1,59892,1851
1136286321,U2003S1,59848,1851
1136286789,U2003S1,57140,1851
1136286794,U2003S1,59632,1851
1136286794,U2003S1,59912,1850
1136286794,U2003S1,58696,1850
1136286796,U2003S1,59892,1850
1136287148,U2003S1,57136,1849
1136287153,U2003S1,57164,1851
1136287153,U2003S1,59912,1850
1136287154,U2003S1,59868,1851
1136287155,U2003S1,57168,1851
1136287155,U2003S1,59876,1850
1136287448,U2003S1,58432,1850
1136287453,U2003S1,59880,1851
1136287453,U2003S1,59852,1852
1136287453,U2003S1,56992,1852
1136287455,U2003S1,57192,1852
1136287628,U2003S1,57176,1851
1136287634,U2003S1,59904,1853
1136287634,U2003S1,59896,1853
1136287634,U2003S1,59600,1850
1136287636,U2003S1,57140,1852
1136287636,U2003S1,59904,1852
1136287989,U2003S1,59924,1849
1136287994,U2003S1,57936,1851
1136287994,U2003S1,59876,1849
1136287994,U2003S1,59880,1851
1136287995,U2003S1,57184,1851
1136288230,U2003S1,57204,1851
1136288230,U2003S1,57364,1851
1136288231,U2003S1,59912,1851
1136288233,U2003S1,57184,1850
1136288233,U2003S1,57144,1850
1136288238,U2003S1,57108,1850
1136288238,U2003S1,57180,1850
1136288238,U2003S1,57060,1849
1136288240,U2003S1,932288,408
1136288828,U2003S1,57200,1849
1136288835,U2003S1,59808,1851
1136288835,U2003S1,57132,1851
1136288835,U2003S1,57128,1849
1136288837,U2003S1,57208,1850
1136288837,U2003S1,59884,1850
1136288837,U2003S1,57136,1850
1136288839,U2003S1,59952,1850
1136289069,U2003S1,57192,1850
1136289069,U2003S1,59648,1850
1136289069,U2003S1,57132,1851
1136289307,U2003S1,57168,1850
1136289307,U2003S1,59952,1851
1136289308,U2003S1,59844,1851
1136289309,U2003S1,57148,1851
1136289309,U2003S1,57140,1849
1136289584,U2003S1,57180,1851
1136289588,U2003S1,59916,1851
1136289588,U2003S1,59884,1851
1136289588,U2003S1,59572,1851
1136289823,U2003S1,57180,1851
1136289829,U2003S1,57436,1850
1136289829,U2003S1,59856,1850
1136289829,U2003S1,59912,1851
1136289831,U2003S1,57192,1849
1136289831,U2003S1,57188,1850
1136289831,U2003S1,59708,1849
1136290424,U2003S1,59892,1850
1136290432,U2003S1,59876,1852
1136290432,U2003S1,59932,1851
1136290432,U2003S1,57940,1851
1136290434,U2003S1,57156,1850
1136290435,U2003S1,59644,1850
1136290435,U2003S1,57176,1849
1136290436,U2003S1,57156,1849
1136290436,U2003S1,57144,1850
1136290911,U2003S1,59936,1853
1136290911,U2003S1,59872,1853
1136290911,U2003S1,59888,1852
1136290913,U2003S1,57284,1851
1136290913,U2003S1,59864,1852
1136290915,U2003S1,57200,1852
1136290915,U2003S1,57124,1850
1136290916,U2003S1,59900,1852
1136291324,U2003S1,57156,1850
1136291330,U2003S1,59856,1850
1136291330,U2003S1,57176,1850
1136291330,U2003S1,57132,1850
1136291332,U2003S1,57048,1850
1136291625,U2003S1,59900,1850
1136291633,U2003S1,59868,1851
1136291633,U2003S1,59616,1852
1136291633,U2003S1,59684,1852
1136291635,U2003S1,59884,1850
1136291635,U2003S1,57144,1849
1136291635,U2003S1,57092,1850
1136291926,U2003S1,57076,1849
1136291931,U2003S1,57160,1850
1136291931,U2003S1,59872,1851
1136291931,U2003S1,59928,1851
1136291933,U2003S1,57088,1851
1136292105,U2003S1,951772,442
1136292110,U2003S1,59908,1849
1136292111,U2003S1,59872,1849
1136292111,U2003S1,59048,1849
1136292112,U2003S1,57152,1850
1136292165,U2003S1,57144,1852
1136292168,U2003S1,57136,1850
1136292466,U2003S1,57172,1851
1136292471,U2003S1,57096,1850
1136292471,U2003S1,57132,1850
1136292471,U2003S1,59884,1851
1136292472,U2003S1,59848,1851
1136292705,U2003S1,59884,1851
1136293064,U2003S1,59820,1849
1136293064,U2003S1,57160,1853
1136293375,U2003S1,57528,1851
1136293375,U2003S1,57168,1851
1136293375,U2003S1,58448,1851
1136293377,U2003S1,58092,1852
1136293377,U2003S1,59828,1851
1136293381,U2003S1,59880,1851
1136293857,U2003S1,59884,1850
1136293857,U2003S1,59564,1850
1136293857,U2003S1,58332,1850
1136293860,U2003S1,59608,1851
1136293860,U2003S1,59860,1851
1136293860,U2003S1,57148,1851
1136293862,U2003S1,59916,1850
1136293862,U2003S1,57708,1850
1136293865,U2003S1,59900,1850
1136293865,U2003S1,59612,1850
1136293917,U2003S1,57088,1850
1136293920,U2003S1,59932,1850
1136294157,U2003S1,59896,1852
1136294162,U2003S1,57156,1850
1136294162,U2003S1,57028,1850
1136294162,U2003S1,57200,1850
1136294164,U2003S1,57080,1850
1136294457,U2003S1,57184,1850
1136294462,U2003S1,59948,1851
1136294462,U2003S1,59836,1851
1136294463,U2003S1,57132,1854
1136294464,U2003S1,57044,1853
1136294516,U2003S1,57164,1849
1136294878,U2003S1,59592,1850
1136294886,U2003S1,59600,1851
1136294886,U2003S1,59844,1851
1136294886,U2003S1,57152,1850
1136294888,U2003S1,57148,1854
1136294888,U2003S1,58740,1851
1136294888,U2003S1,57136,1854
1136294891,U2003S1,57176,1853
1136294891,U2003S1,57136,1854
1136294891,U2003S1,59880,1850
1136295058,U2003S1,59852,1851
1136295062,U2003S1,59908,1851
1136295062,U2003S1,59892,1851
1136295062,U2003S1,59868,1851
1136295359,U2003S1,59920,1852
1136295717,U2003S1,59908,1853
1136296258,U2003S1,59952,1856
1136296258,U2003S1,69280,1856
1136296258,U2003S1,59816,1856
1136296260,U2003S1,57088,1854
1136296260,U2003S1,57004,1853
1136296260,U2003S1,59912,1853
1136296318,U2003S1,57156,1850
1136296318,U2003S1,59888,1850
1136296498,U2003S1,62376,1853
1136296503,U2003S1,57192,1850
1136296503,U2003S1,57128,1851
1136296504,U2003S1,57180,1850
1136296505,U2003S1,57224,1851
1136296677,U2003S1,59940,1849
1136296677,U2003S1,59476,1850
1136297076,U2003S1,59660,1850
1136297076,U2003S1,59972,1850
1136297076,U2003S1,59888,1850
1136297078,U2003S1,59912,1851
1136297078,U2003S1,57156,1850
1136297080,U2003S1,59856,1851
1136297551,U2003S1,59900,1853
1136297552,U2003S1,59880,1853
1136297552,U2003S1,59904,1853
1136297733,U2003S1,59880,1850
1136297738,U2003S1,57176,1851
1136297738,U2003S1,57120,1851
1136297738,U2003S1,57156,1851
1136297739,U2003S1,60500,1853
1136298213,U2003S1,59848,1850
1136298214,U2003S1,57152,1850
1136298214,U2003S1,59836,1850
1136298216,U2003S1,59852,1850
1136298216,U2003S1,59880,1850
1136298274,U2003S1,57160,1850
1136298633,U2003S1,57188,1850
1136298638,U2003S1,58688,1850
1136298638,U2003S1,57152,1850
1136298638,U2003S1,57172,1850
1136298640,U2003S1,59940,1850
1136299112,U2003S1,57124,1854
1136299117,U2003S1,57192,1850
1136299117,U2003S1,57164,1850
1136299117,U2003S1,57132,1851
1136299119,U2003S1,59896,1850
1136299231,U2003S1,59864,1851
1136299833,U2003S1,57160,1850
1136299839,U2003S1,57152,1850
1136299839,U2003S1,57164,1850
1136299839,U2003S1,59888,1850
1136299841,U2003S1,57168,1850
1136299841,U2003S1,57148,1850
1136300192,U2003S1,57176,1855
1136300196,U2003S1,59892,1857
1136300196,U2003S1,59832,1850
1136300196,U2003S1,57112,1857
1136300585,U2003S1,59900,1852
1136300764,U2003S1,57156,1851
1136301424,U2003S1,57176,1855
1136301424,U2003S1,59836,1852
1136301424,U2003S1,62412,1853
1136301426,U2003S1,57124,1852
1136301426,U2003S1,59864,1852
1136301845,U2003S1,57160,1851
1136302265,U2003S1,59924,1852
1136302269,U2003S1,59916,1851
1136323514,U2003S1,945168,512
1136323519,U2003S1,951836,537
1136323519,U2003S1,951160,537
1136323519,U2003S1,945324,507
1136323521,U2003S1,952876,505
1136323813,U2003S1,934532,449
1136323820,U2003S1,937264,442
1136323820,U2003S1,931748,510
1136323820,U2003S1,949632,546
1136323822,U2003S1,967128,508
1136323823,U2003S1,934340,508
1136323823,U2003S1,927036,427
1136323825,U2003S1,950312,506
1136323825,U2003S1,941324,482
1136323825,U2003S1,946152,482
1136324114,U2003S1,930456,422
1136324120,U2003S1,959192,526
1136324120,U2003S1,948224,487
1136324120,U2003S1,930884,415
1136324121,U2003S1,915976,450
1136324421,U2003S1,940856,446
1136324421,U2003S1,950696,535
1136324421,U2003S1,919156,405
1136324423,U2003S1,935208,443
1136324423,U2003S1,951772,509
1136324425,U2003S1,959376,506
1136324425,U2003S1,953172,506
1136324425,U2003S1,934876,512
1136324427,U2003S1,946896,512
1136324427,U2003S1,929272,477
1136324474,U2003S1,960236,480
1136324478,U2003S1,940360,478
1136324834,U2003S1,966348,507
1136324840,U2003S1,924668,454
1136324840,U2003S1,943700,515
1136324840,U2003S1,949360,503
1136324842,U2003S1,948824,503
1136324842,U2003S1,955048,609
1136324843,U2003S1,953140,478
1136324844,U2003S1,961244,514
1136325134,U2003S1,958392,474
1136325141,U2003S1,959872,463
1136325142,U2003S1,958208,502
1136325142,U2003S1,955396,502
1136325143,U2003S1,946872,489
1136325144,U2003S1,950312,505
1136325144,U2003S1,877040,619
1136325145,U2003S1,934140,470
1136325374,U2003S1,957636,513
1136325553,U2003S1,961860,512
1136325553,U2003S1,948260,485
1136325553,U2003S1,943188,485
1136325554,U2003S1,968292,485
1136325794,U2003S1,949840,484
1136326513,U2003S1,947888,510
1136326513,U2003S1,956072,499
1136326513,U2003S1,948196,496
1136326515,U2003S1,959016,495
1136326814,U2003S1,955416,496
1136326821,U2003S1,952592,512
1136326821,U2003S1,946924,470
1136326821,U2003S1,959680,494
1136326824,U2003S1,953452,496
1136326824,U2003S1,961816,495
1136326824,U2003S1,953540,498
1136326826,U2003S1,953100,496
1136326826,U2003S1,948076,462
1136326826,U2003S1,948116,495
1136327114,U2003S1,961940,496
1136327118,U2003S1,952460,463
1136327118,U2003S1,953588,498
1136327118,U2003S1,954720,493
1136358724,U2003S1,60436,171
1136358785,U2003S1,60452,171
1136358788,U2003S1,60448,172
1136358905,U2003S1,62060,171
1136358908,U2003S1,60396,169
1136392433,U2003S1,654532,79496
1136392554,U2003S1,952272,493
1136399232,U2003S1,649480,53169
1136406308,U2003S1,647116,52942
1136433417,U2003S1,947736,465
1136433536,U2003S1,947444,441
1136433955,U2003S1,1050308,19263
1136434376,U2003S1,651400,54586
1136435035,U2003S1,962384,531
1136435035,U2003S1,938224,430
1136435155,U2003S1,952984,568
1136435455,U2003S1,946320,501
1136435455,U2003S1,668016,51806
1136435876,U2003S1,660592,51784
1136435879,U2003S1,946832,460
1136435994,U2003S1,649704,51739
1136436294,U2003S1,644316,49209
1136436595,U2003S1,647344,50790
1136436655,U2003S1,927692,429
1136436956,U2003S1,659912,50406
1136437495,U2003S1,653028,63546
1136437495,U2003S1,649328,65918
1136437916,U2003S1,60460,171
1136475824,U2003S1,944880,487
1136476484,U2003S1,651936,79897
1136476488,U2003S1,657808,70292
1136476488,U2003S1,651552,78576
1136476488,U2003S1,650468,78640
1136477266,U2003S1,663040,78653
1136477269,U2003S1,654352,78036
1136477444,U2003S1,993768,1177
1136477444,U2003S1,673084,65815
1136477505,U2003S1,956180,502
1136477806,U2003S1,970668,747
1136477810,U2003S1,983620,1211
1136477810,U2003S1,964480,745
1136477810,U2003S1,958472,487
1136478082,U2003S1,927600,437
1136478087,U2003S1,935956,471
1136478087,U2003S1,955536,532
1136478087,U2003S1,954832,522
1136478088,U2003S1,305532,3389
1136478320,U2003S1,332476,3385
1136478320,U2003S1,949712,466
1136478320,U2003S1,956736,624
1136478322,U2003S1,946636,479
1136478322,U2003S1,207568,3395
1136479942,U2003S1,948792,453
1136480304,U2003S1,935600,467
1136480307,U2003S1,954152,613
1136480307,U2003S1,949128,504
1136480423,U2003S1,939872,440
1136480428,U2003S1,948736,536
1136480428,U2003S1,947572,507
1136480428,U2003S1,912156,394
1136480430,U2003S1,57160,1853
1136480842,U2003S1,651736,97048
1136480842,U2003S1,651084,99327
1136492461,U2003S1,978336,763
1136492877,U2003S1,959512,515
1136492882,U2003S1,967324,801
1136492883,U2003S1,979560,1013
1136492883,U2003S1,1035584,2032
1136492884,U2003S1,959568,565
1136493177,U2003S1,992212,1505
1136493180,U2003S1,955308,583
1136493180,U2003S1,978616,1219
1136493415,U2003S1,935676,550
1136493416,U2003S1,98400,582
1136493416,U2003S1,939892,646
1136493417,U2003S1,954384,750
1136493417,U2003S1,950572,539
1136493895,U2003S1,654728,54725
1136493895,U2003S1,660464,51827
1136493895,U2003S1,647140,51440
1136494016,U2003S1,646160,50261
1136494016,U2003S1,653252,54342
1136494016,U2003S1,648440,53527
1136494017,U2003S1,651520,47962
1136494075,U2003S1,72304,363
1136494076,U2003S1,646556,48814
1136494136,U2003S1,648868,47330
1136494136,U2003S1,652056,46550
1136494136,U2003S1,652676,51792
1136494377,U2003S1,649184,51368
1136494380,U2003S1,651224,50016
1136494380,U2003S1,657776,48211
1136494380,U2003S1,647764,48506
1136494615,U2003S1,646096,49475
1136494737,U2003S1,648208,49965
1136494740,U2003S1,655760,50092
1136871134,U1002S0,661828,52115
1136871140,U1002S0,651528,51818
1136871140,U1002S0,647072,51374
1136871140,U1002S0,650800,52008
1136871142,U1002S0,652812,49133
1136871553,U1002S0,646216,53122
1136871553,U1002S0,649220,50986
1136871553,U1002S0,648188,57097
1136871555,U1002S0,651512,47859
1136871556,U1002S0,651256,49524
1136876772,U1002S0,666032,52022
1136876772,U1002S0,646588,48708
1136876892,U1002S0,647172,51774
1136877802,U1002S0,667848,52330
1136878095,U1002S0,647520,46696
1136878096,U1002S0,665064,53575
1136878154,U1002S0,646148,49054
1136878500,U1002S0,655772,56305
1136894656,U1002S0,646208,46419
1136894956,U1002S0,654604,45602
1136894959,U1002S0,648488,50899
1136936021,U1002S0,652828,57349
1136936021,U1002S0,647320,51180
1136936442,U1002S0,656016,54355
1136936445,U1002S0,650772,50360
1136944060,U1002S0,630696,1769
1136944179,U1002S0,630892,2136
1136944514,U1002S0,630708,5684
1136954506,U1002S0,630644,16499
1136960288,U1002S0,291228,160033
1136960588,U1002S0,45856,312
1136960588,U1002S0,45820,316
1136961129,U1002S0,45816,311
1136961133,U1002S0,45788,311
1136963325,U1002S0,45852,312
1136963328,U1002S0,45848,312
1136963923,U1002S0,45792,312
1136977574,U1002S0,649104,52698
1136977575,U1002S0,630948,2251
1136977575,U1002S0,654928,56878
1136977578,U1002S0,645204,48910
1136977579,U1002S0,650216,44631
1136977599,U1002S0,630740,2226
1136977599,U1002S0,653104,55875
1136977600,U1002S0,653264,50501
1136977601,U1002S0,651680,53262
1136977601,U1002S0,648840,56077
1136977602,U1002S0,653540,49160
1136977604,U1002S0,648400,53855
1136977604,U1002S0,646108,50484
1136977605,U1002S0,646936,45228
1136977607,U1002S0,649872,53443
1136977607,U1002S0,690892,48906
1136977608,U1002S0,658460,51595
1136977609,U1002S0,0,5
1136977610,U1002S0,0,4
1136977611,U1002S0,0,4
1136977612,U1002S0,0,1
1136977612,U1002S0,0,1
1136977613,U1002S0,0,1
1136977615,U1002S0,0,1
1136977615,U1002S0,0,1
1136977618,U1002S0,0,1
1136977618,U1002S0,0,1
1136977620,U1002S0,0,1
1136977620,U1002S0,0,1
1136977621,U1002S0,0,3
1136977623,U1002S0,0,2
1136977623,U1002S0,0,1
1136977626,U1002S0,0,1
1136977626,U1002S0,0,1
1136977627,U1002S0,0,2
1136977628,U1002S0,0,2
1136977628,U1002S0,0,1
1136977634,U1002S0,0,1
1136977639,U1002S0,0,1
1136977639,U1002S0,0,1
1136977639,U1002S0,0,1
1136977642,U1002S0,0,2
1136977643,U1002S0,0,1
1136977643,U1002S0,0,1
1136977646,U1002S0,0,1
1136977646,U1002S0,0,1
1136977647,U1002S0,0,2
1136977648,U1002S0,0,1
1136977696,U1002S0,654572,54840
1136977703,U1002S0,656340,53725
1136977754,U1002S0,648424,45319
1136977754,U1002S0,630956,3328
1136977755,U1002S0,656360,54304
1136977760,U1002S0,630936,3013
1136977760,U1002S0,630636,2423
1136977797,U1002S0,630856,1832
1136977798,U1002S0,645568,51069
1136977798,U1002S0,660760,56344
1136977802,U1002S0,650272,50085
1136977802,U1002S0,646668,47128
1136977802,U1002S0,650552,50516
1136977807,U1002S0,659704,50234
1136977808,U1002S0,652976,49406
1136977809,U1002S0,646064,47163
1136977812,U1002S0,649152,51958
1136977812,U1002S0,650792,47426
1136977812,U1002S0,655828,52133
1136977818,U1002S0,645804,48375
1136977818,U1002S0,649212,50070
1136977819,U1002S0,630920,2945
1136977823,U1002S0,647064,53167
1136977823,U1002S0,645108,46149
1136977824,U1002S0,661676,46780
1136977828,U1002S0,647680,53179
1136977828,U1002S0,648108,46833
1136977832,U1002S0,652980,46840
1136977834,U1002S0,630944,1865
1136977837,U1002S0,646220,47347
1136977837,U1002S0,666640,55411
1136977838,U1002S0,650280,52339
1136979309,U1002S0,658460,49398
1136980050,U1002S0,668540,54157
1136980287,U1002S0,646656,49348
1137042718,U1002S0,630732,1721
1137042960,U1002S0,630932,1734
1137042964,U1002S0,630904,1773
1137043981,U1002S0,630688,1751
1137044520,U1002S0,629884,1728
1137044524,U1002S0,630928,1744
1137044524,U1002S0,633480,1783
1137044940,U1002S0,630856,1755
1137045455,U1002S0,630700,1740
1137045455,U1002S0,630892,1741
1137045874,U1002S0,630764,1756
1137045879,U1002S0,630668,1759
1137045879,U1002S0,631704,1829
1137045879,U1002S0,630680,1722
1137046296,U1002S0,630896,1733
1137046302,U1002S0,630916,1785
1137046302,U1002S0,630680,1700
1137046304,U1002S0,633764,1725
1137046305,U1002S0,630932,1774
1137046839,U1002S0,628652,1692
1137046839,U1002S0,630684,1721
1137047557,U1002S0,630724,1734
1137047563,U1002S0,630644,1741
1137047563,U1002S0,633780,1794
1137047563,U1002S0,630668,1722
1137047565,U1002S0,630680,1795
1137048156,U1002S0,630740,1710
1137048161,U1002S0,630736,557
1137048161,U1002S0,630668,1728
1137048161,U1002S0,630836,1736
1137048163,U1002S0,630900,1738
1137048336,U1002S0,630644,1828
1137048342,U1002S0,630744,1777
1137048342,U1002S0,630712,1695
1137048342,U1002S0,318336,134
1137048343,U1002S0,61060,46
1137048905,U1002S0,630924,1694
1137048909,U1002S0,639164,1706
1137048909,U1002S0,630708,1724
1137049563,U1002S0,630652,1775
1137049563,U1002S0,630708,1775
1137049563,U1002S0,630712,1773
1137049566,U1002S0,630724,1715
1137049566,U1002S0,630736,1743
1137049923,U1002S0,630680,1787
1137049923,U1002S0,631696,1866
1137049982,U1002S0,630900,1724
1137049984,U1002S0,630716,1785
1137049988,U1002S0,630912,1769
1137050402,U1002S0,630552,1795
1137050409,U1002S0,630912,1745
1137050409,U1002S0,630704,1771
1137050409,U1002S0,630968,1785
1137050411,U1002S0,630884,1783
1137050822,U1002S0,631000,1738
1137050822,U1002S0,630756,1767
1137050822,U1002S0,630908,1735
1137051242,U1002S0,630676,1717
1137051242,U1002S0,630908,1749
1137051243,U1002S0,630688,1760
1137051245,U1002S0,630692,1769
1137051245,U1002S0,630908,1717
1137051545,U1002S0,630956,1744
1137051545,U1002S0,630896,1842
1137051549,U1002S0,630916,1763
1137051550,U1002S0,630948,1790
1137051550,U1002S0,630948,1736
1137051961,U1002S0,630896,1760
1137052142,U1002S0,630676,1737
1137052143,U1002S0,630872,1741
1137052143,U1002S0,630684,1800
1137052664,U1002S0,1205100,1745
1137052664,U1002S0,630692,1802
1137052665,U1002S0,630744,1720
1137052671,U1002S0,630716,1792
1137052672,U1002S0,630676,1738
1137052672,U1002S0,630956,1807
1137052675,U1002S0,630700,1734
1137052675,U1002S0,630884,1707
1137053146,U1002S0,655264,152018
1137053149,U1002S0,68572,219
1137053505,U1002S0,631108,1831
1137053505,U1002S0,630416,1852
1137053508,U1002S0,630696,1899
1137053508,U1002S0,630740,1883
1137053565,U1002S0,630952,1914
1137053565,U1002S0,630904,1883
1137053565,U1002S0,630644,1814
1137053570,U1002S0,630940,1833
1137053570,U1002S0,630848,1851
1137054105,U1002S0,648916,45207
1137054105,U1002S0,651580,49665
1137054105,U1002S0,655684,51398
1137054645,U1002S0,630716,1707
1137054944,U1002S0,134728,165
1137055545,U1002S0,2095924,3693
1137055545,U1002S0,2095376,3845
1137055545,U1002S0,2096416,2615
1137055547,U1002S0,977580,3219
1137055784,U1002S0,20292,66
1137087117,U1002S0,1571316,3416
1137087120,U1002S0,1047772,2587
1137156892,U2003S1,1049672,3518
1137156898,U2003S1,2099580,3283
1137156899,U2003S1,2098328,3707
1137156900,U2003S1,476056,8259
1137157198,U2003S1,2099520,3316
1137157198,U2003S1,476452,8344
1137157198,U2003S1,2096840,2794
1137157200,U2003S1,476080,8384
1137160466,U1002S0,1574040,4264
