SubmitTime,WaitTime,RunTime,NProcs,AverageCPUTimeUsed,Used Memory,ReqNProcs,ReqTime,ReqMemory,Status,UserID,GroupID,ExecutableID,QueueID,PartitionID,OrigSiteID,LastRunSiteID
1147673826,1,42281,1,41113,623864,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147673826,1,46352,1,45152,598868,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147673827,2,40678,1,39509,675316,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147673829,1,43086,1,41005,602792,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147673829,1189,41607,1,40484,598940,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147673829,1754,38701,1,37397,591960,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147673831,1752,40795,1,39505,599584,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147673832,1750,38838,1,37521,597512,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674415,1168,42986,1,41657,602464,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674415,1167,42516,1,41189,601568,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674415,1168,37344,1,36024,595956,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674417,1165,40819,1,39479,593144,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674417,1165,43733,1,42395,597700,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674421,1162,43309,1,41944,595264,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674421,1161,44042,1,42672,606776,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674421,1197,41865,1,40467,596848,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674423,1195,43634,1,42263,597608,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674423,1195,40700,1,39337,598664,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674714,869,39485,1,38173,591192,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674716,902,41857,1,40488,592448,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674720,863,41219,1,39813,593288,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674720,864,173205,1,172879,577144,1,259200,819200,0,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674720,864,42799,1,41457,598560,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674723,861,40347,1,38967,598400,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674723,861,37829,1,36510,592004,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674723,933,16204,1,13995,1122884,1,259200,819200,5,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674725,931,41296,1,39936,594972,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674725,931,45650,1,44290,1124440,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147674725,931,48456,1,47083,597040,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675014,642,39940,1,38594,597480,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675020,636,40762,1,39398,605276,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675020,636,46238,1,43939,612868,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675020,636,44716,1,43330,598016,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675022,634,43766,1,42404,599856,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675023,668,41326,1,39603,592340,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675023,633,42685,1,41303,602572,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675025,666,38050,1,36715,596708,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675025,663,45360,1,43006,599224,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675025,663,42292,1,40877,596792,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675027,661,39700,1,38390,597796,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675028,660,44504,1,43153,601012,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675028,660,42991,1,41607,595924,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675029,659,41351,1,39991,592752,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675030,658,38442,1,37078,597788,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675315,373,46780,1,44977,605792,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675321,367,38586,1,37256,635932,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675321,367,40322,1,38975,596720,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675321,402,40980,1,38732,597044,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675323,400,39697,1,38375,605892,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675323,400,44503,1,42177,597492,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675324,387,42318,1,40965,591916,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675326,385,45092,1,42793,601144,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675326,385,36554,1,35215,591400,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675326,385,44951,1,43557,598192,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675328,383,38192,1,36885,598568,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675329,382,38810,1,37458,591940,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675329,382,37359,1,36027,594448,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675330,381,40563,1,39237,593276,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147675331,380,38661,1,37298,592988,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676025,103969,167,1,9,60300,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147676038,1,45148,1,42854,611300,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676039,152889,46359,1,45076,583260,1,259200,819200,1,U2005S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02
1147676050,104078,176,1,8,60388,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147676050,104078,175,1,9,60396,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147676051,104077,175,1,8,48260,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147676052,154294,50343,1,46607,583412,1,259200,819200,1,U2005S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02
1147676052,2,46884,1,45581,608864,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676053,104110,169,1,8,60316,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147676053,104251,169,1,8,60388,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147676053,156177,52004,1,48930,587252,1,259200,819200,1,U2005S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02
1147676053,157249,52731,1,50618,581164,1,259200,819200,1,U2005S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02
1147676053,1,35938,1,34715,618792,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676053,1,41444,1,40123,599900,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676054,104262,169,1,8,60308,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147676055,2,44097,1,42789,615352,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676055,2,43229,1,41925,613084,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676055,1,41765,1,40512,590960,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676056,104260,169,1,8,60356,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147676056,104278,172,1,8,60384,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147676057,104418,170,1,8,60368,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147676058,1,40317,1,39104,609964,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676058,2,45329,1,44063,601464,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676058,1,40417,1,39147,593004,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676059,104426,169,1,7,60372,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147676059,104426,169,1,8,60412,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147676060,104447,169,1,8,60256,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147676061,104585,168,1,8,60328,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147676061,1,40964,1,39689,623548,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676061,2,38831,1,37552,611840,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676061,1,42023,1,40723,623872,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676063,1,39005,1,37761,618428,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676063,1,38905,1,37626,596812,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676733,0,37649,1,36515,599648,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676739,2,36496,1,35501,596556,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676739,2,46556,1,43756,643272,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676739,1,43935,1,42912,603564,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676742,1,46912,1,44157,606736,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676742,2,49707,1,46863,597952,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676742,2,44444,1,41564,596112,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676745,1,40797,1,39363,593020,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676745,1,42558,1,39623,592552,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676745,1,40540,1,39060,593008,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676746,103909,169,1,8,60336,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147676747,2,41298,1,40266,597500,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676747,2,42596,1,41428,597504,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676748,1,40699,1,39508,600508,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676750,2,40232,1,39071,600756,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147676750,2,45590,1,44155,609760,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677152,2,17028,1,16424,582264,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677152,2,20236,1,19608,583876,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677152,2,26021,1,23555,583876,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677154,2,17126,1,16493,581616,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677155,1,67,1,8,36056,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677155,2,173749,1,172887,583340,1,259200,819200,0,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677157,1,15956,1,14460,580832,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677158,1,64,1,9,25680,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677158,1,173737,1,172837,580964,1,259200,819200,0,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677159,2,69,1,8,25696,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677161,2,20361,1,19735,583076,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677165,1,1851,1,9,71856,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677165,1,1852,1,8,71736,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677165,1,1852,1,9,76576,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677167,1,22968,1,22306,591660,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677513,1,42274,1,39987,597188,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677517,1,40087,1,37540,591288,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677517,1,41775,1,39520,605204,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677517,1,40580,1,39403,597464,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677519,2,38000,1,36969,596896,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677632,2,43769,1,42638,603404,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677632,2,44122,1,42243,615512,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677633,1,42548,1,41344,597620,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677635,1,45915,1,42866,604964,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677635,1,39357,1,38346,596724,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677872,3,40268,1,38928,606028,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677878,2,41316,1,40138,596664,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677878,1,42148,1,40718,596884,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677879,0,43406,1,41775,595772,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147677880,1,41400,1,40018,605980,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147679371,101284,169,1,8,60364,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147679376,2,40487,1,39257,596816,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147679377,101301,169,1,8,60332,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147680092,1,44519,1,43335,599292,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680097,1,40729,1,39564,608228,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680097,1,41982,1,40794,596200,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680097,1,38239,1,37084,592780,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680099,1,40501,1,38613,600076,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680138,100678,164,1,8,60392,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147680138,100688,166,1,8,60368,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147680138,100688,166,1,8,61508,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147680212,1,41946,1,40744,615268,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680212,1,40059,1,38898,620324,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680212,1,43824,1,41653,607300,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680214,2,42030,1,39664,595944,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680214,2,37616,1,36445,605388,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680223,1,40793,1,39618,597480,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680223,1,41118,1,39954,598604,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680223,1,42845,1,41685,634136,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680225,1,34454,1,33295,590348,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680225,1,41970,1,40766,599628,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680414,1,43110,1,41623,601156,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680414,1,46412,1,45236,599064,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680414,1,42022,1,40620,597476,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680416,2,177,1,40,110856,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680417,1,44338,1,42380,598896,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680417,1,45360,1,44201,597476,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680419,1,179,1,40,90240,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680419,1,42224,1,40788,613288,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680419,1,41674,1,40509,597452,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680422,2,40271,1,39101,597140,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680422,2,39677,1,38621,595648,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680422,2,40314,1,37532,591556,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680424,2,39511,1,38359,595048,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680425,1,40174,1,38959,595064,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680425,1,41501,1,40082,594184,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680827,100022,167,1,9,60324,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147680834,2,168,1,40,95024,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680839,1,168,1,40,150816,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680839,1,177,1,42,91568,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680839,1,173,1,39,90108,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147680841,1,175,1,40,91604,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681138,1,39999,1,38825,600168,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681142,1,41291,1,40086,600140,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681254,1,41324,1,40167,1120244,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681270,1,38530,1,37326,592672,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681270,1,41067,1,39909,603340,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681271,0,41513,1,40375,605360,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681273,1,42630,1,41464,602384,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681440,1,42828,1,41594,595508,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681440,1,43009,1,41779,598356,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681441,1,40430,1,38303,612520,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681442,2,41124,1,39967,595636,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681443,1,39123,1,37961,592536,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681494,5086,41407,1,40237,597164,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681494,8619,43810,1,42697,596968,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681494,10469,41329,1,40147,602976,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681496,11111,36826,1,35666,601348,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681496,11623,40090,1,38963,598200,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681497,12725,43737,1,42564,597852,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681498,12788,39647,1,38545,617456,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681499,16073,45470,1,44296,604764,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147681673,15931,40844,1,39508,598392,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147682334,17818,38728,1,37705,597828,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147682341,34648,173752,1,172889,579096,1,259200,819200,0,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147683141,97842,166,1,8,60436,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147683663,97330,168,1,8,60344,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147693127,23905,43541,1,42315,601260,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147693133,23912,43406,1,42166,598572,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147693133,24111,38221,1,36732,593604,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147693133,24185,42815,1,41634,597636,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147693135,24351,44154,1,42975,596464,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147694186,23426,36888,1,35788,590964,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147694289,23548,42200,1,40982,596560,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147696459,139883,45647,1,44593,580340,1,259200,819200,1,U2005S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02
1147696464,140936,44819,1,43754,582648,1,259200,819200,1,U2005S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02
1147698348,82645,168,1,8,60412,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147701874,140362,50850,1,47263,585844,1,259200,819200,1,U2005S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02
1147701903,16131,44092,1,42932,605088,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147701904,16148,42510,1,41083,642992,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147701906,16184,39058,1,37651,592404,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147701916,79102,169,1,8,60284,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147702997,78154,168,1,8,60344,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147702998,78175,168,1,8,60288,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147702998,78175,168,1,8,60356,1,259200,819200,1,U257,G3,X1,Q10,1,clrlcgce01,clrlcgce01
1147703183,14919,40652,1,39461,597904,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147703699,140734,48091,1,47026,581812,1,259200,819200,1,U2005S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02
1147704703,139793,42337,1,40141,579816,1,259200,819200,1,U2005S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02
1147704713,139843,48716,1,47360,580568,1,259200,819200,1,U2005S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02
1147704713,141491,47289,1,45960,581884,1,259200,819200,1,U2005S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02
1147715935,2167,38671,1,31215,1568408,1,259200,1126400,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147715942,2206,35494,1,31167,1548100,1,259200,1126400,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147715942,2400,37923,1,32193,1562556,1,259200,1126400,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147715942,3032,175,1,41,84676,1,259200,819200,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147715944,2403,40154,1,31881,1562052,1,259200,1126400,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
1147715946,2443,37027,1,32094,1531492,1,259200,1126400,1,U257,G3,X2,Q9,1,clrlcgce03,clrlcgce03
